geoid,borough,year,median_rent,median_income,total_pop,white_non_hisp,total_housing_units,vacant_housing_units
047000,Queens,2021,1716.0,50000.0,3637,45,992,0
047100,Queens,2021,1652.0,47067.0,4486,65,1581,109
047200,Brooklyn,2021,1797.0,78125.0,3009,2818,822,173
047200,Queens,2021,1649.0,100475.0,3945,1135,1460,69
047300,Queens,2021,1751.0,62799.0,4383,400,1760,153
047400,Brooklyn,2021,1668.0,56500.0,2590,2311,782,112
047500,Queens,2021,2047.0,74769.0,5178,350,1803,216
047600,Brooklyn,2021,1641.0,46250.0,3132,2733,1009,171
047600,Queens,2021,3501.0,101928.0,1496,641,559,0
047700,Brooklyn,2021,2945.0,164647.0,4017,2889,1928,135
047800,Brooklyn,2021,1554.0,63000.0,4398,3386,1144,46
047801,Queens,2021,1566.0,37427.0,3794,1145,2106,203
047802,Queens,2021,1437.0,87066.0,1186,0,432,49
047900,Queens,2021,1938.0,68179.0,5829,198,1982,261
048000,Brooklyn,2021,1153.0,26159.0,3324,1941,1147,149
048000,Queens,2021,1760.0,86450.0,2512,72,699,22
048100,Brooklyn,2021,1938.0,81613.0,3053,1309,1376,106
048100,Queens,2021,1637.0,64091.0,7140,272,2014,158
048200,Brooklyn,2021,1457.0,53804.0,5545,2528,2268,30
048200,Queens,2021,1610.0,68942.0,1414,127,440,15
048301,Queens,2021,1880.0,60298.0,2105,259,758,37
048302,Queens,2021,2211.0,78592.0,2300,66,682,57
048400,Brooklyn,2021,1650.0,56809.0,5889,3965,1589,98
048400,Queens,2021,1461.0,75106.0,4806,88,1485,153
048401,Bronx,2021,1477.0,87870.0,4213,116,1327,60
048500,Brooklyn,2021,2526.0,93929.0,2329,1076,1045,71
048500,Queens,2021,1992.0,62434.0,4255,232,1579,132
048600,Brooklyn,2021,1753.0,55236.0,3556,914,874,36
048800,Brooklyn,2021,1539.0,61013.0,4420,1975,1621,5
048900,Brooklyn,2021,514.0,25154.0,3709,141,1523,0
048900,Queens,2021,1986.0,62000.0,1609,114,532,26
049000,Brooklyn,2021,1737.0,58965.0,5573,2334,2319,92
049100,Brooklyn,2021,1338.0,36653.0,6993,2054,2726,94
049200,Brooklyn,2021,1620.0,72058.0,2978,1552,1326,87
049201,Queens,2021,1429.0,74583.0,3325,271,1345,0
049202,Queens,2021,1802.0,95919.0,2532,59,626,19
049301,Brooklyn,2021,667.0,20465.0,2408,110,984,0
049301,Queens,2021,1554.0,68125.0,2467,843,808,59
049302,Brooklyn,2021,1226.0,47238.0,5262,1091,2345,100
049302,Queens,2021,1763.0,65735.0,2992,981,1063,115
049400,Brooklyn,2021,1834.0,88846.0,5372,2815,2284,102
049500,Brooklyn,2021,2283.0,89375.0,2546,1603,1310,48
049500,Queens,2021,1775.0,104107.0,1713,881,547,24
049600,Brooklyn,2021,1554.0,68474.0,3938,1534,1469,151
049600,Queens,2021,1588.0,93209.0,3451,147,922,11
049700,Brooklyn,2021,2297.0,107625.0,3076,2157,1666,157
049700,Queens,2021,2129.0,63700.0,2883,1176,1042,148
049800,Brooklyn,2021,1487.0,67580.0,4036,1363,1641,60
049900,Brooklyn,2021,2334.0,88958.0,2088,1479,959,42
049900,Queens,2021,1809.0,65270.0,5705,583,1768,160
050000,Queens,2021,1386.0,65698.0,4850,142,1670,100
050001,Brooklyn,2021,2025.0,107333.0,2250,1269,919,61
050002,Brooklyn,2021,1925.0,148320.0,1966,984,722,47
050100,Brooklyn,2021,2378.0,98750.0,3373,1979,1630,58
050201,Queens,2021,1852.0,79342.0,1645,0,510,46
050202,Brooklyn,2021,1615.0,97195.0,2460,1752,1197,59
050202,Queens,2021,1555.0,69398.0,1301,22,393,10
050300,Brooklyn,2021,2415.0,127993.0,2910,1892,1455,92
050400,Queens,2021,1785.0,102885.0,1775,59,605,69
050401,Brooklyn,2021,2547.0,128443.0,3171,1702,1265,14
050402,Brooklyn,2021,1428.0,134602.0,1758,1160,923,10
050500,Brooklyn,2021,1248.0,63468.0,4136,946,1951,107
050500,Queens,2021,2078.0,79375.0,1895,815,642,75
050600,Brooklyn,2021,1766.0,73077.0,5820,1379,2134,20
050600,Queens,2021,1667.0,118542.0,1538,0,492,39
050700,Brooklyn,2021,1683.0,50667.0,3780,3121,733,71
050700,Queens,2021,1974.0,80833.0,3717,2158,1401,55
050800,Queens,2021,1236.0,66471.0,2032,37,711,57
050801,Brooklyn,2021,1466.0,70134.0,3719,404,1432,133
050803,Brooklyn,2021,1690.0,67000.0,2752,521,1124,74
050804,Brooklyn,2021,1645.0,87124.0,6597,1564,2826,189
050900,Brooklyn,2021,1767.0,37003.0,6003,5386,992,5
051000,Queens,2021,1926.0,76250.0,1945,38,461,19
051001,Brooklyn,2021,1455.0,54246.0,4491,273,1695,86
051002,Brooklyn,2021,1484.0,55974.0,4038,531,1798,161
051100,Brooklyn,2021,1446.0,79675.0,4491,1840,1983,56
051100,Queens,2021,1865.0,109310.0,2562,1345,835,61
051200,Brooklyn,2021,1650.0,65847.0,6470,1293,2424,83
051200,Queens,2021,1439.0,87917.0,2724,26,727,57
051300,Brooklyn,2021,2476.0,121607.0,5825,2629,2520,139
051300,Queens,2021,2072.0,103304.0,2843,1301,888,57
051400,Brooklyn,2021,1619.0,72477.0,7733,1241,2736,83
051500,Brooklyn,2021,3501.0,167917.0,2812,1843,1239,30
051500,Queens,2021,1730.0,94289.0,3565,2372,1298,133
051600,Queens,2021,1189.0,99643.0,2186,90,590,28
051601,Bronx,2021,1641.0,118972.0,4417,3033,2109,151
051601,Brooklyn,2021,1593.0,56834.0,5132,647,2097,178
051602,Brooklyn,2021,1622.0,67276.0,3843,327,1470,69
051700,Brooklyn,2021,2929.0,171375.0,2857,1829,1546,133
051700,Queens,2021,1439.0,98015.0,1816,1256,887,188
051800,Brooklyn,2021,1624.0,84748.0,3455,915,1622,116
051800,Queens,2021,1583.0,105329.0,2602,5,646,49
051900,Brooklyn,2021,3332.0,188567.0,5257,3616,3254,233
052000,Brooklyn,2021,1416.0,108994.0,3951,1670,1402,65
052000,Queens,2021,1813.0,75625.0,1457,34,451,17
052100,Queens,2021,1826.0,108194.0,2059,1280,759,79
052200,Queens,2021,1350.0,95000.0,1965,0,514,14
052300,Brooklyn,2021,1734.0,91750.0,5376,1937,2360,129
052400,Queens,2021,1211.0,109477.0,2309,0,618,32
052500,Brooklyn,2021,1099.0,28050.0,3321,2062,1341,107
052500,Queens,2021,1728.0,66667.0,2647,1379,846,30
052600,Brooklyn,2021,1768.0,73895.0,4366,1896,1840,71
052600,Queens,2021,1194.0,78696.0,2393,144,791,35
052700,Brooklyn,2021,1214.0,61966.0,6917,1886,2535,208
052800,Brooklyn,2021,1912.0,107188.0,1935,1161,746,56
052800,Queens,2021,1375.0,78387.0,1543,0,553,57
052900,Brooklyn,2021,1358.0,27456.0,2920,2507,949,113
053000,Brooklyn,2021,1558.0,60365.0,4133,2432,1298,95
053000,Queens,2021,1939.0,117333.0,2662,47,643,41
053100,Queens,2021,1617.0,65040.0,3638,1948,1512,127
053102,Brooklyn,2021,2091.0,61458.0,6244,5865,1243,125
053200,Brooklyn,2021,1486.0,65603.0,2759,1392,1054,105
053200,Queens,2021,1658.0,72500.0,2245,5,641,67
053300,Brooklyn,2021,1338.0,24834.0,6367,6255,1695,211
053400,Brooklyn,2021,1465.0,50444.0,4927,2603,1426,47
053401,Queens,2021,1469.0,106833.0,2048,15,597,47
053500,Brooklyn,2021,1089.0,26760.0,4033,3694,1037,170
053501,Queens,2021,1433.0,71793.0,1372,555,566,61
053700,Brooklyn,2021,1673.0,46719.0,4275,4155,746,25
053800,Brooklyn,2021,1631.0,63750.0,5759,3655,2302,26
053800,Queens,2021,1557.0,103250.0,1656,5,445,17
053900,Brooklyn,2021,1279.0,23011.0,2878,2092,958,32
053901,Queens,2021,1940.0,83172.0,4427,1265,1586,112
054000,Queens,2021,1334.0,72212.0,4214,22,1398,79
054200,Brooklyn,2021,1522.0,45549.0,4138,3489,1698,172
054200,Queens,2021,1376.0,82406.0,5999,131,1746,36
054400,Brooklyn,2021,1632.0,67011.0,4140,3303,1371,59
054500,Brooklyn,2021,392.0,23456.0,7650,4961,2432,0
054500,Queens,2021,1718.0,55694.0,4061,1262,1515,139
054600,Brooklyn,2021,1554.0,57017.0,5445,3769,1991,52
054700,Brooklyn,2021,2443.0,72130.0,6717,5044,2279,227
054700,Queens,2021,1782.0,87895.0,5163,971,1635,177
054800,Brooklyn,2021,1748.0,82788.0,2248,2046,864,87
054800,Queens,2021,1801.0,90208.0,2635,30,736,42
054900,Brooklyn,2021,3162.0,122717.0,4577,2987,1995,189
054900,Queens,2021,1681.0,82727.0,6139,1195,1733,115
055000,Brooklyn,2021,1452.0,67391.0,3773,2812,1502,54
055100,Brooklyn,2021,2255.0,109662.0,5413,2790,2820,340
055100,Queens,2021,1646.0,66250.0,4466,1683,1697,133
055200,Brooklyn,2021,1476.0,81250.0,3625,2438,1563,127
055200,Queens,2021,1416.0,75511.0,3016,175,993,39
055300,Brooklyn,2021,2453.0,117750.0,3065,1797,1607,208
055300,Queens,2021,1862.0,77679.0,3114,387,1066,96
055400,Brooklyn,2021,1560.0,51667.0,4252,3073,1810,156
055400,Queens,2021,1697.0,84750.0,2786,353,756,0
055500,Brooklyn,2021,3501.0,174028.0,9345,5256,4857,443
055500,Queens,2021,1639.0,81000.0,2430,413,808,64
055600,Brooklyn,2021,1709.0,60458.0,4079,3099,1440,132
055600,Queens,2021,1919.0,111860.0,2580,113,744,22
055700,Brooklyn,2021,2881.0,107410.0,1834,1151,1035,47
055700,Queens,2021,1569.0,81701.0,4289,1582,1477,102
055800,Brooklyn,2021,1339.0,67500.0,2511,1668,1094,134
055800,Queens,2021,1912.0,88021.0,1999,132,730,28
055900,Queens,2021,2029.0,71324.0,1149,301,384,38
056000,Queens,2021,1893.0,80179.0,1791,453,501,52
056100,Brooklyn,2021,2401.0,126159.0,3776,2757,1817,107
056200,Brooklyn,2021,3138.0,115867.0,1936,1666,633,71
056200,Queens,2021,1802.0,87344.0,1573,312,545,28
056301,Brooklyn,2021,2522.0,121250.0,4387,2910,2100,234
056302,Brooklyn,2021,1806.0,63627.0,1638,784,833,59
056400,Brooklyn,2021,1216.0,78409.0,2735,1492,1131,55
056400,Queens,2021,1678.0,69464.0,1216,269,586,121
056500,Brooklyn,2021,2474.0,110673.0,3432,2761,2051,223
056500,Queens,2021,1676.0,98750.0,1739,293,621,24
056600,Brooklyn,2021,1571.0,88472.0,2679,1186,980,117
056600,Queens,2021,1237.0,65625.0,1454,106,516,33
056700,Queens,2021,1831.0,103045.0,5430,1585,1627,46
056800,Brooklyn,2021,1507.0,82955.0,1440,817,652,98
056800,Queens,2021,1690.0,99339.0,5310,209,1618,69
056900,Brooklyn,2021,2494.0,148333.0,1762,1384,896,78
057100,Brooklyn,2021,2232.0,104761.0,4036,2949,2178,243
057200,Brooklyn,2021,581.0,25498.0,5394,1023,2242,143
057300,Brooklyn,2021,2016.0,93036.0,2545,1989,1441,98
057400,Brooklyn,2021,1104.0,87893.0,2993,1106,1116,76
057500,Brooklyn,2021,2275.0,107365.0,4417,3104,2312,100
057600,Brooklyn,2021,1732.0,84500.0,3157,1236,1118,50
057700,Queens,2021,1412.0,74500.0,3641,1764,1543,71
057800,Brooklyn,2021,1557.0,60823.0,2964,1343,1240,109
057900,Queens,2021,1685.0,65370.0,1591,903,679,72
057901,Brooklyn,2021,2193.0,121031.0,1274,654,556,75
058000,Brooklyn,2021,1801.0,43375.0,4214,1747,1341,120
058000,Queens,2021,1544.0,99648.0,4407,14,1116,21
058100,Queens,2021,1544.0,64896.0,3264,1068,1269,132
058200,Brooklyn,2021,1500.0,66000.0,2697,1071,956,124
058200,Queens,2021,1485.0,109527.0,5440,119,1569,65
058300,Queens,2021,1873.0,82772.0,3718,1894,1490,137
058400,Brooklyn,2021,1671.0,67315.0,3655,2551,1498,94
058500,Queens,2021,1795.0,72950.0,4737,2647,1656,47
058600,Brooklyn,2021,1548.0,74347.0,2769,741,942,52
058700,Queens,2021,1592.0,91301.0,3532,2582,1522,173
058800,Brooklyn,2021,1475.0,78375.0,3542,2212,1533,121
058900,Queens,2021,1575.0,62403.0,5053,2514,1936,83
058901,Brooklyn,2021,2139.0,95357.0,1804,1634,865,67
059000,Brooklyn,2021,1720.0,80147.0,2025,785,717,71
059100,Brooklyn,2021,2250.0,123872.0,3963,3003,2037,150
059100,Queens,2021,1722.0,68364.0,5735,2339,2410,111
059200,Brooklyn,2021,1621.0,71167.0,4190,2568,1830,122
059300,Brooklyn,2021,1997.0,95595.0,2396,1865,955,37
059300,Queens,2021,1722.0,73693.0,4274,2660,1634,118
059400,Queens,2021,2250.0,126774.0,1871,32,539,5
059402,Brooklyn,2021,1503.0,80167.0,5942,4222,2542,152
059403,Brooklyn,2021,1411.0,84389.0,3456,1352,1402,254
059404,Brooklyn,2021,1450.0,56771.0,4313,2541,1834,120
059501,Queens,2021,1528.0,91053.0,1929,1432,797,149
059502,Queens,2021,1655.0,71801.0,3130,660,1087,200
059600,Brooklyn,2021,1077.0,50000.0,2445,1903,1260,0
059600,Queens,2021,2265.0,69107.0,1531,33,569,0
059800,Brooklyn,2021,1638.0,76312.0,3712,2872,1483,99
059800,Queens,2021,1557.0,93808.0,1882,37,596,34
059900,Queens,2021,2063.0,77222.0,1231,697,602,114
060000,Brooklyn,2021,1600.0,87365.0,6344,4697,2718,169
060100,Queens,2021,1860.0,96953.0,2512,1441,904,102
060300,Queens,2021,2170.0,90074.0,2050,1121,727,64
060600,Brooklyn,2021,1796.0,71994.0,2896,2099,1434,129
060800,Brooklyn,2021,1484.0,86607.0,3986,2991,1871,155
060800,Queens,2021,943.0,101042.0,1536,67,485,46
061002,Brooklyn,2021,1563.0,82515.0,5247,5178,2630,155
061003,Brooklyn,2021,1672.0,51597.0,1842,518,641,70
061004,Brooklyn,2021,1378.0,33685.0,6218,5178,2956,143
061200,Brooklyn,2021,1790.0,135500.0,1169,1021,471,13
061200,Queens,2021,1857.0,126638.0,2204,8,546,0
061301,Queens,2021,1772.0,66835.0,5877,3072,2089,165
061400,Queens,2021,1696.0,132633.0,1493,36,435,0
061600,Brooklyn,2021,1571.0,126375.0,1508,1457,570,73
061601,Queens,2021,3501.0,99583.0,2735,45,801,0
061602,Queens,2021,1353.0,111089.0,1111,40,382,23
061800,Queens,2021,1199.0,92670.0,1886,46,708,25
061900,Queens,2021,1743.0,100861.0,3657,2977,1263,96
062000,Brooklyn,2021,2327.0,94348.0,2021,1990,791,71
062000,Queens,2021,1900.0,103417.0,1607,12,535,24
062100,Queens,2021,1696.0,83773.0,2938,1341,1138,137
062200,Brooklyn,2021,1652.0,82422.0,2786,1766,1155,160
062200,Queens,2021,1462.0,124236.0,2195,117,670,25
062300,Queens,2021,1400.0,68869.0,2210,1518,869,22
062500,Queens,2021,1535.0,80625.0,2388,1519,962,91
062600,Brooklyn,2021,1215.0,73472.0,3105,1821,1158,75
062600,Queens,2021,2060.0,107946.0,3106,17,914,27
062700,Queens,2021,1649.0,66042.0,2861,1374,1108,18
062800,Brooklyn,2021,1389.0,99710.0,5009,3710,1988,294
062900,Queens,2021,1721.0,86309.0,3494,1679,1263,48
063000,Queens,2021,1676.0,110583.0,1629,31,600,15
063200,Brooklyn,2021,1688.0,81196.0,1471,1212,672,36
063301,Queens,2021,1783.0,83750.0,1562,984,578,48
063302,Queens,2021,2090.0,105417.0,1857,888,616,33
063500,Queens,2021,2079.0,74029.0,2617,1316,1049,131
063700,Queens,2021,2122.0,91655.0,3672,2459,1358,88
063800,Brooklyn,2021,1930.0,97981.0,2258,1543,778,29
063800,Queens,2021,1817.0,108417.0,3487,144,1114,39
063900,Queens,2021,1570.0,75729.0,3195,1391,1055,36
064000,Brooklyn,2021,1576.0,127917.0,1768,1524,639,59
064101,Queens,2021,1625.0,78403.0,2537,1531,1084,131
064200,Brooklyn,2021,1408.0,57466.0,2617,2015,974,83
064400,Brooklyn,2021,1929.0,82500.0,2981,1632,909,69
064500,Queens,2021,2303.0,87632.0,2001,863,827,69
064600,Brooklyn,2021,1411.0,84833.0,2337,1598,777,23
064600,Queens,2021,1549.0,104063.0,3528,26,1179,70
064800,Brooklyn,2021,1982.0,108846.0,2430,1513,722,54
065000,Brooklyn,2021,1453.0,74159.0,1524,499,545,12
065000,Queens,2021,1636.0,112411.0,2915,46,938,88
065200,Brooklyn,2021,1641.0,98103.0,1173,885,558,32
065400,Brooklyn,2021,2455.0,110500.0,1592,1150,524,30
065401,Queens,2021,1868.0,100313.0,3867,85,957,28
065600,Brooklyn,2021,1216.0,104653.0,1900,1302,683,6
065600,Queens,2021,1924.0,97850.0,4754,413,1673,171
065702,Queens,2021,1604.0,74511.0,1376,874,698,129
065703,Queens,2021,1860.0,103288.0,3057,2094,1252,195
065800,Brooklyn,2021,1473.0,84427.0,1853,1079,761,128
065900,Queens,2021,2192.0,106304.0,2066,1540,692,40
066000,Brooklyn,2021,3250.0,133571.0,2100,1459,768,26
066000,Queens,2021,2069.0,69583.0,3365,159,1166,35
066100,Queens,2021,1702.0,102411.0,1689,1501,711,72
066200,Brooklyn,2021,1413.0,83446.0,1392,886,645,67
066301,Queens,2021,1863.0,116848.0,2940,2108,1033,29
066401,Queens,2021,2011.0,161250.0,2029,386,427,0
066402,Queens,2021,1497.0,101365.0,2593,32,1061,52
066403,Queens,2021,2202.0,88317.0,5963,375,1623,0
066501,Queens,2021,1829.0,77453.0,4333,3061,1678,85
066701,Queens,2021,2005.0,113125.0,2894,1567,1059,179
066900,Queens,2021,1856.0,90078.0,1625,1257,752,149
067000,Brooklyn,2021,1826.0,82629.0,2928,673,1143,81
067100,Queens,2021,2519.0,104839.0,2684,1792,969,22
067200,Brooklyn,2021,1896.0,73807.0,1713,173,551,0
067400,Brooklyn,2021,1645.0,135139.0,1968,230,646,112
067600,Brooklyn,2021,1750.0,89265.0,1847,115,584,26
067700,Queens,2021,1841.0,105583.0,1934,1679,733,42
067800,Brooklyn,2021,1704.0,89844.0,3312,120,984,31
067900,Queens,2021,1634.0,62266.0,4812,1667,1885,134
068000,Brooklyn,2021,1450.0,105272.0,2096,110,689,22
068000,Queens,2021,2002.0,114327.0,5726,28,1603,65
068200,Brooklyn,2021,1685.0,94957.0,2587,404,950,75
068200,Queens,2021,1604.0,93631.0,1141,0,405,40
068300,Queens,2021,1615.0,59107.0,4332,353,1743,98
068600,Brooklyn,2021,1551.0,72500.0,1721,868,721,69
068700,Queens,2021,1735.0,56855.0,4354,1329,2116,92
068800,Brooklyn,2021,1650.0,80481.0,1872,338,725,32
069000,Brooklyn,2021,1637.0,117292.0,2007,229,645,0
069000,Queens,2021,2155.0,108897.0,4213,168,1135,89
069200,Brooklyn,2021,1792.0,109167.0,2354,247,869,81
069300,Queens,2021,1887.0,75119.0,3119,1011,1377,105
069400,Queens,2021,1883.0,93675.0,3607,176,1095,24
069500,Queens,2021,1738.0,100903.0,2381,788,941,129
069601,Brooklyn,2021,1920.0,86023.0,3400,1302,1567,272
069602,Brooklyn,2021,1448.0,84619.0,5748,3022,2311,212
069701,Queens,2021,1831.0,93032.0,4299,1256,1938,146
069702,Queens,2021,2047.0,79433.0,4351,1977,1652,48
069800,Brooklyn,2021,2102.0,122019.0,1534,728,470,39
070000,Brooklyn,2021,1458.0,84034.0,1344,1088,698,55
070201,Brooklyn,2021,2074.0,113707.0,5775,4965,2416,160
070300,Queens,2021,1655.0,85805.0,2045,644,985,103
070601,Brooklyn,2021,2125.0,128385.0,3468,2672,1155,212
070700,Queens,2021,2009.0,110052.0,2755,1382,1061,32
070900,Queens,2021,2085.0,105167.0,3161,1379,1157,33
071100,Queens,2021,1877.0,87682.0,6133,3314,3076,215
071303,Queens,2021,1853.0,89412.0,5854,3209,2822,174
071304,Queens,2021,1809.0,88549.0,6275,3548,3308,203
071305,Queens,2021,2291.0,100685.0,5108,2466,2533,93
071306,Queens,2021,2039.0,86686.0,7482,2955,3254,106
071701,Queens,2021,1773.0,61426.0,5438,3063,2634,237
071702,Queens,2021,2067.0,79292.0,4287,1208,2136,156
071900,Queens,2021,1625.0,49674.0,2911,1225,1084,54
072000,Brooklyn,2021,1817.0,66285.0,2109,102,724,59
072100,Queens,2021,1275.0,76318.0,4781,2119,2398,255
072200,Brooklyn,2021,1777.0,60048.0,3165,38,1169,114
072300,Queens,2021,3438.0,171250.0,2189,1059,890,40
072400,Brooklyn,2021,1256.0,76458.0,1939,28,819,36
072600,Brooklyn,2021,1451.0,89814.0,2392,76,696,29
072800,Brooklyn,2021,1601.0,70096.0,3791,54,1646,53
072900,Queens,2021,2292.0,151932.0,1471,671,514,29
073000,Brooklyn,2021,2012.0,117857.0,2676,89,808,4
073100,Queens,2021,1711.0,145529.0,1658,1129,594,41
073200,Brooklyn,2021,1230.0,61572.0,2195,32,830,25
073400,Brooklyn,2021,1024.0,95515.0,1720,36,634,75
073600,Brooklyn,2021,1450.0,61292.0,3186,129,1232,89
073700,Queens,2021,2051.0,106023.0,2233,1231,1187,94
073800,Brooklyn,2021,1654.0,51719.0,3863,1103,1362,51
073900,Queens,2021,2034.0,109276.0,5597,2544,2889,289
074000,Brooklyn,2021,1640.0,66250.0,3963,414,1102,32
074100,Queens,2021,1670.0,83214.0,3131,1647,1679,103
074200,Brooklyn,2021,1798.0,68931.0,3144,1448,981,22
074300,Queens,2021,1556.0,76875.0,4423,2328,1909,165
074400,Brooklyn,2021,1625.0,143565.0,3084,2564,675,0
074500,Queens,2021,1308.0,46659.0,3814,1942,1634,72
074600,Brooklyn,2021,1402.0,91000.0,2643,1953,747,41
074700,Queens,2021,1806.0,109240.0,3540,1027,1317,74
074800,Brooklyn,2021,1318.0,73000.0,1725,1255,756,76
074900,Queens,2021,3501.0,211020.0,1412,894,602,75
075000,Brooklyn,2021,1701.0,87134.0,3104,2276,1052,96
075400,Brooklyn,2021,2294.0,101581.0,1262,1242,486,25
075600,Brooklyn,2021,1360.0,79583.0,2121,1813,851,49
075701,Queens,2021,1843.0,99954.0,4877,2004,2553,169
075702,Queens,2021,2030.0,123170.0,5866,3031,2579,90
075800,Brooklyn,2021,973.0,69375.0,1742,1517,680,41
076000,Brooklyn,2021,1218.0,46949.0,2935,2578,1157,0
076200,Brooklyn,2021,1521.0,55500.0,4633,1727,1626,76
076400,Brooklyn,2021,1675.0,72889.0,4230,985,1596,110
076600,Brooklyn,2021,1676.0,76250.0,2182,365,765,88
076800,Brooklyn,2021,1444.0,58663.0,4064,3073,1263,19
076901,Queens,2021,1962.0,97097.0,4672,2412,2454,142
076902,Queens,2021,1844.0,98438.0,1168,458,672,93
077000,Brooklyn,2021,1664.0,88482.0,2583,471,1137,94
077200,Brooklyn,2021,1622.0,83555.0,3560,1346,1180,11
077300,Queens,2021,1690.0,99444.0,2136,1280,1176,100
077400,Brooklyn,2021,1429.0,82562.0,3441,732,1314,44
077500,Queens,2021,1645.0,90781.0,2201,1423,1121,124
077600,Brooklyn,2021,1767.0,78561.0,3882,504,1933,163
077902,Queens,2021,1432.0,92214.0,5062,4035,1895,97
077903,Queens,2021,1497.0,84318.0,3418,1500,1180,0
077904,Queens,2021,1943.0,103542.0,6281,3783,2203,148
077905,Queens,2021,1365.0,93579.0,2851,833,1409,73
077906,Queens,2021,1626.0,70096.0,3655,1889,1449,147
077907,Queens,2021,1481.0,49857.0,3521,1881,1124,64
077908,Queens,2021,1689.0,53362.0,3267,503,1353,219
078000,Brooklyn,2021,1816.0,92391.0,2413,80,686,70
078200,Brooklyn,2021,1422.0,62470.0,4349,91,1678,101
078400,Brooklyn,2021,1738.0,108500.0,2830,72,850,60
078601,Brooklyn,2021,1369.0,63891.0,2475,175,1106,27
078602,Brooklyn,2021,1512.0,54030.0,2122,183,885,122
078800,Queens,2021,1702.0,110833.0,2082,36,586,52
078801,Brooklyn,2021,1462.0,51838.0,2208,48,858,88
078802,Brooklyn,2021,1605.0,56635.0,1793,0,553,56
079000,Queens,2021,2048.0,81573.0,2745,35,844,67
079001,Brooklyn,2021,1405.0,97576.0,1747,217,535,79
079002,Brooklyn,2021,1489.0,58851.0,3042,28,1495,335
079200,Queens,2021,1692.0,68871.0,2675,6,887,27
079201,Brooklyn,2021,1361.0,75417.0,1200,118,558,91
079202,Brooklyn,2021,1843.0,65192.0,2255,143,808,90
079400,Brooklyn,2021,1567.0,50714.0,1978,139,722,140
079601,Brooklyn,2021,1670.0,81056.0,3681,1194,1631,109
079602,Brooklyn,2021,1440.0,68513.0,5324,702,2236,117
079701,Queens,2021,1508.0,41944.0,6505,492,3087,135
079702,Queens,2021,1241.0,54096.0,4026,115,1649,185
079801,Brooklyn,2021,1670.0,71583.0,3198,1199,1649,159
079802,Brooklyn,2021,1746.0,84426.0,5129,1516,2626,103
079900,Queens,2021,1774.0,46273.0,3401,248,1136,81
080000,Brooklyn,2021,1425.0,69543.0,3697,1199,1561,72
080200,Brooklyn,2021,1430.0,89289.0,5008,764,2049,112
080301,Queens,2021,1561.0,50033.0,3441,251,1122,121
080302,Queens,2021,1549.0,71760.0,3567,652,919,0
080400,Brooklyn,2021,1674.0,52500.0,3238,460,1574,116
080600,Brooklyn,2021,1439.0,62135.0,3466,907,1392,136
080800,Brooklyn,2021,928.0,11988.0,1796,214,692,42
080900,Queens,2021,1580.0,73946.0,7434,3367,2841,314
081000,Brooklyn,2021,1498.0,63362.0,2530,359,1206,270
081400,Brooklyn,2021,1372.0,69938.0,2655,123,1095,137
081400,Queens,2021,1858.0,125343.0,4971,0,1136,110
081600,Brooklyn,2021,1395.0,56555.0,2922,271,1091,86
081800,Brooklyn,2021,1458.0,80000.0,4280,529,2004,342
081800,Queens,2021,2129.0,88068.0,4239,91,1153,127
082000,Brooklyn,2021,1600.0,48475.0,5436,489,2450,200
082200,Brooklyn,2021,1433.0,66323.0,7594,752,3095,228
082400,Brooklyn,2021,1474.0,51419.0,5116,175,1985,231
082600,Brooklyn,2021,1371.0,65866.0,4923,132,2180,303
082800,Brooklyn,2021,1457.0,70189.0,3531,173,1589,266
083000,Brooklyn,2021,1586.0,57348.0,6490,36,2628,279
083200,Brooklyn,2021,1430.0,75625.0,2135,10,807,71
083400,Brooklyn,2021,1708.0,78906.0,1650,39,656,77
083600,Brooklyn,2021,1423.0,85449.0,2031,0,730,98
083700,Queens,2021,1782.0,56356.0,5531,783,1633,74
083800,Brooklyn,2021,1170.0,85060.0,2109,1,757,41
083800,Queens,2021,1884.0,84481.0,5904,424,1690,137
084000,Brooklyn,2021,1496.0,69948.0,2631,46,855,30
084000,Queens,2021,1953.0,106325.0,7216,646,2036,133
084500,Queens,2021,1185.0,32285.0,4984,279,2186,138
084600,Brooklyn,2021,1602.0,53281.0,1905,28,733,45
084601,Queens,2021,1664.0,94414.0,3081,470,859,64
084602,Queens,2021,3037.0,73036.0,1201,91,252,21
084800,Brooklyn,2021,1397.0,88438.0,1645,5,589,46
084901,Queens,2021,1670.0,48191.0,2400,91,1068,53
084902,Queens,2021,1479.0,48409.0,4086,86,1376,116
085000,Brooklyn,2021,1457.0,89531.0,1747,0,484,29
085300,Queens,2021,1635.0,32404.0,5742,172,2542,56
085400,Brooklyn,2021,1296.0,62361.0,1998,91,879,87
085500,Queens,2021,1542.0,38567.0,7041,804,2787,106
085600,Brooklyn,2021,1576.0,71141.0,3947,111,1639,150
085700,Queens,2021,1540.0,47609.0,5033,342,1987,159
085800,Brooklyn,2021,1514.0,65865.0,1995,0,850,68
085900,Queens,2021,1406.0,53821.0,5465,639,2434,221
086000,Brooklyn,2021,1589.0,66531.0,3323,13,1468,189
086100,Queens,2021,1283.0,52019.0,2282,107,855,82
086200,Brooklyn,2021,1427.0,49861.0,3008,84,1329,36
086300,Queens,2021,1616.0,41716.0,6807,393,2520,109
