geoid,borough,year,median_rent,median_income,total_pop,white_non_hisp,total_housing_units,vacant_housing_units
024700,Brooklyn,2013,1163.0,44732.0,1992,319,1100,250
024700,Manhattan,2013,1113.0,30943.0,8071,1050,2612,223
024700,Queens,2013,1358.113827479313,50409.54315751243,1548,381,565,28
024700,Staten Island,2013,1159.0,65694.0,2683,1063,986,52
024800,Bronx,2013,1283.0,66918.0,3619,1888,1245,24
024800,Brooklyn,2013,1179.0,46591.0,2903,1397,930,22
024800,Staten Island,2013,1272.0,81346.0,5065,4477,1731,97
024900,Bronx,2013,1107.3381472563824,33567.68162433421,8,0,3,0
024900,Brooklyn,2013,1263.0,50592.0,3615,508,1945,379
024900,Manhattan,2013,853.0,35625.0,1039,62,349,7
024900,Queens,2013,1367.9839839893484,59059.969928527986,5597,1395,2293,249
025000,Bronx,2013,1387.0,52134.0,2640,1699,1022,57
025000,Brooklyn,2013,1226.0,43239.0,1727,394,546,39
025100,Bronx,2013,1019.2265568338404,31424.1456567181,6936,119,2235,135
025100,Brooklyn,2013,817.0,34191.0,3560,246,1567,193
025100,Manhattan,2013,879.2744288353015,34716.404396815335,2763,333,864,102
025100,Queens,2013,1219.0,45452.0,5249,1638,2500,135
025100,Staten Island,2013,1227.3479407441507,89066.01533630534,5732,5084,2181,133
025200,Bronx,2013,1203.0,49944.0,2602,1181,961,75
025200,Brooklyn,2013,1148.0,42448.0,5927,2138,2069,97
025300,Bronx,2013,1038.0369663331974,30927.367515031383,5692,72,1930,203
025300,Brooklyn,2013,1171.0,43672.0,2166,499,1351,322
025300,Manhattan,2013,1083.0,35313.0,11167,1451,3885,194
025301,Queens,2013,1361.8072621928675,53922.84885734949,4099,1306,2068,186
025302,Queens,2013,1329.0,53235.0,2627,683,1211,132
025400,Bronx,2013,1171.0,42177.0,1909,1208,872,58
025400,Brooklyn,2013,1040.0,50156.0,3889,934,1261,110
025401,Queens,2013,868.0,32574.0,3442,10,1294,143
025402,Queens,2013,868.0,32574.0,5192,14,1951,216
025500,Bronx,2013,1059.2694988757885,20058.11525171516,5675,36,2172,157
025500,Brooklyn,2013,515.0,25838.0,5095,0,1822,21
025500,Manhattan,2013,1459.0,49702.0,5512,1827,2273,196
025500,Queens,2013,1432.873838871775,73466.44210651702,1292,456,516,25
025600,Bronx,2013,1309.0,42337.0,1790,462,713,30
025600,Brooklyn,2013,1047.0,39583.0,3253,1114,1102,67
025700,Bronx,2013,1088.065652579049,29523.542727854005,2026,6,727,65
025700,Brooklyn,2013,1182.0,49609.0,1950,181,738,127
025700,Manhattan,2013,1103.0,71417.0,4365,987,1975,245
025700,Queens,2013,1348.0,63000.0,1199,305,579,100
025800,Brooklyn,2013,1200.0,45897.0,4588,2203,1658,122
025800,Queens,2013,1529.0,55694.0,1811,42,594,91
025900,Manhattan,2013,1017.0,53992.0,3909,685,1665,162
025900,Queens,2013,1363.0,45789.0,3060,475,1191,69
025901,Brooklyn,2013,1123.0,31607.0,1750,304,806,127
025902,Brooklyn,2013,406.0,17424.0,3553,0,1120,0
026000,Brooklyn,2013,1287.0,46106.0,3690,1263,1215,72
026000,Queens,2013,1083.0,43707.0,2607,0,713,51
026100,Bronx,2013,1004.1617587247465,63943.45471063857,2138,140,1254,173
026100,Brooklyn,2013,1279.0,33132.0,4846,610,2263,357
026100,Manhattan,2013,936.0,28792.0,13367,291,3717,131
026100,Queens,2013,1216.0,47301.0,7142,755,2506,129
026200,Brooklyn,2013,1142.0,64539.0,2488,1056,864,119
026200,Queens,2013,1643.0,49130.0,1410,0,440,16
026300,Bronx,2013,1106.7266498320419,29071.09931959827,6305,316,2268,209
026300,Brooklyn,2013,959.0,37172.0,2027,85,929,167
026300,Manhattan,2013,1097.0,28178.0,8972,603,2928,89
026300,Queens,2013,1447.6654097741089,49259.145770979274,6331,760,2237,148
026400,Bronx,2013,1458.568538768804,73682.6256884449,5828,3071,2176,167
026400,Brooklyn,2013,1120.0,44010.0,4511,1758,1710,62
026400,Queens,2013,821.0,46742.0,2029,20,796,52
026500,Bronx,2013,1052.4716956165773,37612.9077416347,6931,92,2201,186
026500,Brooklyn,2013,1079.0,49714.0,3958,241,1739,263
026500,Manhattan,2013,1233.9385550440625,46280.76330980829,7105,1558,2985,223
026501,Queens,2013,1315.0,49359.0,2336,208,869,42
026502,Queens,2013,1318.412232839857,49356.74722943965,1525,137,567,28
026600,Brooklyn,2013,1199.0,62561.0,3665,1949,1309,126
026600,Queens,2013,330.0,28160.0,2013,0,848,41
026601,Bronx,2013,1179.4434210589884,51855.74048676945,2992,1428,1426,180
026602,Bronx,2013,1141.0,46174.0,5317,2414,2676,158
026700,Brooklyn,2013,1253.0,46273.0,3017,534,1992,416
026700,Manhattan,2013,1264.0,34844.0,2165,1066,604,93
026700,Queens,2013,1387.7010752508918,49555.915339038045,5998,279,2190,162
026701,Bronx,2013,1138.8881442463642,32620.806547267566,3388,128,1272,103
026702,Bronx,2013,1131.1860418057893,32792.48573192572,6027,218,2445,136
026800,Brooklyn,2013,1249.0,55673.0,4319,2461,1460,111
026900,Bronx,2013,978.7280054607854,31713.00470816285,3120,122,1449,139
026900,Brooklyn,2013,1123.0,47721.0,2479,198,1343,260
026900,Manhattan,2013,970.0,27551.0,8982,489,2787,239
026901,Queens,2013,1248.0,51235.0,5132,160,1699,56
026902,Queens,2013,1270.2745212979764,36807.743684700254,4718,169,1554,25
027000,Brooklyn,2013,1013.0,41217.0,2184,1501,974,151
027000,Queens,2013,1314.0,55313.0,1655,67,537,91
027100,Brooklyn,2013,1125.0,40727.0,2425,37,1057,117
027100,Manhattan,2013,1177.6895053293729,47667.34285691943,9422,2377,3012,86
027101,Queens,2013,1232.0,48900.0,5481,306,1811,23
027102,Queens,2013,1232.0,48900.0,2983,167,986,12
027200,Brooklyn,2013,1186.0,49688.0,3316,1690,1186,86
027200,Queens,2013,1241.0,73621.0,2352,0,604,0
027300,Bronx,2013,1149.905162535473,45289.51050277672,8565,524,2610,104
027300,Brooklyn,2013,779.0,25938.0,2703,196,1371,108
027300,Manhattan,2013,1503.9956168536032,71021.54230516581,7124,4195,3263,51
027301,Queens,2013,1206.9512898076043,39852.33449284462,3805,130,1158,25
027301,Staten Island,2013,1159.0,75795.0,3915,2864,1520,65
027302,Queens,2013,1206.6483306406012,39846.176998251685,4504,154,1371,30
027302,Staten Island,2013,1653.4765175751431,99410.19351135058,4264,2959,1325,38
027400,Brooklyn,2013,1133.0,39423.0,2803,1239,973,65
027400,Queens,2013,1165.0,54681.0,1937,0,606,52
027401,Bronx,2013,1583.0,69138.0,4793,3915,1901,115
027402,Bronx,2013,1386.0,68511.0,3610,2616,1394,153
027500,Brooklyn,2013,1180.0,54710.0,4212,299,1872,271
027500,Manhattan,2013,1504.8922378179836,89841.16944523624,3360,2347,1706,127
027500,Queens,2013,1327.0,53462.0,6757,785,2296,90
027600,Bronx,2013,985.9172297509167,52504.36916964352,609,59,248,8
027600,Brooklyn,2013,1058.0,37182.0,3892,952,1254,52
027600,Queens,2013,1433.8151716379436,39927.733501924384,1081,14,419,23
027700,Bronx,2013,966.0,30750.0,5678,441,1848,71
027700,Brooklyn,2013,1064.0,30603.0,4386,87,1761,275
027700,Manhattan,2013,985.0,26517.0,7437,596,2113,98
027701,Queens,2013,1169.0,37981.0,3273,373,1248,96
027702,Queens,2013,1169.0,37981.0,4423,503,1687,129
027702,Staten Island,2013,1293.0,60776.0,5824,4178,2888,98
027704,Staten Island,2013,1388.0,97255.0,4079,3070,1470,91
027705,Staten Island,2013,1226.0,76700.0,5620,3544,1955,133
027706,Staten Island,2013,1265.0,64890.0,3172,1842,1147,44
027800,Brooklyn,2013,1110.0,38079.0,2820,1589,1185,30
027800,Queens,2013,655.6728047537212,38178.704909753724,2682,0,849,5
027900,Bronx,2013,1194.5857470485894,47125.68414834612,7323,1333,2912,139
027900,Brooklyn,2013,1019.0,51293.0,3828,182,1741,337
027900,Manhattan,2013,1183.3143431685608,47159.601570517356,11827,2084,4116,197
027900,Queens,2013,1249.0,41042.0,6504,989,2448,128
027900,Staten Island,2013,1008.0,104659.0,2275,2037,689,17
028000,Brooklyn,2013,1000.0,63906.0,1637,948,661,61
028000,Queens,2013,1258.0,66518.0,1743,0,550,90
028100,Bronx,2013,1003.3800345899521,57575.01488992591,4068,1766,1857,109
028100,Brooklyn,2013,775.0,27369.0,4963,157,1723,118
028100,Manhattan,2013,1685.202626472246,93571.38094337008,3087,2420,1420,81
028100,Queens,2013,1170.0,51865.0,5051,1490,2460,132
028200,Brooklyn,2013,1238.1094628884082,38087.75110103845,3124,1584,1320,39
028200,Queens,2013,1568.0,66250.0,1537,0,521,33
028300,Bronx,2013,887.0,45485.0,3134,136,1319,83
028300,Brooklyn,2013,713.0,16902.0,3648,141,1571,180
028300,Manhattan,2013,1069.9538317362285,45451.20116465019,7205,1556,3167,181
028300,Queens,2013,1280.0,52803.0,6507,1421,3143,103
028400,Bronx,2013,1059.0,34955.0,22,3,8,1
028400,Brooklyn,2013,1097.0,43024.0,3791,2111,1349,41
028400,Queens,2013,1569.9970121225833,75702.85688224813,3783,45,1119,76
028500,Bronx,2013,1217.0,49879.0,2955,1684,1599,138
028500,Manhattan,2013,1074.941048561194,34518.02086083162,8144,546,2759,140
028500,Queens,2013,1274.7010702287341,68414.20858256829,4621,2135,2281,146
028501,Brooklyn,2013,2001.0,93250.0,377,137,79,8
028502,Brooklyn,2013,454.0,20785.0,2733,0,1167,33
028600,Bronx,2013,1300.1282004395377,50521.096676880814,1099,653,554,101
028600,Brooklyn,2013,1047.304273874663,48269.09084681566,4328,2417,2097,229
028700,Bronx,2013,1314.0,46875.0,3316,909,1290,165
028700,Brooklyn,2013,836.0,24114.0,2742,343,1195,182
028700,Manhattan,2013,1259.023462425811,45237.93493598895,4318,1181,1753,94
028700,Queens,2013,1181.2398432817224,44668.02563145829,6017,1816,2864,269
028800,Bronx,2013,1202.0,57460.0,3431,2619,1270,133
028800,Brooklyn,2013,1023.0,37222.0,2907,1237,1109,67
028801,Queens,2013,1393.0,71250.0,1179,14,420,80
028802,Queens,2013,1393.0,71250.0,990,12,353,67
028803,Queens,2013,1361.696229461164,70138.21803997424,1959,23,689,127
028900,Bronx,2013,1182.4908559976777,55605.42676410287,4153,954,1873,201
028900,Brooklyn,2013,929.8776645723942,24555.424763202107,3604,237,1550,199
028900,Queens,2013,1315.0,50812.999680480934,5237,800,2204,58
029000,Brooklyn,2013,1149.0,42931.0,3799,2537,1577,83
029100,Brooklyn,2013,1110.0,31750.0,2922,107,1396,298
029100,Manhattan,2013,1015.0,31789.0,12162,347,3844,113
029100,Queens,2013,1335.5327803642786,40119.9776244942,6497,1130,2501,187
029102,Staten Island,2013,1589.0,78809.0,2457,1674,961,109
029104,Staten Island,2013,1074.9545249194136,73453.05399326126,6719,4989,2361,63
029105,Staten Island,2013,1293.0,76500.0,5992,5006,2194,120
029106,Staten Island,2013,1293.0,76500.0,1613,1348,590,32
029200,Brooklyn,2013,1070.9170599497215,35176.878604199344,2273,1208,960,119
029300,Brooklyn,2013,718.0,25875.0,3189,68,1422,91
029300,Manhattan,2013,1060.0,33707.0,8978,377,2982,228
029300,Queens,2013,1571.8842007927005,60516.519212209765,1153,129,334,11
029301,Bronx,2013,1189.9685449056537,101542.29735334715,1885,1402,979,113
029302,Bronx,2013,1858.42607562916,91212.03571529963,5032,3528,2765,293
029400,Brooklyn,2013,1044.0,53224.0,2373,1541,620,25
029400,Queens,2013,1157.1598361468905,57395.389696358005,6979,85,2357,158
029500,Bronx,2013,1695.0307399774008,94221.7901496056,4478,2175,2125,325
029500,Brooklyn,2013,1169.0,67569.0,3855,342,1895,330
029500,Manhattan,2013,1278.0,60663.0,7439,2322,3425,277
029500,Queens,2013,1257.0131287350014,71238.96851542805,3954,1158,1707,83
029600,Bronx,2013,1093.4145144171332,45182.99368477204,1932,650,892,99
029600,Brooklyn,2013,1042.0,41835.0,4376,2987,1995,64
029700,Bronx,2013,1513.2937645347508,90914.60363746932,3678,2690,1794,340
029700,Brooklyn,2013,1449.0,47594.0,3794,207,1693,304
029700,Manhattan,2013,1177.0293174431026,53813.75878169143,77,21,34,2
029700,Queens,2013,1596.022881876527,64370.998023126784,2049,891,750,34
029800,Brooklyn,2013,1122.0,47705.0,3862,1721,1361,66
029900,Brooklyn,2013,971.0,23578.0,2473,43,880,114
029900,Manhattan,2013,550.9187454917018,21460.217207353777,4303,132,1538,91
029900,Queens,2013,1451.558575703158,61523.819663139366,12,7,5,0
030000,Bronx,2013,1254.8788985195326,48490.57551216072,5758,2263,2697,173
030000,Brooklyn,2013,1096.0,49457.0,3248,1428,1291,179
030100,Bronx,2013,938.5981742527084,81815.73478309032,1414,971,627,78
030100,Brooklyn,2013,1124.0,41346.0,2525,21,1197,133
030200,Brooklyn,2013,1118.0,47348.0,3953,1316,1524,49
030201,Bronx,2013,946.0,51384.0,3839,276,1703,65
030202,Bronx,2013,946.0,51384.0,5355,384,2375,91
030300,Brooklyn,2013,1063.0,23911.0,5114,36,1777,186
030300,Manhattan,2013,1338.0,54167.0,4041,1372,1829,62
030301,Staten Island,2013,1429.157147468703,65480.43100198616,5159,2360,1876,51
030302,Staten Island,2013,1667.0,76058.0,6223,1271,2055,118
030400,Brooklyn,2013,1143.055063302198,39399.61432236718,3997,1937,1684,144
030500,Brooklyn,2013,1429.0,50100.0,6325,1794,2805,227
030600,Brooklyn,2013,1057.0,43629.0,2216,1171,701,19
030600,Queens,2013,1792.323197470152,76562.23424518315,3856,66,1325,152
030700,Brooklyn,2013,510.5909593411642,21895.468473445464,4092,1,2126,269
030700,Manhattan,2013,1311.0,68281.0,3641,2134,1876,122
030701,Bronx,2013,1713.0,92361.0,5402,4242,2872,297
030800,Brooklyn,2013,936.7049888068864,45887.7446835199,2030,1262,780,40
030900,Bronx,2013,1713.9981605688286,82187.7474824978,3411,2604,1459,61
030900,Brooklyn,2013,1100.1762052805025,27430.038882367622,2018,9,795,171
030900,Manhattan,2013,767.0,25487.0,9259,549,3412,101
030903,Queens,2013,1370.0,53233.0,6488,848,1990,258
030904,Queens,2013,1436.2775261866839,51608.27844881896,3797,531,1321,153
030905,Queens,2013,1456.114705005511,44586.22073161849,4010,809,1317,163
030906,Queens,2013,1456.1025490186469,44584.50172206345,4542,916,1491,185
031000,Bronx,2013,1881.2626755387582,113718.26850632798,4891,1939,1270,72
031100,Brooklyn,2013,1150.4420419772603,42706.58657384607,3168,236,1359,215
031100,Manhattan,2013,909.6345310486784,34369.44597450691,42,5,16,1
031200,Bronx,2013,1656.0,62596.0,2074,967,634,13
031300,Brooklyn,2013,985.0965438997929,38983.203350750984,4431,354,2368,289
031400,Bronx,2013,958.1366483100035,80337.25933019603,2208,1103,710,43
031401,Brooklyn,2013,867.0,43925.0,2361,1536,1044,17
031402,Brooklyn,2013,869.7587514700946,43867.540775000154,1984,1287,876,14
031500,Brooklyn,2013,1034.2373741836002,44021.31015828467,5076,747,2706,303
031600,Bronx,2013,1417.0,59886.0,2008,807,699,61
031700,Queens,2013,1594.7605317869095,58284.96029516618,5850,4102,2705,297
031701,Brooklyn,2013,1030.0,34315.0,3220,357,1657,251
031702,Brooklyn,2013,1318.0,42483.0,3595,402,1591,206
031703,Manhattan,2013,2000.9999999999998,176496.61387811697,8601,5928,4198,368
031704,Manhattan,2013,2001.0000000000002,150740.5926288029,6646,3733,3805,709
031800,Bronx,2013,1991.0,55000.0,2619,1422,678,40
031900,Brooklyn,2013,1131.0,42740.0,3767,497,1475,126
031900,Manhattan,2013,2001.0,158061.310683887,16,10,11,4
031901,Staten Island,2013,568.0,27386.0,3023,172,1215,121
031902,Staten Island,2013,829.0,35375.0,4489,615,1923,374
032000,Queens,2013,1717.1719068273674,72764.71209250779,4868,105,1085,83
032100,Brooklyn,2013,1151.0,39272.0,5986,514,2178,127
032300,Bronx,2013,1136.059790647135,76227.89442820683,4523,2678,2790,529
032300,Brooklyn,2013,1216.0,49335.0,3796,373,1500,105
032300,Staten Island,2013,969.0,43682.0,1135,273,512,26
032400,Bronx,2013,606.0,28139.0,2740,275,1280,57
032500,Brooklyn,2013,1082.0,31794.0,6314,353,2585,138
032600,Bronx,2013,1381.9626991367459,73040.11150698866,3563,1614,1125,81
032600,Brooklyn,2013,632.0,21468.0,6815,887,2546,280
032700,Brooklyn,2013,993.0,42134.0,2646,357,1333,74
032700,Queens,2013,1471.0,55750.0,3932,590,1252,73
032800,Bronx,2013,890.0,31644.0,4064,698,1460,107
032800,Brooklyn,2013,901.0,34563.0,2977,106,1119,81
032800,Queens,2013,1400.2464856119777,64511.6423423129,2463,197,771,58
032900,Brooklyn,2013,1169.0,43457.0,5677,1493,2330,232
032900,Queens,2013,1418.0,65843.0,4827,553,1240,46
033000,Bronx,2013,1028.0,39735.0,5807,1494,2157,124
033000,Brooklyn,2013,530.0,23266.0,3897,888,1773,148
033000,Queens,2013,1400.0,67604.0,6731,36,2086,212
033100,Brooklyn,2013,1046.0,37949.0,4145,2675,1589,166
033100,Queens,2013,1399.1416269141926,62316.33630227568,263,59,97,10
033201,Bronx,2013,1066.0,45686.0,3936,663,1964,152
033202,Bronx,2013,1156.0,39500.0,3695,572,1667,221
033300,Brooklyn,2013,1133.0,44459.0,4829,2985,1397,59
033400,Bronx,2013,1198.2794542401439,42528.549028857,1412,131,611,48
033401,Queens,2013,1409.0,71167.0,3375,22,1082,60
033403,Queens,2013,986.0,43579.0,4302,68,2081,98
033404,Queens,2013,986.0,43579.0,4082,64,1975,93
033405,Queens,2013,986.0,43579.0,4410,69,2133,101
033500,Bronx,2013,1288.2448595281999,85708.61043589274,2235,1548,774,15
033500,Brooklyn,2013,1327.0,61103.0,3212,1883,840,72
033600,Brooklyn,2013,1306.0,55862.0,4239,3106,1835,319
033601,Bronx,2013,892.0,31594.0,4469,199,1867,43
033602,Bronx,2013,892.0,31594.0,1969,88,822,19
033700,Bronx,2013,1666.827735406948,77444.40116501525,2484,1946,1075,116
033700,Queens,2013,1338.0,42065.0,3413,84,999,71
033701,Brooklyn,2013,1174.0,47888.0,1791,885,778,134
033702,Brooklyn,2013,1174.0,47888.0,1796,888,780,135
033801,Bronx,2013,1186.0,43059.0,2706,112,961,47
033802,Bronx,2013,1186.0,43059.0,1112,46,395,20
033900,Brooklyn,2013,930.0,35125.0,4176,640,2063,165
033900,Queens,2013,1162.0,50469.0,3740,408,1246,19
034000,Bronx,2013,1138.0,37864.0,3999,353,1762,177
034000,Brooklyn,2013,429.0,18750.0,2314,857,671,23
034100,Brooklyn,2013,1045.0,40069.0,2407,194,1123,66
034200,Bronx,2013,1302.0,42863.0,2063,426,656,27
034200,Brooklyn,2013,363.0,13934.0,5317,1512,2833,263
034300,Bronx,2013,1250.0,68993.0,1572,804,641,80
034300,Brooklyn,2013,630.0,25269.0,5153,256,2191,98
034400,Bronx,2013,1492.0,88313.0,2101,185,566,43
034500,Bronx,2013,1311.0,60568.0,3442,1594,1637,181
034500,Brooklyn,2013,1101.0,40194.0,2370,2,1173,258
034700,Brooklyn,2013,782.0,22358.0,3060,26,1586,74
034700,Queens,2013,1299.0,48944.0,3265,191,1105,95
034800,Bronx,2013,607.0,36294.0,6876,126,2165,150
034800,Brooklyn,2013,1295.2635324038597,35018.64516168334,2138,744,834,101
034901,Brooklyn,2013,999.0,31139.0,2425,131,925,61
034902,Brooklyn,2013,999.0,31139.0,3233,175,1233,82
035000,Bronx,2013,1303.0,61500.0,1831,82,694,56
035000,Brooklyn,2013,961.9666396911683,31709.883475290473,2882,2746,1504,46
035100,Bronx,2013,1245.212576644092,70699.14576720184,3048,1764,1142,176
035100,Queens,2013,1313.0,60339.0,4112,413,1554,165
035101,Brooklyn,2013,1076.0,25078.0,1955,236,772,52
035102,Brooklyn,2013,1076.0,25078.0,2604,315,1028,69
035200,Brooklyn,2013,281.03714822438303,10206.233210126962,1080,600,507,23
035200,Queens,2013,1538.1081365404157,70741.12397655223,2843,53,784,0
035300,Queens,2013,1363.0,51875.0,2118,94,837,190
035301,Brooklyn,2013,1043.0,38750.0,2141,397,907,91
035302,Brooklyn,2013,1043.0,38750.0,2853,530,1209,122
035400,Brooklyn,2013,850.1089172458974,47765.221717891625,5210,5111,2768,92
035500,Brooklyn,2013,1126.0,32917.0,4791,664,2057,99
035600,Bronx,2013,1592.4874322098526,83619.80774096276,2653,132,797,60
035601,Brooklyn,2013,910.9969021085021,38291.788013908044,2663,2596,1539,105
035602,Brooklyn,2013,858.0,39953.0,4550,4433,2827,303
035700,Queens,2013,1284.0753437347805,45357.10761092552,4653,649,1461,123
035701,Brooklyn,2013,1036.0,14656.0,902,5,371,6
035702,Brooklyn,2013,1036.0,14656.0,1425,8,586,10
035800,Bronx,2013,1294.0,61407.0,7983,50,2477,44
035800,Queens,2013,1399.8870198281604,67595.74198715336,4395,9,1382,111
035900,Bronx,2013,993.4657007845416,20721.947352768744,1929,56,717,44
035900,Brooklyn,2013,1052.9371141374331,25626.268456898593,5153,21,2239,176
036000,Bronx,2013,1305.0,83816.0,3218,482,996,98
036001,Brooklyn,2013,930.7569393584034,26261.738685391952,2871,2728,1712,127
036002,Brooklyn,2013,960.0,14507.0,3320,3089,2079,97
036100,Bronx,2013,516.0,16041.0,5984,16,2204,137
036100,Brooklyn,2013,889.3829500476248,22758.46355986204,2365,9,1136,120
036100,Queens,2013,1404.0,42750.0,3020,70,801,36
036200,Brooklyn,2013,1011.0,26922.0,3647,1129,1521,216
036300,Bronx,2013,965.0,21350.0,7786,31,2583,114
036300,Brooklyn,2013,1211.0,32958.0,4007,48,1837,356
036300,Queens,2013,1323.0,59453.0,2342,14,718,61
036400,Bronx,2013,1221.5924053807903,45941.53129722307,2222,8,910,71
036400,Brooklyn,2013,1121.0,35152.0,2279,1182,983,122
036500,Queens,2013,1126.0,55875.0,4005,47,1021,78
036501,Bronx,2013,894.03025832757,21867.4876996948,3815,38,1384,61
036501,Brooklyn,2013,914.0,39420.0,2569,133,1220,104
036502,Bronx,2013,943.0,16974.0,2124,28,770,82
036502,Brooklyn,2013,1128.9984748208533,50535.30630969212,1198,21,486,75
036600,Brooklyn,2013,1087.1947861164024,39731.10253460162,3964,1788,1412,167
036600,Queens,2013,1417.2407136331153,72086.67760071113,2891,1,1023,94
036700,Bronx,2013,1000.0,21017.0,2467,54,701,65
036700,Brooklyn,2013,1011.0,44327.0,1150,28,538,50
036700,Queens,2013,1660.0,63173.0,2710,88,892,109
036800,Bronx,2013,1449.0,62171.0,2154,24,663,22
036800,Queens,2013,1027.4112114652135,70913.25883460036,2454,39,832,41
036900,Brooklyn,2013,971.0,28074.0,4738,241,2027,310
036901,Bronx,2013,960.9582821681462,13601.833681759224,2252,11,812,51
036902,Bronx,2013,805.0,30850.0,2300,10,805,86
037000,Bronx,2013,1382.0,63789.0,2438,93,859,80
037000,Brooklyn,2013,1244.0,63159.0,4069,2566,1716,149
037100,Bronx,2013,849.0,19467.0,3548,44,1795,162
037100,Brooklyn,2013,1128.0,49044.0,4296,36,1729,145
