borough,geoid,year,major_alterations,minor_alterations,new_buildings,total_permits
Brooklyn,024200,2020,2,6,0,8
Brooklyn,024200,2021,0,3,0,3
Brooklyn,024200,2022,0,2,0,2
Brooklyn,024200,2023,0,2,0,2
Brooklyn,024300,2009,1,11,4,16
Brooklyn,024300,2010,4,30,2,36
Brooklyn,024300,2011,0,24,0,24
Brooklyn,024300,2012,2,6,3,11
Brooklyn,024300,2013,0,13,4,17
Brooklyn,024300,2014,4,23,0,27
Brooklyn,024300,2015,9,37,11,57
Brooklyn,024300,2016,7,37,6,50
Brooklyn,024300,2017,3,34,4,41
Brooklyn,024300,2018,6,20,1,27
Brooklyn,024300,2019,0,12,0,12
Brooklyn,024300,2020,4,14,1,19
Brooklyn,024300,2021,1,6,0,7
Brooklyn,024300,2022,0,3,0,3
Brooklyn,024300,2023,0,2,0,2
Brooklyn,024400,2009,6,2,0,8
Brooklyn,024400,2010,1,8,0,9
Brooklyn,024400,2011,0,3,0,3
Brooklyn,024400,2012,3,2,0,5
Brooklyn,024400,2013,1,9,0,10
Brooklyn,024400,2014,1,17,0,18
Brooklyn,024400,2015,4,9,2,15
Brooklyn,024400,2016,1,6,0,7
Brooklyn,024400,2017,4,6,0,10
Brooklyn,024400,2018,3,11,14,28
Brooklyn,024400,2019,2,5,0,7
Brooklyn,024400,2020,1,6,0,7
Brooklyn,024400,2021,0,6,0,6
Brooklyn,024400,2022,1,2,0,3
Brooklyn,024400,2023,0,3,0,3
Brooklyn,024500,2009,0,6,0,6
Brooklyn,024500,2010,2,14,0,16
Brooklyn,024500,2011,1,15,2,18
Brooklyn,024500,2012,3,16,2,21
Brooklyn,024500,2013,7,26,1,34
Brooklyn,024500,2014,3,28,1,32
Brooklyn,024500,2015,4,25,2,31
Brooklyn,024500,2016,4,42,1,47
Brooklyn,024500,2017,1,20,1,22
Brooklyn,024500,2018,4,25,4,33
Brooklyn,024500,2019,5,11,3,19
Brooklyn,024500,2020,2,27,2,31
Brooklyn,024500,2021,0,3,0,3
Brooklyn,024500,2022,0,4,0,4
Brooklyn,024500,2023,0,5,0,5
Brooklyn,024600,2009,2,18,0,20
Brooklyn,024600,2010,4,2,0,6
Brooklyn,024600,2011,2,3,0,5
Brooklyn,024600,2012,0,12,0,12
Brooklyn,024600,2013,0,5,0,5
Brooklyn,024600,2014,3,4,0,7
Brooklyn,024600,2015,7,4,0,11
Brooklyn,024600,2016,1,7,0,8
Brooklyn,024600,2017,2,12,0,14
Brooklyn,024600,2018,2,15,0,17
Brooklyn,024600,2019,3,7,2,12
Brooklyn,024600,2020,2,14,2,18
Brooklyn,024600,2021,0,1,0,1
Brooklyn,024600,2022,0,1,0,1
Brooklyn,024700,2009,0,8,0,8
Brooklyn,024700,2010,1,11,0,12
Brooklyn,024700,2011,1,10,3,14
Brooklyn,024700,2012,5,20,1,26
Brooklyn,024700,2013,6,19,5,30
Brooklyn,024700,2014,1,26,0,27
Brooklyn,024700,2015,2,41,0,43
Brooklyn,024700,2016,0,14,3,17
Brooklyn,024700,2017,2,18,3,23
Brooklyn,024700,2018,2,28,9,39
Brooklyn,024700,2019,1,7,2,10
Brooklyn,024700,2020,0,10,0,10
Brooklyn,024700,2021,0,3,0,3
Brooklyn,024700,2022,0,1,0,1
Brooklyn,024800,2009,0,8,0,8
Brooklyn,024800,2010,4,16,0,20
Brooklyn,024800,2011,0,6,0,6
Brooklyn,024800,2012,2,3,0,5
Brooklyn,024800,2013,4,7,0,11
Brooklyn,024800,2014,6,7,0,13
Brooklyn,024800,2015,1,21,1,23
Brooklyn,024800,2016,2,7,1,10
Brooklyn,024800,2017,5,7,0,12
Brooklyn,024800,2018,0,7,0,7
Brooklyn,024800,2019,2,6,0,8
Brooklyn,024800,2020,0,7,0,7
Brooklyn,024800,2023,0,2,0,2
Brooklyn,024900,2009,2,36,0,38
Brooklyn,024900,2010,0,19,1,20
Brooklyn,024900,2011,2,9,1,12
Brooklyn,024900,2012,4,14,0,18
Brooklyn,024900,2013,5,16,0,21
Brooklyn,024900,2014,0,23,0,23
Brooklyn,024900,2015,4,25,0,29
Brooklyn,024900,2016,2,31,0,33
Brooklyn,024900,2017,5,16,0,21
Brooklyn,024900,2018,0,46,2,48
Brooklyn,024900,2019,5,21,0,26
Brooklyn,024900,2020,3,4,0,7
Brooklyn,024900,2021,1,5,0,6
Brooklyn,024900,2022,0,3,0,3
Brooklyn,025000,2009,1,3,0,4
Brooklyn,025000,2010,2,5,2,9
Brooklyn,025000,2011,3,7,0,10
Brooklyn,025000,2012,1,2,0,3
Brooklyn,025000,2013,0,5,0,5
Brooklyn,025000,2014,0,8,0,8
Brooklyn,025000,2015,1,3,1,5
Brooklyn,025000,2016,3,3,1,7
Brooklyn,025000,2017,0,4,0,4
Brooklyn,025000,2018,0,4,0,4
Brooklyn,025000,2019,1,4,0,5
Brooklyn,025000,2020,2,1,0,3
Brooklyn,025000,2023,0,2,0,2
Brooklyn,025100,2009,0,2,0,2
Brooklyn,025100,2010,0,2,0,2
Brooklyn,025100,2011,1,10,11,22
Brooklyn,025100,2012,2,7,0,9
Brooklyn,025100,2013,1,17,2,20
Brooklyn,025100,2014,5,27,4,36
Brooklyn,025100,2015,1,17,4,22
Brooklyn,025100,2016,3,30,2,35
Brooklyn,025100,2017,3,28,0,31
Brooklyn,025100,2018,2,15,0,17
Brooklyn,025100,2019,0,41,2,43
Brooklyn,025100,2020,70,43,0,113
Brooklyn,025100,2021,2,4,0,6
Brooklyn,025100,2022,0,2,0,2
Brooklyn,025100,2023,0,2,0,2
Brooklyn,025200,2009,2,10,0,12
Brooklyn,025200,2010,0,19,0,19
Brooklyn,025200,2011,0,5,2,7
Brooklyn,025200,2012,0,6,0,6
Brooklyn,025200,2013,1,13,0,14
Brooklyn,025200,2014,0,7,0,7
Brooklyn,025200,2015,0,15,0,15
Brooklyn,025200,2016,1,5,0,6
Brooklyn,025200,2017,0,18,0,18
Brooklyn,025200,2018,1,11,0,12
Brooklyn,025200,2019,1,11,0,12
Brooklyn,025200,2020,0,2,0,2
Brooklyn,025200,2021,0,2,2,4
Brooklyn,025200,2022,0,1,0,1
Brooklyn,025300,2009,3,10,0,13
Brooklyn,025300,2010,0,3,5,8
Brooklyn,025300,2011,0,8,0,8
Brooklyn,025300,2012,0,11,0,11
Brooklyn,025300,2013,3,14,5,22
Brooklyn,025300,2014,3,23,13,39
Brooklyn,025300,2015,2,16,6,24
Brooklyn,025300,2016,3,39,0,42
Brooklyn,025300,2017,2,12,0,14
Brooklyn,025300,2018,0,6,0,6
Brooklyn,025300,2019,1,5,0,6
Brooklyn,025300,2020,1,14,4,19
Brooklyn,025300,2021,0,5,3,8
Brooklyn,025300,2022,0,3,0,3
Brooklyn,025400,2009,5,7,0,12
Brooklyn,025400,2010,2,10,0,12
Brooklyn,025400,2011,0,2,0,2
Brooklyn,025400,2012,3,8,0,11
Brooklyn,025400,2013,0,8,0,8
Brooklyn,025400,2014,0,12,0,12
Brooklyn,025400,2015,0,12,0,12
Brooklyn,025400,2016,1,12,0,13
Brooklyn,025400,2017,3,7,0,10
Brooklyn,025400,2018,7,17,0,24
Brooklyn,025400,2019,2,8,3,13
Brooklyn,025400,2020,2,7,0,9
Brooklyn,025500,2014,0,16,0,16
Brooklyn,025500,2016,0,2,0,2
Brooklyn,025500,2017,0,8,0,8
Brooklyn,025500,2018,3,9,0,12
Brooklyn,025500,2019,0,6,0,6
Brooklyn,025500,2021,0,4,0,4
Brooklyn,025600,2009,2,8,0,10
Brooklyn,025600,2010,1,14,0,15
Brooklyn,025600,2011,2,9,0,11
Brooklyn,025600,2012,1,4,1,6
Brooklyn,025600,2013,0,13,0,13
Brooklyn,025600,2014,1,11,0,12
Brooklyn,025600,2015,1,8,0,9
Brooklyn,025600,2016,0,11,0,11
Brooklyn,025600,2017,0,10,3,13
Brooklyn,025600,2018,0,14,0,14
Brooklyn,025600,2019,3,10,0,13
Brooklyn,025600,2020,1,0,0,1
Brooklyn,025600,2021,0,7,0,7
Brooklyn,025700,2009,0,6,0,6
Brooklyn,025700,2010,0,18,3,21
Brooklyn,025700,2011,0,6,0,6
Brooklyn,025700,2012,1,3,4,8
Brooklyn,025700,2013,6,20,0,26
Brooklyn,025700,2014,1,21,4,26
Brooklyn,025700,2015,0,36,7,43
Brooklyn,025700,2016,2,28,4,34
Brooklyn,025700,2017,2,35,0,37
Brooklyn,025700,2018,3,34,2,39
Brooklyn,025700,2019,1,30,2,33
Brooklyn,025700,2020,0,12,6,18
Brooklyn,025700,2022,0,5,0,5
Brooklyn,025800,2009,1,9,0,10
Brooklyn,025800,2010,0,10,0,10
Brooklyn,025800,2011,1,5,0,6
Brooklyn,025800,2012,0,4,0,4
Brooklyn,025800,2013,2,14,0,16
Brooklyn,025800,2014,1,6,0,7
Brooklyn,025800,2015,0,11,0,11
Brooklyn,025800,2016,2,13,0,15
Brooklyn,025800,2017,0,6,2,8
Brooklyn,025800,2018,1,9,0,10
Brooklyn,025800,2019,0,7,0,7
Brooklyn,025800,2020,0,2,0,2
Brooklyn,025800,2021,0,9,0,9
Brooklyn,025800,2022,0,1,0,1
Brooklyn,025800,2023,0,2,0,2
Brooklyn,025901,2009,2,7,0,9
Brooklyn,025901,2010,0,2,0,2
Brooklyn,025901,2011,0,4,2,6
Brooklyn,025901,2012,2,12,0,14
Brooklyn,025901,2013,0,13,0,13
Brooklyn,025901,2014,5,12,5,22
Brooklyn,025901,2015,1,21,16,38
Brooklyn,025901,2016,0,3,4,7
Brooklyn,025901,2017,7,12,1,20
Brooklyn,025901,2018,0,10,0,10
Brooklyn,025901,2019,0,7,0,7
Brooklyn,025901,2020,1,2,0,3
Brooklyn,025901,2021,0,5,2,7
Brooklyn,025901,2023,0,1,0,1
Brooklyn,025902,2009,0,1,0,1
Brooklyn,025902,2012,0,1,0,1
Brooklyn,025902,2014,0,12,0,12
Brooklyn,025902,2015,0,3,0,3
Brooklyn,026000,2009,0,8,0,8
Brooklyn,026000,2010,0,13,0,13
Brooklyn,026000,2011,0,4,0,4
Brooklyn,026000,2012,0,17,0,17
Brooklyn,026000,2013,2,8,0,10
Brooklyn,026000,2014,2,9,0,11
Brooklyn,026000,2015,2,5,0,7
Brooklyn,026000,2016,1,8,0,9
Brooklyn,026000,2017,1,5,0,6
Brooklyn,026000,2018,2,6,0,8
Brooklyn,026000,2019,1,10,2,13
Brooklyn,026000,2020,1,2,0,3
Brooklyn,026000,2021,0,5,0,5
Brooklyn,026100,2009,4,14,1,19
Brooklyn,026100,2010,0,14,1,15
Brooklyn,026100,2011,4,18,1,23
Brooklyn,026100,2012,0,11,5,16
Brooklyn,026100,2013,2,23,7,32
Brooklyn,026100,2014,8,27,7,42
Brooklyn,026100,2015,7,42,16,65
Brooklyn,026100,2016,3,47,2,52
Brooklyn,026100,2017,1,30,6,37
Brooklyn,026100,2018,3,24,2,29
Brooklyn,026100,2019,6,10,0,16
Brooklyn,026100,2020,1,12,6,19
Brooklyn,026100,2021,0,3,0,3
Brooklyn,026100,2022,0,6,0,6
Brooklyn,026100,2023,0,1,0,1
Brooklyn,026200,2009,0,2,0,2
Brooklyn,026200,2010,1,7,1,9
Brooklyn,026200,2011,0,7,0,7
Brooklyn,026200,2012,0,5,2,7
Brooklyn,026200,2013,3,3,0,6
Brooklyn,026200,2014,1,9,0,10
Brooklyn,026200,2015,1,10,2,13
Brooklyn,026200,2016,0,4,0,4
Brooklyn,026200,2017,0,3,0,3
Brooklyn,026200,2018,2,11,0,13
Brooklyn,026200,2019,1,5,0,6
Brooklyn,026200,2020,0,2,0,2
Brooklyn,026200,2021,0,1,0,1
Brooklyn,026200,2023,0,1,0,1
Brooklyn,026300,2009,0,9,0,9
Brooklyn,026300,2010,2,1,1,4
Brooklyn,026300,2011,2,7,0,9
Brooklyn,026300,2012,0,3,1,4
Brooklyn,026300,2013,0,10,3,13
Brooklyn,026300,2014,1,23,9,33
Brooklyn,026300,2015,1,10,9,20
Brooklyn,026300,2016,1,18,1,20
Brooklyn,026300,2017,1,12,1,14
Brooklyn,026300,2018,8,7,0,15
Brooklyn,026300,2019,0,5,0,5
Brooklyn,026300,2020,0,11,0,11
Brooklyn,026300,2021,0,7,0,7
Brooklyn,026300,2023,0,1,0,1
Brooklyn,026400,2009,0,19,0,19
Brooklyn,026400,2010,0,14,0,14
Brooklyn,026400,2011,0,14,0,14
Brooklyn,026400,2012,1,6,0,7
Brooklyn,026400,2013,1,9,0,10
Brooklyn,026400,2014,0,9,0,9
Brooklyn,026400,2015,0,14,1,15
Brooklyn,026400,2016,1,33,3,37
Brooklyn,026400,2017,0,7,2,9
Brooklyn,026400,2018,0,14,1,15
Brooklyn,026400,2019,1,7,0,8
Brooklyn,026400,2020,0,8,0,8
Brooklyn,026400,2021,0,2,0,2
Brooklyn,026400,2023,0,1,0,1
Brooklyn,026500,2009,0,7,0,7
Brooklyn,026500,2010,1,2,0,3
Brooklyn,026500,2011,0,7,0,7
Brooklyn,026500,2012,3,7,1,11
Brooklyn,026500,2013,1,12,8,21
Brooklyn,026500,2014,5,21,5,31
Brooklyn,026500,2015,2,23,1,26
Brooklyn,026500,2016,4,29,0,33
Brooklyn,026500,2017,6,34,0,40
Brooklyn,026500,2018,2,13,0,15
Brooklyn,026500,2019,2,10,1,13
Brooklyn,026500,2020,4,17,1,22
Brooklyn,026500,2021,0,12,0,12
Brooklyn,026500,2022,0,3,0,3
Brooklyn,026500,2023,0,2,0,2
Brooklyn,026600,2009,1,10,0,11
Brooklyn,026600,2010,0,2,0,2
Brooklyn,026600,2011,0,6,0,6
Brooklyn,026600,2012,0,4,0,4
Brooklyn,026600,2013,0,4,0,4
Brooklyn,026600,2014,2,5,0,7
Brooklyn,026600,2015,0,6,0,6
Brooklyn,026600,2016,0,15,2,17
Brooklyn,026600,2017,0,5,0,5
Brooklyn,026600,2018,0,8,0,8
Brooklyn,026600,2019,0,2,0,2
Brooklyn,026600,2020,0,2,0,2
Brooklyn,026600,2021,0,4,0,4
Brooklyn,026600,2023,0,1,0,1
Brooklyn,026700,2009,1,8,0,9
Brooklyn,026700,2010,2,7,0,9
Brooklyn,026700,2011,0,3,0,3
Brooklyn,026700,2012,2,18,0,20
Brooklyn,026700,2013,3,15,2,20
Brooklyn,026700,2014,8,32,2,42
Brooklyn,026700,2015,3,25,7,35
Brooklyn,026700,2016,6,23,0,29
Brooklyn,026700,2017,1,25,0,26
Brooklyn,026700,2018,10,23,8,41
Brooklyn,026700,2019,8,13,10,31
Brooklyn,026700,2020,6,14,0,20
Brooklyn,026700,2021,1,2,0,3
Brooklyn,026700,2022,1,2,0,3
Brooklyn,026700,2023,0,3,0,3
Brooklyn,026800,2009,0,5,0,5
Brooklyn,026800,2010,0,5,0,5
Brooklyn,026800,2011,0,13,0,13
Brooklyn,026800,2012,0,11,0,11
Brooklyn,026800,2013,0,5,0,5
Brooklyn,026800,2014,0,8,1,9
Brooklyn,026800,2015,0,9,2,11
Brooklyn,026800,2016,0,5,0,5
Brooklyn,026800,2017,0,4,2,6
Brooklyn,026800,2018,0,4,0,4
Brooklyn,026800,2019,0,2,0,2
Brooklyn,026800,2020,1,3,0,4
Brooklyn,026800,2023,0,1,0,1
Brooklyn,026900,2009,0,5,0,5
Brooklyn,026900,2010,1,10,0,11
Brooklyn,026900,2011,2,16,0,18
Brooklyn,026900,2012,0,11,7,18
Brooklyn,026900,2013,6,9,0,15
Brooklyn,026900,2014,3,13,0,16
Brooklyn,026900,2015,3,15,0,18
Brooklyn,026900,2016,4,12,4,20
Brooklyn,026900,2017,4,25,2,31
Brooklyn,026900,2018,7,27,6,40
Brooklyn,026900,2019,3,12,0,15
Brooklyn,026900,2020,4,7,0,11
Brooklyn,026900,2021,0,5,0,5
Brooklyn,026900,2022,0,7,0,7
Brooklyn,027000,2009,0,6,0,6
Brooklyn,027000,2010,0,4,6,10
Brooklyn,027000,2011,2,2,0,4
Brooklyn,027000,2012,0,6,0,6
Brooklyn,027000,2013,0,5,2,7
Brooklyn,027000,2014,3,9,0,12
Brooklyn,027000,2015,1,2,0,3
Brooklyn,027000,2016,3,2,0,5
Brooklyn,027000,2017,0,4,0,4
Brooklyn,027000,2018,2,4,0,6
Brooklyn,027000,2020,0,2,0,2
Brooklyn,027000,2021,1,0,0,1
Brooklyn,027000,2022,0,2,0,2
Brooklyn,027100,2009,0,11,1,12
Brooklyn,027100,2010,1,16,0,17
Brooklyn,027100,2011,0,11,0,11
Brooklyn,027100,2012,0,4,0,4
Brooklyn,027100,2013,0,16,5,21
Brooklyn,027100,2014,4,19,6,29
Brooklyn,027100,2015,9,39,14,62
Brooklyn,027100,2016,0,14,0,14
Brooklyn,027100,2017,2,23,5,30
Brooklyn,027100,2018,0,23,0,23
Brooklyn,027100,2019,0,5,0,5
Brooklyn,027100,2020,2,9,9,20
Brooklyn,027100,2021,0,4,0,4
Brooklyn,027100,2022,0,4,0,4
Brooklyn,027100,2023,0,1,0,1
Brooklyn,027200,2009,0,9,0,9
Brooklyn,027200,2010,0,4,0,4
Brooklyn,027200,2011,0,3,0,3
Brooklyn,027200,2012,0,10,0,10
Brooklyn,027200,2013,0,1,0,1
Brooklyn,027200,2014,0,10,0,10
Brooklyn,027200,2015,1,7,0,8
Brooklyn,027200,2016,1,10,1,12
Brooklyn,027200,2017,0,7,1,8
Brooklyn,027200,2018,0,3,0,3
Brooklyn,027200,2019,0,1,0,1
Brooklyn,027200,2020,0,2,0,2
Brooklyn,027200,2023,0,1,0,1
Brooklyn,027300,2009,0,4,0,4
Brooklyn,027300,2010,1,1,0,2
Brooklyn,027300,2011,2,5,6,13
Brooklyn,027300,2012,0,3,0,3
Brooklyn,027300,2013,0,16,0,16
Brooklyn,027300,2014,3,16,0,19
Brooklyn,027300,2015,1,15,1,17
Brooklyn,027300,2016,6,23,1,30
Brooklyn,027300,2017,9,29,0,38
Brooklyn,027300,2018,5,12,0,17
Brooklyn,027300,2019,0,16,5,21
Brooklyn,027300,2020,6,13,0,19
Brooklyn,027300,2021,0,7,0,7
Brooklyn,027300,2022,0,2,0,2
Brooklyn,027300,2023,0,3,0,3
Brooklyn,027400,2009,0,13,0,13
Brooklyn,027400,2010,0,6,0,6
Brooklyn,027400,2011,1,2,0,3
Brooklyn,027400,2012,0,4,0,4
Brooklyn,027400,2013,0,2,0,2
Brooklyn,027400,2014,0,13,0,13
Brooklyn,027400,2015,2,9,0,11
Brooklyn,027400,2016,3,5,0,8
Brooklyn,027400,2017,0,3,0,3
Brooklyn,027400,2018,4,10,0,14
Brooklyn,027400,2019,1,2,0,3
Brooklyn,027400,2020,0,4,0,4
Brooklyn,027400,2021,0,1,0,1
Brooklyn,027500,2009,2,12,0,14
Brooklyn,027500,2010,1,17,1,19
Brooklyn,027500,2011,0,13,0,13
Brooklyn,027500,2012,0,14,0,14
Brooklyn,027500,2013,4,23,3,30
Brooklyn,027500,2014,7,34,0,41
Brooklyn,027500,2015,8,36,0,44
Brooklyn,027500,2016,4,16,0,20
Brooklyn,027500,2017,0,22,1,23
