borough,geoid,year,major_alterations,minor_alterations,new_buildings,total_permits
Queens,035700,2015,1,16,4,21
Queens,035700,2016,3,34,2,39
Queens,035700,2017,2,17,3,22
Queens,035700,2018,6,14,0,20
Queens,035700,2019,11,2,0,13
Queens,035700,2020,3,8,2,13
Queens,035700,2021,0,9,0,9
Queens,035700,2022,0,13,0,13
Queens,035700,2023,0,7,0,7
Queens,035800,2009,1,2,5,8
Queens,035800,2010,1,2,0,3
Queens,035800,2011,4,5,0,9
Queens,035800,2012,0,2,0,2
Queens,035800,2013,1,10,4,15
Queens,035800,2014,6,12,0,18
Queens,035800,2015,1,8,0,9
Queens,035800,2016,6,13,1,20
Queens,035800,2017,3,27,0,30
Queens,035800,2018,2,21,1,24
Queens,035800,2019,2,7,4,13
Queens,035800,2020,3,14,1,18
Queens,035800,2021,0,13,1,14
Queens,035800,2022,0,18,0,18
Queens,035800,2023,1,5,0,6
Queens,036100,2009,0,4,0,4
Queens,036100,2010,0,10,0,10
Queens,036100,2011,1,7,4,12
Queens,036100,2012,0,9,3,12
Queens,036100,2013,0,2,0,2
Queens,036100,2014,0,3,0,3
Queens,036100,2015,0,3,0,3
Queens,036100,2016,0,3,1,4
Queens,036100,2017,0,11,1,12
Queens,036100,2018,0,10,2,12
Queens,036100,2019,0,5,0,5
Queens,036100,2020,0,5,0,5
Queens,036100,2021,0,7,0,7
Queens,036100,2022,0,5,0,5
Queens,036100,2023,0,1,0,1
Queens,036300,2009,0,3,0,3
Queens,036300,2010,0,4,0,4
Queens,036300,2011,0,4,3,7
Queens,036300,2012,2,1,0,3
Queens,036300,2013,0,5,2,7
Queens,036300,2014,0,1,0,1
Queens,036300,2015,3,6,0,9
Queens,036300,2016,1,8,3,12
Queens,036300,2017,1,13,0,14
Queens,036300,2018,0,5,0,5
Queens,036300,2019,0,1,0,1
Queens,036300,2020,0,8,0,8
Queens,036300,2021,0,6,0,6
Queens,036500,2009,0,5,1,6
Queens,036500,2010,0,9,0,9
Queens,036500,2011,0,4,0,4
Queens,036500,2012,0,9,1,10
Queens,036500,2013,0,16,3,19
Queens,036500,2014,0,4,0,4
Queens,036500,2015,0,7,7,14
Queens,036500,2016,3,16,1,20
Queens,036500,2017,1,15,4,20
Queens,036500,2018,1,3,1,5
Queens,036500,2020,0,5,0,5
Queens,036500,2021,1,8,0,9
Queens,036500,2022,0,3,0,3
Queens,036500,2023,0,1,0,1
Queens,036600,2009,1,0,0,1
Queens,036600,2010,8,15,0,23
Queens,036600,2011,1,12,0,13
Queens,036600,2012,0,4,3,7
Queens,036600,2013,2,6,0,8
Queens,036600,2014,4,3,0,7
Queens,036600,2015,0,9,0,9
Queens,036600,2016,0,14,0,14
Queens,036600,2017,0,11,0,11
Queens,036600,2018,0,14,1,15
Queens,036600,2019,2,14,7,23
Queens,036600,2020,0,14,0,14
Queens,036600,2021,0,18,0,18
Queens,036600,2022,0,8,0,8
Queens,036600,2023,0,10,0,10
Queens,036700,2009,0,3,0,3
Queens,036700,2010,0,4,0,4
Queens,036700,2011,1,1,2,4
Queens,036700,2012,0,1,0,1
Queens,036700,2013,0,6,5,11
Queens,036700,2014,0,2,0,2
Queens,036700,2015,3,2,0,5
Queens,036700,2016,4,4,0,8
Queens,036700,2017,3,8,0,11
Queens,036700,2018,0,4,0,4
Queens,036700,2019,0,4,0,4
Queens,036700,2020,4,8,0,12
Queens,036700,2021,0,6,0,6
Queens,036700,2022,0,7,0,7
Queens,036700,2023,0,1,0,1
Queens,036800,2011,0,3,2,5
Queens,036800,2012,0,4,0,4
Queens,036800,2015,0,2,0,2
Queens,036800,2016,0,8,0,8
Queens,036800,2017,1,5,0,6
Queens,036800,2018,0,2,0,2
Queens,036800,2019,0,6,0,6
Queens,036800,2020,0,11,0,11
Queens,036800,2021,0,12,0,12
Queens,036800,2022,0,7,0,7
Queens,036800,2023,0,5,0,5
Queens,037100,2009,0,0,2,2
Queens,037100,2010,1,0,0,1
Queens,037100,2011,0,3,0,3
Queens,037100,2012,0,7,1,8
Queens,037100,2013,0,5,0,5
Queens,037100,2014,1,0,0,1
Queens,037100,2015,0,1,0,1
Queens,037100,2016,3,0,0,3
Queens,037100,2017,0,6,4,10
Queens,037100,2018,2,4,0,6
Queens,037100,2019,0,4,0,4
Queens,037100,2021,0,5,0,5
Queens,037100,2022,0,4,0,4
Queens,037100,2023,0,1,0,1
Queens,037300,2009,1,5,0,6
Queens,037300,2010,5,5,2,12
Queens,037300,2011,0,4,4,8
Queens,037300,2012,2,6,0,8
Queens,037300,2013,0,6,2,8
Queens,037300,2014,0,10,3,13
Queens,037300,2015,2,11,5,18
Queens,037300,2016,0,13,9,22
Queens,037300,2017,1,11,21,33
Queens,037300,2018,0,13,15,28
Queens,037300,2019,0,9,0,9
Queens,037300,2020,2,3,6,11
Queens,037300,2021,0,4,0,4
Queens,037300,2022,1,0,0,1
Queens,037300,2023,0,2,0,2
Queens,037501,2009,0,2,0,2
Queens,037501,2011,1,2,2,5
Queens,037501,2012,0,4,0,4
Queens,037501,2013,2,14,10,26
Queens,037501,2014,0,4,0,4
Queens,037501,2015,0,16,0,16
Queens,037501,2016,0,6,0,6
Queens,037501,2018,1,1,0,2
Queens,037501,2019,0,2,0,2
Queens,037501,2020,0,2,0,2
Queens,037502,2009,0,11,1,12
Queens,037502,2010,0,10,0,10
Queens,037502,2011,0,8,4,12
Queens,037502,2012,1,7,2,10
Queens,037502,2013,2,10,0,12
Queens,037502,2014,1,12,3,16
Queens,037502,2015,0,8,1,9
Queens,037502,2016,0,22,0,22
Queens,037502,2017,0,8,0,8
Queens,037502,2018,0,9,0,9
Queens,037502,2019,0,1,0,1
Queens,037502,2020,0,5,0,5
Queens,037502,2021,0,1,0,1
Queens,037502,2022,0,1,0,1
Queens,037502,2023,0,1,0,1
Queens,037600,2009,4,3,1,8
Queens,037600,2010,4,9,0,13
Queens,037600,2011,0,4,1,5
Queens,037600,2012,0,10,0,10
Queens,037600,2013,0,5,1,6
Queens,037600,2014,0,2,0,2
Queens,037600,2015,1,6,2,9
Queens,037600,2016,2,10,2,14
Queens,037600,2017,2,17,1,20
Queens,037600,2018,1,17,0,18
Queens,037600,2019,3,12,3,18
Queens,037600,2020,1,24,2,27
Queens,037600,2021,0,42,0,42
Queens,037600,2022,0,23,0,23
Queens,037600,2023,0,14,0,14
Queens,037700,2009,0,3,0,3
Queens,037700,2010,1,1,0,2
Queens,037700,2011,0,3,1,4
Queens,037700,2012,1,11,0,12
Queens,037700,2013,0,10,2,12
Queens,037700,2014,2,20,0,22
Queens,037700,2015,2,13,0,15
Queens,037700,2016,1,6,1,8
Queens,037700,2017,3,12,0,15
Queens,037700,2018,0,7,0,7
Queens,037700,2019,1,8,0,9
Queens,037700,2020,0,6,0,6
Queens,037700,2022,0,3,0,3
Queens,037700,2023,0,2,0,2
Queens,037900,2009,0,9,6,15
Queens,037900,2010,5,12,0,17
Queens,037900,2011,1,6,0,7
Queens,037900,2012,5,2,0,7
Queens,037900,2013,0,8,0,8
Queens,037900,2014,1,3,1,5
Queens,037900,2015,1,22,8,31
Queens,037900,2016,3,11,2,16
Queens,037900,2017,4,12,2,18
Queens,037900,2018,1,15,2,18
Queens,037900,2019,2,11,0,13
Queens,037900,2020,0,7,1,8
Queens,037900,2021,0,2,0,2
Queens,038100,2009,3,13,0,16
Queens,038100,2010,2,10,0,12
Queens,038100,2011,0,3,0,3
Queens,038100,2012,0,11,2,13
Queens,038100,2013,2,12,0,14
Queens,038100,2014,1,12,2,15
Queens,038100,2015,9,23,2,34
Queens,038100,2016,1,12,2,15
Queens,038100,2017,0,18,12,30
Queens,038100,2018,0,5,0,5
Queens,038100,2019,1,8,0,9
Queens,038100,2020,0,8,0,8
Queens,038100,2021,0,16,0,16
Queens,038100,2022,0,2,0,2
Queens,038100,2023,0,1,0,1
Queens,038301,2010,0,2,0,2
Queens,038301,2011,0,4,0,4
Queens,038301,2012,0,9,5,14
Queens,038301,2013,0,3,0,3
Queens,038301,2014,0,1,0,1
Queens,038301,2015,0,8,0,8
Queens,038301,2016,0,18,0,18
Queens,038301,2017,0,1,0,1
Queens,038301,2020,0,4,0,4
Queens,038301,2023,0,1,0,1
Queens,038302,2009,1,16,2,19
Queens,038302,2010,2,33,0,35
Queens,038302,2011,0,19,0,19
Queens,038302,2012,1,19,0,20
Queens,038302,2013,0,20,11,31
Queens,038302,2014,11,18,16,45
Queens,038302,2015,0,40,5,45
Queens,038302,2016,2,29,5,36
Queens,038302,2017,3,24,6,33
Queens,038302,2018,0,35,5,40
Queens,038302,2019,0,7,0,7
Queens,038302,2020,0,11,0,11
Queens,038302,2022,0,1,0,1
Queens,038302,2023,1,0,0,1
Queens,038400,2011,1,5,0,6
Queens,038400,2013,0,3,0,3
Queens,038400,2014,0,1,0,1
Queens,038400,2015,0,5,1,6
Queens,038400,2016,1,9,0,10
Queens,038400,2017,0,10,0,10
Queens,038400,2018,4,12,4,20
Queens,038400,2019,0,8,0,8
Queens,038400,2020,0,16,0,16
Queens,038400,2021,0,8,0,8
Queens,038400,2022,0,12,0,12
Queens,038400,2023,0,7,0,7
Queens,039400,2009,2,3,0,5
Queens,039400,2010,1,4,0,5
Queens,039400,2011,0,3,0,3
Queens,039400,2012,1,2,0,3
Queens,039400,2013,6,12,6,24
Queens,039400,2014,0,7,0,7
Queens,039400,2015,3,8,4,15
Queens,039400,2016,3,22,3,28
Queens,039400,2017,0,11,0,11
Queens,039400,2018,1,2,1,4
Queens,039400,2019,0,6,3,9
Queens,039400,2020,1,6,1,8
Queens,039400,2021,0,10,0,10
Queens,039400,2022,0,10,0,10
Queens,039400,2023,0,6,0,6
Queens,039800,2009,0,5,0,5
Queens,039800,2010,0,3,0,3
Queens,039800,2011,1,3,0,4
Queens,039800,2012,0,4,0,4
Queens,039800,2013,0,5,0,5
Queens,039800,2014,1,2,1,4
Queens,039800,2015,0,3,0,3
Queens,039800,2016,0,17,0,17
Queens,039800,2017,0,11,0,11
Queens,039800,2018,0,4,0,4
Queens,039800,2019,0,4,0,4
Queens,039800,2020,2,3,0,5
Queens,039800,2021,0,5,0,5
Queens,039800,2022,0,10,0,10
Queens,039800,2023,0,2,0,2
Queens,039901,2009,0,1,1,2
Queens,039901,2010,2,4,0,6
Queens,039901,2011,1,1,0,2
Queens,039901,2012,0,2,1,3
Queens,039901,2013,1,10,0,11
Queens,039901,2014,0,3,4,7
Queens,039901,2015,0,10,0,10
Queens,039901,2016,1,8,5,14
Queens,039901,2017,0,5,2,7
Queens,039901,2018,0,1,0,1
Queens,039901,2019,0,3,0,3
Queens,039901,2022,0,3,0,3
Queens,039901,2023,0,2,0,2
Queens,039902,2009,0,4,0,4
Queens,039902,2010,0,1,0,1
Queens,039902,2011,0,4,0,4
Queens,039902,2012,3,2,0,5
Queens,039902,2013,1,1,1,3
Queens,039902,2014,1,7,2,10
Queens,039902,2015,0,4,0,4
Queens,039902,2016,0,4,1,5
Queens,039902,2017,0,2,0,2
Queens,039902,2018,0,3,3,6
Queens,039902,2019,0,8,0,8
Queens,039902,2021,0,1,0,1
Queens,040000,2011,0,2,0,2
Queens,040000,2013,0,1,9,10
Queens,040000,2014,0,1,5,6
Queens,040000,2015,0,10,0,10
Queens,040000,2016,0,13,1,14
Queens,040000,2017,0,4,0,4
Queens,040000,2018,0,2,0,2
Queens,040000,2019,0,2,0,2
Queens,040000,2020,0,9,8,17
Queens,040000,2021,0,4,0,4
Queens,040000,2022,0,4,0,4
Queens,040000,2023,0,2,0,2
Queens,040101,2009,0,5,0,5
Queens,040101,2010,0,2,0,2
Queens,040101,2011,1,4,0,5
Queens,040101,2012,0,3,0,3
Queens,040101,2013,1,4,2,7
Queens,040101,2014,0,4,0,4
Queens,040101,2015,0,2,5,7
Queens,040101,2016,1,6,2,9
Queens,040101,2017,2,9,0,11
Queens,040101,2018,0,5,0,5
Queens,040101,2019,0,2,8,10
Queens,040101,2020,0,6,1,7
Queens,040101,2023,0,2,0,2
Queens,040102,2009,0,7,0,7
Queens,040102,2010,0,2,0,2
Queens,040102,2011,0,4,0,4
Queens,040102,2012,0,9,0,9
Queens,040102,2013,1,6,1,8
Queens,040102,2014,0,7,0,7
Queens,040102,2015,0,8,0,8
Queens,040102,2016,2,8,4,14
Queens,040102,2017,0,12,1,13
Queens,040102,2018,0,5,0,5
Queens,040102,2019,1,8,9,18
Queens,040102,2020,0,8,1,9
Queens,040102,2021,0,6,0,6
Queens,040200,2009,1,0,0,1
Queens,040200,2010,1,0,0,1
Queens,040200,2011,0,3,0,3
Queens,040200,2014,0,1,0,1
Queens,040200,2015,0,3,0,3
Queens,040200,2016,0,7,0,7
Queens,040200,2017,0,9,0,9
Queens,040200,2018,0,3,0,3
Queens,040200,2019,0,8,0,8
Queens,040200,2020,0,3,0,3
Queens,040200,2021,0,8,0,8
Queens,040200,2022,0,4,0,4
Queens,040200,2023,0,3,0,3
Queens,040301,2009,0,8,2,10
Queens,040301,2010,3,0,2,5
Queens,040301,2011,1,4,0,5
Queens,040301,2012,0,5,0,5
Queens,040301,2013,0,1,1,2
Queens,040301,2014,2,3,3,8
Queens,040301,2015,2,5,0,7
Queens,040301,2016,0,2,0,2
Queens,040301,2017,0,5,0,5
Queens,040301,2018,0,3,0,3
Queens,040301,2019,0,6,1,7
Queens,040301,2020,0,4,1,5
Queens,040301,2021,0,1,0,1
Queens,040302,2009,0,6,0,6
Queens,040302,2010,0,6,0,6
Queens,040302,2011,0,5,0,5
Queens,040302,2012,1,4,1,6
Queens,040302,2013,2,1,0,3
Queens,040302,2014,0,7,6,13
Queens,040302,2015,0,6,0,6
Queens,040302,2016,0,5,0,5
Queens,040302,2017,0,3,0,3
Queens,040302,2018,0,5,7,12
Queens,040302,2019,1,0,0,1
Queens,040302,2020,0,3,0,3
Queens,040400,2009,0,3,0,3
Queens,040400,2011,0,3,0,3
Queens,040400,2012,0,2,0,2
Queens,040400,2013,0,2,0,2
Queens,040400,2014,0,5,0,5
Queens,040400,2015,0,13,1,14
Queens,040400,2016,0,32,0,32
Queens,040400,2017,0,14,0,14
Queens,040400,2018,1,3,0,4
Queens,040400,2019,1,5,0,6
Queens,040400,2020,0,6,0,6
Queens,040400,2021,0,5,0,5
Queens,040400,2022,0,15,0,15
Queens,040400,2023,4,9,0,13
Queens,040501,2009,3,13,1,17
Queens,040501,2010,0,6,0,6
Queens,040501,2011,2,8,0,10
Queens,040501,2012,0,9,0,9
Queens,040501,2013,0,13,0,13
Queens,040501,2014,0,5,0,5
Queens,040501,2015,1,5,0,6
Queens,040501,2016,0,9,1,10
Queens,040501,2017,0,2,0,2
Queens,040501,2018,0,4,0,4
Queens,040501,2019,0,7,0,7
Queens,040501,2020,0,3,0,3
Queens,040501,2023,0,1,0,1
Queens,040502,2009,1,6,0,7
Queens,040502,2010,3,9,0,12
Queens,040502,2011,0,7,0,7
Queens,040502,2012,0,2,0,2
Queens,040502,2013,1,8,0,9
Queens,040502,2014,0,4,0,4
Queens,040502,2015,0,2,0,2
Queens,040502,2016,0,13,3,16
Queens,040502,2017,1,7,1,9
Queens,040502,2018,0,3,0,3
Queens,040502,2019,0,7,1,8
Queens,040502,2020,0,9,0,9
Queens,040502,2022,0,4,0,4
Queens,040502,2023,0,1,0,1
Queens,040701,2009,0,4,0,4
Queens,040701,2010,0,5,0,5
Queens,040701,2011,0,5,0,5
Queens,040701,2012,0,8,0,8
Queens,040701,2013,0,2,3,5
Queens,040701,2014,0,3,1,4
Queens,040701,2015,2,4,0,6
Queens,040701,2016,0,3,2,5
Queens,040701,2017,0,14,0,14
Queens,040701,2018,0,3,0,3
Queens,040701,2019,0,2,0,2
Queens,040701,2022,0,1,0,1
Queens,040702,2009,0,10,4,14
Queens,040702,2010,0,9,0,9
Queens,040702,2011,3,9,3,15
Queens,040702,2012,0,8,1,9
Queens,040702,2013,1,13,0,14
Queens,040702,2014,3,3,2,8
Queens,040702,2015,0,8,1,9
Queens,040702,2016,0,2,2,4
Queens,040702,2017,0,10,0,10
Queens,040702,2018,0,3,0,3
Queens,040702,2019,0,1,0,1
Queens,040702,2020,0,5,0,5
Queens,040702,2021,0,2,1,3
Queens,040901,2009,0,5,0,5
Queens,040901,2010,0,7,0,7
Queens,040901,2011,0,2,0,2
Queens,040901,2012,0,1,0,1
Queens,040901,2013,0,4,1,5
Queens,040901,2014,0,6,0,6
Queens,040901,2015,0,9,0,9
Queens,040901,2016,5,8,10,23
Queens,040901,2017,0,1,0,1
Queens,040901,2018,2,2,0,4
Queens,040901,2019,0,3,0,3
Queens,040902,2009,2,2,0,4
Queens,040902,2010,0,2,1,3
Queens,040902,2011,0,2,0,2
Queens,040902,2012,0,9,0,9
Queens,040902,2013,0,5,0,5
Queens,040902,2014,0,11,0,11
Queens,040902,2015,0,1,3,4
Queens,040902,2016,1,2,3,6
Queens,040902,2017,2,14,1,17
Queens,040902,2018,0,4,0,4
Queens,040902,2019,0,4,0,4
Queens,041100,2009,1,13,0,14
Queens,041100,2010,0,15,0,15
Queens,041100,2011,0,4,0,4
Queens,041100,2012,5,4,0,9
Queens,041100,2013,0,4,0,4
Queens,041100,2014,1,7,7,15
Queens,041100,2015,0,1,0,1
Queens,041100,2016,0,6,0,6
Queens,041100,2017,0,4,0,4
Queens,041100,2018,0,3,0,3
Queens,041100,2019,0,2,0,2
Queens,041100,2020,2,1,0,3
Queens,041100,2021,0,1,0,1
Queens,041300,2009,0,9,2,11
Queens,041300,2010,1,7,0,8
Queens,041300,2011,0,5,6,11
Queens,041300,2012,4,1,2,7
Queens,041300,2013,1,3,2,6
Queens,041300,2014,2,12,8,22
Queens,041300,2015,0,6,4,10
Queens,041300,2016,0,12,0,12
Queens,041300,2017,0,4,1,5
Queens,041300,2018,2,5,1,8
Queens,041300,2019,0,1,4,5
Queens,041300,2020,2,15,0,17
Queens,041300,2021,0,3,0,3
Queens,041400,2009,0,1,0,1
Queens,041400,2010,0,8,2,10
Queens,041400,2011,0,2,0,2
Queens,041400,2012,0,3,0,3
Queens,041400,2013,2,2,0,4
Queens,041400,2014,1,5,0,6
Queens,041400,2015,4,8,0,12
Queens,041400,2016,0,6,1,7
Queens,041400,2017,0,7,1,8
Queens,041400,2018,0,9,0,9
Queens,041400,2019,2,13,1,16
Queens,041400,2020,2,13,15,30
Queens,041400,2021,0,21,0,21
Queens,041400,2022,0,7,0,7
Queens,041400,2023,0,14,0,14
Queens,041500,2009,0,6,0,6
Queens,041500,2010,1,3,0,4
Queens,041500,2011,4,11,2,17
Queens,041500,2012,0,6,0,6
Queens,041500,2013,0,3,0,3
Queens,041500,2014,1,10,6,17
Queens,041500,2015,2,8,0,10
Queens,041500,2016,0,17,0,17
Queens,041500,2017,5,7,0,12
Queens,041500,2018,0,2,0,2
Queens,041500,2019,0,1,5,6
Queens,041500,2020,0,3,3,6
Queens,041500,2021,0,3,0,3
Queens,041500,2022,0,6,0,6
Queens,042400,2009,0,10,0,10
Queens,042400,2010,0,5,0,5
Queens,042400,2011,0,1,0,1
Queens,042400,2012,1,4,0,5
Queens,042400,2013,0,1,0,1
Queens,042400,2014,6,7,0,13
Queens,042400,2015,2,5,0,7
Queens,042400,2016,0,8,0,8
Queens,042400,2017,0,6,0,6
Queens,042400,2018,0,7,0,7
Queens,042400,2019,0,4,0,4
Queens,042400,2020,8,5,0,13
Queens,042400,2021,0,11,0,11
Queens,042400,2022,0,8,0,8
Queens,042400,2023,0,7,0,7
Queens,042600,2009,0,7,0,7
Queens,042600,2010,1,0,0,1
Queens,042600,2014,1,2,0,3
Queens,042600,2015,0,4,0,4
Queens,042600,2017,0,4,0,4
Queens,042600,2018,0,2,0,2
Queens,042600,2019,0,1,0,1
Queens,042600,2020,0,1,0,1
Queens,042700,2009,2,3,3,8
Queens,042700,2010,0,13,1,14
Queens,042700,2011,0,5,0,5
Queens,042700,2012,0,5,1,6
Queens,042700,2013,0,4,0,4
Queens,042700,2014,0,5,0,5
Queens,042700,2015,0,5,0,5
Queens,042700,2016,2,3,8,13
Queens,042700,2017,0,8,2,10
Queens,042700,2018,2,8,1,11
Queens,042700,2019,1,2,3,6
Queens,042700,2020,0,1,0,1
Queens,042700,2021,0,3,0,3
Queens,042700,2022,0,1,0,1
Queens,042700,2023,0,1,0,1
Queens,043200,2009,0,2,0,2
Queens,043200,2011,0,1,0,1
Queens,043200,2012,0,7,0,7
Queens,043200,2013,0,3,0,3
Queens,043200,2014,1,0,0,1
Queens,043200,2015,1,3,0,4
Queens,043200,2016,0,1,0,1
Queens,043200,2017,1,3,0,4
Queens,043200,2018,0,11,2,13
Queens,043200,2019,1,7,1,9
Queens,043200,2020,0,3,0,3
Queens,043200,2021,0,5,0,5
Queens,043200,2022,0,6,0,6
Queens,043200,2023,0,4,0,4
Queens,043400,2011,0,1,0,1
Queens,043400,2013,0,1,0,1
Queens,043400,2014,0,2,0,2
Queens,043400,2015,0,1,0,1
Queens,043400,2016,0,6,2,8
Queens,043400,2017,0,4,0,4
Queens,043400,2018,0,11,0,11
Queens,043400,2019,0,4,0,4
Queens,043400,2020,0,2,0,2
Queens,043400,2021,0,11,0,11
Queens,043400,2022,0,13,0,13
Queens,043400,2023,0,3,0,3
Queens,043701,2009,0,3,0,3
Queens,043701,2010,0,11,1,12
Queens,043701,2011,4,5,1,10
Queens,043701,2012,1,3,0,4
Queens,043701,2013,1,4,0,5
Queens,043701,2014,3,2,1,6
Queens,043701,2015,0,5,0,5
Queens,043701,2016,3,6,0,9
Queens,043701,2017,1,4,0,5
Queens,043701,2018,0,3,0,3
Queens,043701,2019,1,4,0,5
Queens,043701,2020,1,0,2,3
Queens,043701,2021,0,2,0,2
Queens,043701,2023,0,2,0,2
Queens,043702,2009,1,5,0,6
Queens,043702,2010,1,4,1,6
Queens,043702,2011,2,3,0,5
Queens,043702,2012,1,9,0,10
Queens,043702,2013,2,5,2,9
Queens,043702,2014,0,8,1,9
Queens,043702,2015,2,11,3,16
Queens,043702,2016,1,6,1,8
Queens,043702,2017,1,3,0,4
Queens,043702,2018,0,4,2,6
Queens,043702,2019,2,5,6,13
Queens,043702,2020,0,6,1,7
Queens,043702,2021,0,3,0,3
Queens,043702,2023,0,2,0,2
Queens,043900,2009,0,13,0,13
Queens,043900,2010,0,3,3,6
Queens,043900,2011,0,5,1,6
Queens,043900,2012,0,3,2,5
Queens,043900,2013,2,3,0,5
Queens,043900,2014,0,9,0,9
Queens,043900,2015,3,3,1,7
Queens,043900,2016,0,3,0,3
Queens,043900,2017,0,11,1,12
Queens,043900,2018,0,8,3,11
Queens,043900,2019,0,4,0,4
Queens,043900,2020,1,4,0,5
Queens,043900,2021,0,1,0,1
Queens,043900,2022,0,3,0,3
Queens,044000,2009,0,5,0,5
Queens,044000,2010,1,2,0,3
Queens,044000,2011,5,2,1,8
Queens,044000,2012,1,8,0,9
Queens,044000,2013,0,9,0,9
Queens,044000,2014,7,7,6,20
Queens,044000,2015,0,9,2,11
Queens,044000,2016,2,21,1,24
Queens,044000,2017,3,8,0,11
Queens,044000,2018,0,11,3,14
Queens,044000,2019,0,18,0,18
Queens,044000,2020,1,11,2,14
Queens,044000,2021,0,16,0,16
Queens,044000,2022,0,10,0,10
Queens,044000,2023,0,6,0,6
Queens,044301,2009,0,5,0,5
Queens,044301,2010,0,5,0,5
Queens,044301,2011,0,3,0,3
Queens,044301,2012,1,8,8,17
Queens,044301,2013,1,10,0,11
Queens,044301,2014,0,2,9,11
Queens,044301,2015,0,3,2,5
Queens,044301,2016,1,9,3,13
Queens,044301,2017,0,9,2,11
Queens,044301,2018,0,6,0,6
Queens,044301,2019,2,2,0,4
Queens,044301,2020,0,4,0,4
Queens,044301,2021,0,2,0,2
Queens,044302,2009,1,5,1,7
Queens,044302,2010,0,15,0,15
Queens,044302,2011,0,7,4,11
Queens,044302,2012,1,5,0,6
Queens,044302,2013,0,8,0,8
Queens,044302,2014,0,13,8,21
Queens,044302,2015,6,10,0,16
Queens,044302,2016,3,13,0,16
Queens,044302,2017,1,9,0,10
Queens,044302,2018,2,15,0,17
Queens,044302,2019,4,4,0,8
Queens,044302,2020,3,5,1,9
Queens,044302,2021,0,3,0,3
Queens,044400,2009,2,23,9,34
Queens,044400,2010,2,11,0,13
Queens,044400,2011,3,9,0,12
Queens,044400,2012,8,17,4,29
Queens,044400,2013,2,23,4,29
Queens,044400,2014,3,51,5,59
Queens,044400,2015,4,31,1,36
Queens,044400,2016,4,43,0,47
Queens,044400,2017,8,26,10,44
Queens,044400,2018,9,25,3,37
Queens,044400,2019,1,7,1,9
Queens,044400,2020,1,19,2,22
Queens,044400,2021,0,4,0,4
Queens,044400,2022,0,2,0,2
Queens,044400,2023,0,4,0,4
Queens,044601,2009,4,38,0,42
Queens,044601,2010,1,29,0,30
Queens,044601,2011,5,31,0,36
Queens,044601,2012,1,35,1,37
Queens,044601,2013,0,28,0,28
Queens,044601,2014,7,42,0,49
Queens,044601,2015,0,53,0,53
Queens,044601,2016,7,48,4,59
Queens,044601,2017,3,32,0,35
Queens,044601,2018,0,34,0,34
Queens,044601,2019,0,15,11,26
Queens,044601,2020,1,12,0,13
Queens,044601,2021,0,6,6,12
Queens,044602,2009,1,14,0,15
Queens,044602,2010,1,9,0,10
Queens,044602,2011,2,12,0,14
Queens,044602,2012,0,8,5,13
Queens,044602,2013,0,12,0,12
Queens,044602,2014,2,16,0,18
Queens,044602,2015,1,23,1,25
Queens,044602,2016,0,8,2,10
Queens,044602,2017,0,13,1,14
Queens,044602,2018,0,9,3,12
Queens,044602,2019,2,6,0,8
Queens,044602,2020,0,8,0,8
Queens,044602,2021,0,1,0,1
Queens,044602,2022,0,2,0,2
Queens,044800,2009,0,8,0,8
Queens,044800,2010,0,4,0,4
Queens,044800,2011,1,3,0,4
Queens,044800,2012,1,6,0,7
Queens,044800,2013,2,5,0,7
Queens,044800,2014,0,4,0,4
Queens,044800,2015,0,8,0,8
Queens,044800,2016,4,6,0,10
Queens,044800,2017,0,8,1,9
Queens,044800,2018,0,3,2,5
Queens,044800,2019,0,2,0,2
Queens,044800,2020,0,3,0,3
Queens,044800,2021,0,5,0,5
Queens,044800,2022,0,3,0,3
Queens,044800,2023,0,2,0,2
Queens,045000,2009,5,7,0,12
Queens,045000,2010,0,7,0,7
Queens,045000,2011,0,9,0,9
Queens,045000,2012,1,4,0,5
Queens,045000,2013,3,4,0,7
Queens,045000,2014,0,5,0,5
Queens,045000,2015,1,8,0,9
Queens,045000,2016,4,4,0,8
Queens,045000,2017,1,13,0,14
Queens,045000,2018,0,8,0,8
Queens,045000,2019,2,3,1,6
Queens,045000,2020,2,7,0,9
Queens,045000,2022,0,2,0,2
Queens,045000,2023,0,1,0,1
Queens,045200,2009,0,2,0,2
Queens,045200,2010,1,1,0,2
Queens,045200,2011,0,2,0,2
Queens,045200,2012,0,9,0,9
Queens,045200,2013,0,15,0,15
Queens,045200,2014,0,9,0,9
Queens,045200,2015,0,3,0,3
Queens,045200,2016,0,4,0,4
Queens,045200,2017,0,1,0,1
Queens,045200,2018,0,8,0,8
Queens,045200,2019,0,5,0,5
Queens,045200,2020,2,4,0,6
Queens,045200,2021,0,7,0,7
Queens,045200,2023,0,1,0,1
Queens,045400,2009,1,7,0,8
Queens,045400,2010,3,5,0,8
Queens,045400,2011,3,3,0,6
Queens,045400,2012,1,11,0,12
Queens,045400,2013,3,5,0,8
Queens,045400,2014,2,15,0,17
Queens,045400,2015,2,15,0,17
Queens,045400,2016,0,2,0,2
Queens,045400,2017,0,10,0,10
Queens,045400,2018,2,10,0,12
Queens,045400,2019,1,11,0,12
Queens,045400,2020,5,8,0,13
Queens,045400,2021,0,5,0,5
Queens,045400,2022,0,2,0,2
Queens,045400,2023,0,2,0,2
