geoid,year,total_permits,major_alterations,minor_alterations,new_buildings
034400,2023,7,0,7,0
034500,2009,23,3,20,0
034500,2010,32,4,28,0
034500,2011,37,1,33,3
034500,2012,41,0,41,0
034500,2013,36,4,29,3
034500,2014,18,1,17,0
034500,2015,43,6,36,1
034500,2016,45,8,37,0
034500,2017,69,7,62,0
034500,2018,60,2,45,13
034500,2019,31,5,26,0
034500,2020,30,4,20,6
034500,2021,20,0,20,0
034500,2022,10,0,10,0
034500,2023,6,0,6,0
034700,2009,50,15,35,0
034700,2010,40,4,36,0
034700,2011,58,3,52,3
034700,2012,36,11,25,0
034700,2013,37,9,27,1
034700,2014,44,5,33,6
034700,2015,56,1,53,2
034700,2016,40,8,30,2
034700,2017,72,6,48,18
034700,2018,116,22,80,14
034700,2019,58,12,42,4
034700,2020,22,5,17,0
034700,2021,16,0,16,0
034700,2022,23,2,21,0
034700,2023,12,0,12,0
034800,2009,66,2,57,7
034800,2010,33,5,28,0
034800,2011,30,4,25,1
034800,2012,105,7,88,10
034800,2013,55,6,37,12
034800,2014,82,7,60,15
034800,2015,112,4,90,18
034800,2016,84,3,69,12
034800,2017,117,2,93,22
034800,2018,78,1,69,8
034800,2019,80,3,60,17
034800,2020,54,3,32,19
034800,2021,22,0,22,0
034800,2022,23,1,22,0
034800,2023,31,1,30,0
034901,2009,5,0,5,0
034901,2010,8,2,6,0
034901,2011,4,0,4,0
034901,2012,8,0,8,0
034901,2013,5,0,5,0
034901,2014,16,2,14,0
034901,2015,28,7,21,0
034901,2016,26,14,12,0
034901,2017,33,9,24,0
034901,2018,36,7,28,1
034901,2019,21,0,18,3
034901,2020,3,2,1,0
034901,2021,1,0,1,0
034901,2022,1,0,1,0
034901,2023,2,0,2,0
034902,2009,18,0,18,0
034902,2010,6,0,6,0
034902,2011,8,0,8,0
034902,2012,8,0,8,0
034902,2013,7,2,5,0
034902,2014,7,0,7,0
034902,2015,33,0,23,10
034902,2016,17,0,13,4
034902,2017,23,0,15,8
034902,2018,22,5,17,0
034902,2019,8,0,8,0
034902,2020,11,4,5,2
034902,2021,3,0,3,0
034902,2022,4,0,4,0
035000,2009,15,2,8,5
035000,2010,39,0,39,0
035000,2011,42,0,38,4
035000,2012,40,3,37,0
035000,2013,57,6,44,7
035000,2014,37,1,36,0
035000,2015,26,2,22,2
035000,2016,26,3,21,2
035000,2017,38,0,33,5
035000,2018,19,0,15,4
035000,2019,23,3,20,0
035000,2020,16,0,16,0
035000,2021,11,0,11,0
035000,2022,10,0,10,0
035000,2023,8,1,7,0
035100,2009,68,4,64,0
035100,2010,53,8,45,0
035100,2011,42,0,42,0
035100,2012,40,2,38,0
035100,2013,42,1,39,2
035100,2014,59,3,48,8
035100,2015,69,3,61,5
035100,2016,89,14,66,9
035100,2017,82,4,74,4
035100,2018,52,3,42,7
035100,2019,49,5,43,1
035100,2020,35,2,31,2
035100,2021,20,0,20,0
035100,2022,14,0,14,0
035100,2023,3,0,3,0
035101,2009,13,0,13,0
035101,2010,6,0,6,0
035101,2011,15,0,15,0
035101,2012,43,0,29,14
035101,2013,17,0,17,0
035101,2014,18,2,8,8
035101,2015,43,6,37,0
035101,2016,10,0,10,0
035101,2017,14,1,13,0
035101,2018,16,0,16,0
035101,2019,6,0,6,0
035101,2020,7,0,7,0
035101,2021,8,1,7,0
035101,2022,4,0,4,0
035101,2023,1,0,1,0
035102,2009,14,0,14,0
035102,2010,4,0,4,0
035102,2011,12,0,12,0
035102,2012,6,0,6,0
035102,2013,8,0,8,0
035102,2014,10,0,10,0
035102,2015,20,0,20,0
035102,2016,18,1,17,0
035102,2017,14,1,13,0
035102,2018,13,0,13,0
035102,2019,6,0,6,0
035102,2020,14,0,14,0
035102,2021,2,0,2,0
035102,2022,2,0,2,0
035102,2023,2,0,2,0
035200,2009,82,0,81,1
035200,2010,172,13,101,58
035200,2011,67,2,55,10
035200,2012,130,1,123,6
035200,2013,89,4,85,0
035200,2014,77,10,62,5
035200,2015,93,4,88,1
035200,2016,168,0,156,12
035200,2017,103,3,94,6
035200,2018,110,2,92,16
035200,2019,91,10,77,4
035200,2020,52,3,37,12
035200,2021,32,0,32,0
035200,2022,45,0,45,0
035200,2023,25,0,25,0
035300,2009,26,1,22,3
035300,2010,4,0,4,0
035300,2011,4,0,4,0
035300,2012,12,0,12,0
035300,2013,5,0,5,0
035300,2014,13,4,8,1
035300,2015,16,1,15,0
035300,2016,10,2,8,0
035300,2017,20,1,19,0
035300,2018,7,0,7,0
035300,2019,2,0,2,0
035300,2020,8,1,7,0
035300,2022,4,0,4,0
035300,2023,4,0,4,0
035301,2009,8,0,8,0
035301,2010,17,0,17,0
035301,2011,11,2,9,0
035301,2012,24,3,21,0
035301,2013,18,7,11,0
035301,2014,34,6,28,0
035301,2015,8,0,8,0
035301,2016,30,0,30,0
035301,2017,24,1,23,0
035301,2018,6,0,6,0
035301,2019,2,0,2,0
035301,2020,4,0,4,0
035301,2021,6,0,2,4
035301,2022,8,0,8,0
035302,2009,7,1,6,0
035302,2010,5,1,4,0
035302,2011,19,2,17,0
035302,2012,11,0,11,0
035302,2013,10,2,8,0
035302,2014,28,3,25,0
035302,2015,16,0,16,0
035302,2016,19,0,19,0
035302,2017,7,0,6,1
035302,2018,11,4,7,0
035302,2019,7,0,7,0
035302,2020,7,0,7,0
035302,2022,2,0,2,0
035302,2023,2,0,2,0
035400,2009,33,0,33,0
035400,2010,17,0,17,0
035400,2011,18,0,18,0
035400,2012,47,0,36,11
035400,2013,58,4,49,5
035400,2014,64,1,54,9
035400,2015,80,0,55,25
035400,2016,66,0,66,0
035400,2017,78,0,78,0
035400,2018,90,0,90,0
035400,2019,61,2,59,0
035400,2020,50,0,50,0
035400,2021,6,3,3,0
035500,2009,13,0,12,1
035500,2010,15,2,12,1
035500,2011,14,0,14,0
035500,2012,7,0,7,0
035500,2013,11,2,9,0
035500,2014,21,0,21,0
035500,2015,31,4,27,0
035500,2016,16,3,13,0
035500,2017,10,2,8,0
035500,2018,17,0,17,0
035500,2019,13,1,12,0
035500,2020,12,2,10,0
035500,2021,5,0,5,0
035500,2022,7,0,7,0
035500,2023,2,0,2,0
035600,2009,25,0,25,0
035600,2010,15,2,12,1
035600,2011,14,1,11,2
035600,2012,3,0,3,0
035600,2013,14,5,9,0
035600,2014,15,0,9,6
035600,2016,5,0,5,0
035600,2017,7,1,6,0
035600,2018,28,2,26,0
035600,2019,7,1,6,0
035600,2020,11,0,8,3
035600,2021,15,0,15,0
035600,2022,19,0,19,0
035600,2023,12,0,12,0
035601,2009,3,0,3,0
035601,2010,8,0,8,0
035601,2012,1,0,1,0
035601,2013,17,0,8,9
035601,2014,20,0,8,12
035601,2015,5,0,5,0
035601,2016,4,0,4,0
035601,2017,3,0,3,0
035601,2018,2,0,2,0
035601,2019,4,0,4,0
035602,2009,14,0,14,0
035602,2010,25,0,25,0
035602,2011,1,0,1,0
035602,2012,15,0,15,0
035602,2013,9,0,9,0
035602,2014,4,0,4,0
035602,2015,11,0,11,0
035602,2016,9,0,9,0
035602,2017,21,0,21,0
035602,2018,17,0,17,0
035602,2019,3,0,3,0
035602,2020,4,0,4,0
035602,2021,3,0,3,0
035602,2023,4,0,4,0
035700,2009,32,4,23,5
035700,2010,26,0,20,6
035700,2011,50,8,28,14
035700,2012,31,3,23,5
035700,2013,52,21,24,7
035700,2014,49,3,43,3
035700,2015,51,1,46,4
035700,2016,69,4,63,2
035700,2017,59,2,54,3
035700,2018,47,7,40,0
035700,2019,39,14,24,1
035700,2020,25,3,19,3
035700,2021,19,0,19,0
035700,2022,31,0,31,0
035700,2023,24,0,24,0
035701,2009,4,1,3,0
035701,2010,3,0,3,0
035701,2011,8,2,6,0
035701,2012,11,4,7,0
035701,2013,11,0,11,0
035701,2014,10,0,10,0
035701,2015,20,0,20,0
035701,2016,6,0,6,0
035701,2017,8,2,6,0
035701,2018,5,1,4,0
035701,2019,5,1,1,3
035701,2020,6,0,6,0
035701,2021,1,0,1,0
035702,2009,2,0,2,0
035702,2010,2,0,2,0
035702,2011,2,0,2,0
035702,2012,3,0,3,0
035702,2013,2,0,2,0
035702,2015,2,0,2,0
035702,2016,1,0,1,0
035702,2017,6,0,2,4
035702,2018,2,0,2,0
035702,2019,2,0,2,0
035800,2009,55,7,29,19
035800,2010,29,8,21,0
035800,2011,37,10,27,0
035800,2012,44,3,18,23
035800,2013,35,11,20,4
035800,2014,48,8,39,1
035800,2015,34,5,27,2
035800,2016,64,9,51,4
035800,2017,88,15,71,2
035800,2018,98,9,84,5
035800,2019,115,10,88,17
035800,2020,87,9,73,5
035800,2021,100,0,99,1
035800,2022,92,0,92,0
035800,2023,58,1,57,0
035900,2009,39,4,27,8
035900,2010,40,7,33,0
035900,2011,55,0,53,2
035900,2012,58,0,58,0
035900,2013,51,3,39,9
035900,2014,64,12,46,6
035900,2015,84,7,70,7
035900,2016,80,4,65,11
035900,2017,130,11,108,11
035900,2018,104,3,79,22
035900,2019,40,3,33,4
035900,2020,39,1,33,5
035900,2021,14,0,12,2
035900,2022,6,0,6,0
035900,2023,3,0,3,0
036000,2009,2,0,2,0
036000,2010,5,1,4,0
036000,2011,12,0,8,4
036000,2012,18,5,11,2
036000,2013,9,2,7,0
036000,2014,10,1,9,0
036000,2015,10,0,10,0
036000,2016,22,3,16,3
036000,2017,4,0,4,0
036000,2018,13,0,13,0
036000,2019,6,0,6,0
036000,2020,24,2,21,1
036000,2021,16,0,16,0
036000,2022,14,0,14,0
036000,2023,5,0,5,0
036001,2009,26,1,25,0
036001,2010,29,0,29,0
036001,2011,30,0,30,0
036001,2012,27,0,27,0
036001,2013,39,0,39,0
036001,2014,39,0,39,0
036001,2015,24,0,24,0
036001,2016,34,0,34,0
036001,2017,46,0,46,0
036001,2018,25,0,25,0
036001,2019,28,0,28,0
036001,2020,9,0,9,0
036001,2021,1,1,0,0
036002,2009,5,0,5,0
036002,2010,14,0,14,0
036002,2011,21,0,21,0
036002,2012,20,0,20,0
036002,2013,38,0,38,0
036002,2014,7,0,7,0
036002,2015,27,0,27,0
036002,2016,16,2,14,0
036002,2017,16,0,16,0
036002,2018,13,0,13,0
036002,2019,15,2,13,0
036002,2020,26,6,20,0
036100,2009,47,1,37,9
036100,2010,105,6,95,4
036100,2011,60,1,49,10
036100,2012,71,3,58,10
036100,2013,44,10,34,0
036100,2014,42,2,40,0
036100,2015,50,0,50,0
036100,2016,51,2,40,9
036100,2017,72,1,60,11
036100,2018,70,3,64,3
036100,2019,39,3,31,5
036100,2020,54,0,45,9
036100,2021,19,0,18,1
036100,2022,11,0,11,0
036100,2023,13,0,13,0
036200,2009,58,4,53,1
036200,2010,60,4,52,4
036200,2011,66,0,50,16
036200,2012,51,0,48,3
036200,2013,60,1,59,0
036200,2014,72,8,56,8
036200,2015,60,1,50,9
036200,2016,76,0,63,13
036200,2017,49,1,47,1
036200,2018,32,3,29,0
036200,2019,33,0,31,2
036200,2020,14,4,10,0
036200,2021,5,0,5,0
036200,2022,1,0,1,0
036200,2023,3,0,3,0
036300,2009,29,1,28,0
036300,2010,65,6,59,0
036300,2011,49,0,46,3
036300,2012,56,2,54,0
036300,2013,97,0,73,24
036300,2014,114,0,96,18
036300,2015,101,3,72,26
036300,2016,88,4,56,28
036300,2017,126,5,105,16
036300,2018,86,17,65,4
036300,2019,110,15,70,25
036300,2020,65,7,50,8
036300,2021,44,0,42,2
036300,2022,20,0,20,0
036300,2023,6,0,6,0
036400,2009,51,0,46,5
036400,2010,47,5,42,0
036400,2011,38,1,30,7
036400,2012,30,0,27,3
036400,2013,41,2,36,3
036400,2014,67,4,53,10
036400,2015,57,2,43,12
036400,2016,86,0,76,10
036400,2017,45,1,43,1
036400,2018,66,2,61,3
036400,2019,54,2,45,7
036400,2020,28,0,25,3
036400,2021,42,0,41,1
036400,2022,27,0,27,0
036400,2023,17,0,17,0
036500,2009,18,3,11,4
036500,2010,14,0,11,3
036500,2011,10,1,9,0
036500,2012,24,4,18,2
036500,2013,37,1,32,4
036500,2014,13,0,13,0
036500,2015,32,0,19,13
036500,2016,42,5,35,2
036500,2017,38,2,32,4
036500,2018,17,3,10,4
036500,2019,11,2,9,0
036500,2020,8,0,8,0
036500,2021,12,1,11,0
036500,2022,4,0,4,0
036500,2023,7,1,6,0
036501,2009,31,0,31,0
036501,2010,20,0,20,0
036501,2011,24,0,24,0
036501,2012,32,1,29,2
036501,2013,21,4,17,0
036501,2014,43,1,42,0
036501,2015,59,2,43,14
036501,2016,42,0,37,5
036501,2017,37,0,36,1
036501,2018,60,2,47,11
036501,2019,17,0,17,0
036501,2020,21,3,12,6
036501,2021,6,1,4,1
036501,2022,3,0,3,0
036501,2023,2,0,2,0
036502,2009,23,0,21,2
036502,2010,54,1,41,12
036502,2011,46,0,46,0
036502,2012,23,1,22,0
036502,2013,44,2,32,10
036502,2014,35,3,25,7
036502,2015,38,5,29,4
036502,2016,50,5,38,7
036502,2017,73,5,61,7
036502,2018,44,2,38,4
036502,2019,54,0,35,19
036502,2020,29,5,15,9
036502,2021,9,2,5,2
036502,2022,6,0,5,1
036502,2023,3,0,3,0
036600,2009,25,4,21,0
036600,2010,94,16,75,3
036600,2011,49,13,36,0
036600,2012,40,3,29,8
036600,2013,43,5,38,0
036600,2014,55,6,49,0
036600,2015,60,0,58,2
036600,2016,45,0,39,6
036600,2017,55,7,46,2
036600,2018,42,1,39,2
036600,2019,69,4,57,8
036600,2020,40,0,40,0
036600,2021,39,0,38,1
036600,2022,30,0,30,0
036600,2023,22,0,22,0
036700,2009,32,1,31,0
036700,2010,27,0,27,0
036700,2011,45,5,31,9
036700,2012,40,0,40,0
036700,2013,40,1,29,10
036700,2014,21,2,19,0
036700,2015,23,8,15,0
036700,2016,63,13,43,7
036700,2017,75,8,55,12
036700,2018,72,1,59,12
036700,2019,51,0,43,8
036700,2020,59,5,48,6
036700,2021,36,0,32,4
036700,2022,23,0,23,0
036700,2023,12,0,12,0
036800,2009,18,0,10,8
036800,2010,5,0,5,0
036800,2011,25,2,21,2
036800,2012,14,3,11,0
036800,2013,4,0,4,0
036800,2014,5,0,5,0
036800,2015,10,0,10,0
036800,2016,27,1,26,0
036800,2017,31,4,25,2
036800,2018,22,3,18,1
036800,2019,39,1,29,9
036800,2020,38,1,37,0
036800,2021,37,0,37,0
036800,2022,34,3,31,0
036800,2023,23,0,23,0
036900,2009,39,7,32,0
036900,2010,22,1,21,0
036900,2011,28,0,27,1
036900,2012,26,2,21,3
036900,2013,38,3,35,0
036900,2014,63,3,49,11
036900,2015,139,8,113,18
036900,2016,94,1,81,12
036900,2017,55,5,46,4
036900,2018,49,1,41,7
036900,2019,36,2,33,1
036900,2020,23,0,20,3
036900,2021,7,0,7,0
036900,2022,2,0,2,0
036900,2023,2,0,2,0
036901,2009,8,0,8,0
036901,2010,10,0,10,0
036901,2011,16,0,16,0
036901,2012,16,2,14,0
036901,2013,5,0,5,0
036901,2014,14,0,14,0
036901,2015,17,3,14,0
036901,2016,10,0,10,0
036901,2017,18,0,18,0
036901,2018,42,0,29,13
036901,2019,34,4,22,8
036901,2020,6,1,5,0
036901,2021,5,0,5,0
036901,2022,3,0,3,0
036902,2009,4,0,4,0
036902,2010,16,0,15,1
036902,2011,9,0,9,0
036902,2012,1,0,1,0
036902,2013,18,3,14,1
036902,2014,13,1,12,0
036902,2015,7,0,7,0
036902,2016,19,0,15,4
036902,2017,17,0,17,0
036902,2018,5,0,5,0
036902,2019,11,3,8,0
036902,2020,9,2,7,0
036902,2021,16,0,15,1
036902,2022,4,0,4,0
036902,2023,1,0,1,0
037000,2009,25,6,19,0
037000,2010,40,11,29,0
037000,2011,34,2,32,0
037000,2012,27,0,27,0
037000,2013,26,0,25,1
037000,2014,34,1,30,3
037000,2015,53,3,50,0
037000,2016,30,5,25,0
037000,2017,40,4,36,0
037000,2018,54,3,42,9
037000,2019,50,5,45,0
037000,2020,55,3,52,0
037000,2021,16,0,16,0
037000,2022,18,0,18,0
037000,2023,19,0,19,0
037100,2009,32,0,25,7
037100,2010,33,3,30,0
037100,2011,40,0,29,11
037100,2012,67,3,55,9
037100,2013,44,2,35,7
037100,2014,56,5,45,6
037100,2015,68,10,55,3
037100,2016,74,8,61,5
037100,2017,101,6,80,15
037100,2018,75,18,53,4
037100,2019,58,3,54,1
037100,2020,49,5,38,6
037100,2021,35,0,34,1
037100,2022,17,0,17,0
037100,2023,9,0,9,0
037200,2009,8,0,8,0
037200,2010,6,0,6,0
037200,2011,4,0,4,0
037200,2012,10,0,10,0
037200,2013,18,0,14,4
037200,2014,15,3,9,3
037200,2015,12,0,11,1
037200,2016,10,0,10,0
037200,2017,2,0,2,0
037200,2018,14,1,13,0
037200,2019,6,0,6,0
037200,2020,17,0,9,8
037200,2021,21,0,21,0
037200,2022,6,0,6,0
037200,2023,5,0,5,0
037300,2009,95,5,85,5
037300,2010,87,7,73,7
037300,2011,84,4,71,9
037300,2012,76,9,63,4
037300,2013,90,2,78,10
037300,2014,131,9,102,20
037300,2015,185,5,164,16
037300,2016,89,9,68,12
037300,2017,159,6,114,39
037300,2018,146,3,122,21
037300,2019,78,0,71,7
037300,2020,71,8,46,17
037300,2021,29,2,27,0
037300,2022,10,1,9,0
037300,2023,10,0,10,0
037400,2009,24,3,13,8
037400,2010,30,0,30,0
037400,2011,10,0,10,0
037400,2012,33,0,30,3
037400,2013,15,0,15,0
037400,2014,41,1,36,4
037400,2015,14,0,14,0
037400,2016,7,0,5,2
037400,2017,24,0,21,3
037400,2018,10,0,10,0
037400,2019,19,0,17,2
037400,2020,12,0,12,0
037400,2022,9,3,6,0
037400,2023,1,0,1,0
037401,2009,20,5,13,2
037401,2010,32,2,30,0
037401,2011,21,0,15,6
037401,2012,22,0,22,0
037401,2013,20,2,18,0
037401,2014,10,2,8,0
037401,2015,23,2,21,0
037401,2016,18,0,17,1
037401,2017,27,0,27,0
037401,2018,12,0,12,0
037401,2019,7,1,6,0
037401,2020,6,1,5,0
037401,2021,6,0,6,0
037401,2022,1,0,1,0
037401,2023,1,0,1,0
037402,2009,11,0,10,1
037402,2010,6,0,6,0
037402,2011,11,0,10,1
037402,2012,11,0,11,0
037402,2013,11,0,11,0
037402,2014,23,0,9,14
037402,2015,17,0,17,0
037402,2016,16,3,13,0
037402,2017,16,1,11,4
037402,2018,6,0,6,0
037402,2019,10,0,10,0
037402,2020,7,4,3,0
037402,2021,2,0,2,0
037402,2022,2,0,2,0
037500,2009,31,1,30,0
037500,2010,63,4,59,0
037500,2011,19,0,19,0
037500,2012,25,6,19,0
037500,2013,54,5,48,1
037500,2014,87,29,48,10
037500,2015,85,8,64,13
037500,2016,86,11,60,15
037500,2017,47,7,40,0
037500,2018,45,7,33,5
037500,2019,35,8,27,0
037500,2020,8,0,8,0
037500,2021,10,0,10,0
037500,2022,7,0,7,0
037500,2023,2,0,2,0
037501,2009,12,0,12,0
037501,2010,1,0,1,0
037501,2011,10,2,4,4
037501,2012,12,3,9,0
037501,2013,34,2,22,10
037501,2014,6,0,6,0
037501,2015,23,0,23,0
037501,2016,7,0,7,0
037501,2017,1,1,0,0
037501,2018,7,1,6,0
037501,2019,7,0,7,0
037501,2020,4,0,4,0
037501,2022,1,0,1,0
037502,2009,37,0,36,1
037502,2010,25,2,23,0
037502,2011,23,0,18,5
037502,2012,35,2,31,2
037502,2013,32,4,27,1
037502,2014,31,1,23,7
037502,2015,26,0,25,1
037502,2016,29,0,29,0
037502,2017,29,1,28,0
037502,2018,24,2,22,0
037502,2019,11,2,9,0
037502,2020,15,0,15,0
037502,2021,1,0,1,0
037502,2022,2,0,2,0
037502,2023,1,0,1,0
037504,2009,31,1,30,0
037504,2010,58,2,52,4
037504,2011,87,0,87,0
037504,2012,39,3,35,1
037504,2013,33,0,29,4
037504,2014,66,2,64,0
037504,2015,41,5,32,4
037504,2016,49,1,45,3
037504,2017,60,0,53,7
037504,2018,41,3,31,7
037504,2019,42,5,32,5
037504,2020,40,2,30,8
037504,2022,3,0,3,0
037600,2009,56,10,41,5
037600,2010,31,6,25,0
037600,2011,36,3,25,8
037600,2012,22,1,21,0
037600,2013,23,0,21,2
037600,2014,12,0,12,0
037600,2015,26,1,20,5
037600,2016,41,2,35,4
037600,2017,76,7,62,7
037600,2018,69,7,62,0
037600,2019,70,10,54,6
037600,2020,60,4,54,2
037600,2021,94,0,94,0
037600,2022,71,0,71,0
037600,2023,53,0,53,0
037700,2009,21,0,20,1
037700,2010,30,5,25,0
037700,2011,39,3,35,1
037700,2012,57,5,51,1
037700,2013,71,2,52,17
037700,2014,93,7,78,8
037700,2015,71,8,60,3
037700,2016,114,4,100,10
037700,2017,83,12,71,0
037700,2018,70,15,55,0
037700,2019,60,1,57,2
037700,2020,48,7,41,0
037700,2021,16,0,16,0
037700,2022,10,0,10,0
037700,2023,5,0,5,0
037800,2009,30,3,24,3
037800,2010,9,1,8,0
037800,2011,14,1,13,0
037800,2012,22,0,19,3
037800,2013,37,1,31,5
037800,2014,31,2,27,2
037800,2015,14,0,14,0
037800,2016,21,4,16,1
037800,2017,31,4,25,2
037800,2018,13,0,13,0
037800,2019,12,1,11,0
037800,2020,6,2,4,0
037800,2021,1,0,1,0
037800,2022,2,0,2,0
037800,2023,2,0,2,0
037900,2009,86,2,71,13
037900,2010,73,10,63,0
037900,2011,62,1,61,0
037900,2012,59,8,44,7
037900,2013,84,9,73,2
037900,2014,73,3,62,8
037900,2015,128,3,111,14
037900,2016,119,4,101,14
037900,2017,129,20,95,14
037900,2018,144,18,100,26
037900,2019,69,9,59,1
037900,2020,49,0,40,9
037900,2021,40,0,31,9
037900,2022,11,0,11,0
037900,2023,8,0,8,0
038000,2009,39,2,20,17
038000,2010,27,4,18,5
038000,2011,29,1,26,2
038000,2012,29,0,27,2
038000,2013,23,0,17,6
038000,2014,10,1,8,1
038000,2015,28,5,23,0
038000,2016,43,2,36,5
038000,2017,42,2,39,1
038000,2018,37,1,22,14
038000,2019,37,1,25,11
038000,2020,36,11,25,0
038000,2021,12,2,10,0
038000,2022,7,0,7,0
038000,2023,9,0,9,0
038100,2009,57,4,49,4
038100,2010,91,8,79,4
038100,2011,97,2,82,13
038100,2012,80,5,63,12
038100,2013,99,8,85,6
038100,2014,194,24,142,28
038100,2015,134,19,113,2
038100,2016,120,8,101,11
038100,2017,141,10,102,29
038100,2018,68,2,61,5
038100,2019,146,10,124,12
038100,2020,73,2,65,6
038100,2021,33,0,32,1
038100,2022,25,0,25,0
038100,2023,10,0,10,0
038200,2009,18,0,16,2
038200,2010,125,3,122,0
038200,2011,49,0,44,5
038200,2012,55,1,38,16
038200,2013,2,0,2,0
038200,2014,17,1,16,0
038200,2015,11,2,7,2
038200,2016,28,0,21,7
038200,2017,17,0,15,2
038200,2018,39,2,20,17
038200,2019,13,0,11,2
038200,2020,18,2,14,2
038200,2021,19,0,19,0
038200,2022,10,0,10,0
038200,2023,9,0,9,0
038300,2009,15,0,15,0
038300,2010,12,3,9,0
038300,2011,22,0,19,3
038300,2012,32,3,29,0
038300,2013,33,3,25,5
038300,2014,59,4,48,7
038300,2015,92,10,77,5
038300,2016,88,11,59,18
038300,2017,88,15,69,4
038300,2018,76,3,61,12
038300,2019,49,5,33,11
038300,2020,44,3,34,7
038300,2021,10,0,9,1
038300,2022,14,0,14,0
038300,2023,4,0,4,0
038301,2009,11,0,11,0
038301,2010,33,0,33,0
038301,2011,28,1,27,0
038301,2012,40,0,35,5
038301,2013,24,0,24,0
038301,2014,31,6,25,0
038301,2015,41,0,41,0
038301,2016,49,0,49,0
038301,2017,21,0,21,0
038301,2018,14,0,14,0
038301,2019,29,6,23,0
038301,2020,18,0,18,0
038301,2021,5,0,5,0
038301,2022,2,0,2,0
038301,2023,1,0,1,0
038302,2009,46,2,40,4
038302,2010,92,2,90,0
038302,2011,74,1,67,6
038302,2012,71,1,64,6
038302,2013,81,0,65,16
038302,2014,100,13,70,17
038302,2015,109,2,102,5
038302,2016,85,2,74,9
038302,2017,96,3,87,6
038302,2018,79,0,74,5
038302,2019,41,0,41,0
038302,2020,22,0,22,0
038302,2022,3,0,3,0
038302,2023,1,1,0,0
038303,2009,11,0,11,0
038303,2010,40,4,36,0
038303,2011,34,0,32,2
038303,2012,11,0,11,0
038303,2013,13,0,13,0
038303,2014,16,0,16,0
038303,2015,13,0,13,0
038303,2016,11,0,11,0
038303,2017,15,0,15,0
038303,2018,5,0,5,0
038303,2019,8,1,3,4
038303,2020,17,1,10,6
038303,2021,4,0,4,0
038303,2022,1,0,1,0
038304,2009,37,2,35,0
038304,2010,11,0,11,0
038304,2011,35,1,34,0
038304,2012,12,0,12,0
038304,2013,10,0,10,0
038304,2014,4,0,4,0
038304,2015,10,0,10,0
038304,2016,6,1,5,0
038304,2017,14,1,13,0
038304,2018,10,0,9,1
038304,2019,2,0,2,0
038304,2020,9,3,6,0
038304,2022,2,0,2,0
038304,2023,1,0,1,0
038400,2009,1,1,0,0
038400,2011,8,1,7,0
038400,2012,9,2,7,0
038400,2013,4,0,4,0
038400,2014,2,0,2,0
038400,2015,14,0,13,1
038400,2016,19,2,16,1
038400,2017,23,1,22,0
038400,2018,41,5,32,4
038400,2019,23,0,23,0
038400,2020,35,3,32,0
038400,2021,14,0,14,0
038400,2022,43,0,43,0
038400,2023,17,1,16,0
038500,2009,77,13,55,9
038500,2010,50,4,46,0
038500,2011,54,3,48,3
038500,2012,31,1,30,0
038500,2013,100,11,85,4
038500,2014,74,4,66,4
038500,2015,168,13,112,43
038500,2016,157,15,115,27
038500,2017,115,19,89,7
038500,2018,80,12,52,16
038500,2019,80,11,57,12
038500,2020,69,4,57,8
038500,2021,41,0,41,0
038500,2022,23,0,23,0
038500,2023,6,0,6,0
038600,2009,38,5,32,1
038600,2010,63,5,51,7
038600,2011,59,6,47,6
038600,2012,33,0,32,1
038600,2013,42,3,38,1
038600,2014,32,5,25,2
038600,2015,63,6,49,8
038600,2016,44,5,33,6
038600,2017,65,5,51,9
038600,2018,51,1,46,4
038600,2019,60,4,54,2
038600,2020,44,4,39,1
038600,2021,54,0,54,0
038600,2022,34,0,34,0
038600,2023,20,0,20,0
038700,2009,56,6,50,0
038700,2010,34,5,29,0
038700,2011,65,4,59,2
038700,2012,58,7,45,6
038700,2013,42,3,36,3
038700,2014,85,7,56,22
038700,2015,178,16,110,52
038700,2016,150,13,128,9
038700,2017,183,21,131,31
038700,2018,79,9,66,4
038700,2019,104,15,52,37
038700,2020,43,4,36,3
038700,2021,20,0,20,0
038700,2022,6,0,6,0
038700,2023,4,0,4,0
038800,2009,25,5,20,0
038800,2010,25,5,17,3
038800,2011,37,2,22,13
038800,2012,32,5,24,3
038800,2013,37,9,25,3
038800,2014,19,3,16,0
038800,2015,35,9,25,1
038800,2016,21,4,16,1
038800,2017,32,3,28,1
038800,2018,42,3,37,2
038800,2019,32,4,28,0
038800,2020,29,5,24,0
038800,2021,22,0,22,0
038800,2022,22,0,22,0
038800,2023,18,0,18,0
038900,2009,54,4,50,0
038900,2010,41,5,36,0
038900,2011,54,4,50,0
038900,2012,42,2,36,4
038900,2013,97,11,73,13
038900,2014,130,21,86,23
038900,2015,151,2,119,30
038900,2016,154,9,131,14
038900,2017,96,7,81,8
038900,2018,70,9,57,4
038900,2019,84,14,57,13
038900,2020,81,14,52,15
038900,2021,23,2,21,0
038900,2022,9,0,9,0
038900,2023,7,1,6,0
039000,2009,45,4,28,13
039000,2010,26,0,26,0
039000,2011,26,6,18,2
039000,2012,32,4,25,3
039000,2013,33,10,22,1
039000,2014,15,7,6,2
039000,2015,34,1,26,7
039000,2016,28,3,25,0
039000,2017,42,8,32,2
039000,2018,33,12,15,6
039000,2019,48,7,30,11
039000,2020,38,4,31,3
