geoid,borough,year,major_alterations,new_buildings,total_permits,minor_alterations
36,QUEENS,2014,1,1,3,1
36,QUEENS,2015,0,1,7,6
36,QUEENS,2016,0,2,8,6
36,QUEENS,2017,0,0,10,10
36,QUEENS,2018,1,0,9,8
36,QUEENS,2019,0,0,4,4
36,QUEENS,2020,0,0,4,4
36,QUEENS,2021,0,0,5,5
36,QUEENS,2022,0,0,5,5
36,QUEENS,2023,0,0,4,4
36,STATEN ISLAND,2009,3,6,16,7
36,STATEN ISLAND,2010,0,0,2,2
36,STATEN ISLAND,2011,0,0,4,4
36,STATEN ISLAND,2012,0,0,4,4
36,STATEN ISLAND,2013,0,15,19,4
36,STATEN ISLAND,2014,0,0,7,7
36,STATEN ISLAND,2015,0,0,4,4
36,STATEN ISLAND,2016,0,5,15,10
36,STATEN ISLAND,2017,2,2,14,10
36,STATEN ISLAND,2018,0,5,17,12
36,STATEN ISLAND,2019,0,0,7,7
36,STATEN ISLAND,2020,0,2,4,2
36,STATEN ISLAND,2021,0,1,6,5
36,STATEN ISLAND,2022,0,0,1,1
36,STATEN ISLAND,2023,0,0,1,1
360,BRONX,2009,0,0,1,1
360,BRONX,2010,0,0,3,3
360,BRONX,2011,0,3,5,2
360,BRONX,2012,1,2,10,7
360,BRONX,2013,1,0,5,4
360,BRONX,2014,0,0,4,4
360,BRONX,2015,0,0,5,5
360,BRONX,2016,1,3,10,6
360,BRONX,2017,0,0,2,2
360,BRONX,2018,0,0,8,8
360,BRONX,2019,0,0,3,3
360,BRONX,2020,2,0,14,12
360,BRONX,2021,0,0,9,9
360,BRONX,2022,0,0,5,5
360,BRONX,2023,0,0,2,2
36001,BROOKLYN,2009,1,0,9,8
36001,BROOKLYN,2010,0,0,9,9
36001,BROOKLYN,2011,0,0,9,9
36001,BROOKLYN,2012,0,0,14,14
36001,BROOKLYN,2013,0,0,16,16
36001,BROOKLYN,2014,0,0,16,16
36001,BROOKLYN,2015,0,0,13,13
36001,BROOKLYN,2016,0,0,21,21
36001,BROOKLYN,2017,0,0,19,19
36001,BROOKLYN,2018,0,0,12,12
36001,BROOKLYN,2019,0,0,13,13
36001,BROOKLYN,2020,0,0,5,5
36001,BROOKLYN,2021,1,0,1,0
36002,BROOKLYN,2009,0,0,1,1
36002,BROOKLYN,2010,0,0,4,4
36002,BROOKLYN,2011,0,0,10,10
36002,BROOKLYN,2012,0,0,15,15
36002,BROOKLYN,2013,0,0,21,21
36002,BROOKLYN,2014,0,0,2,2
36002,BROOKLYN,2015,0,0,18,18
36002,BROOKLYN,2016,0,0,9,9
36002,BROOKLYN,2017,0,0,4,4
36002,BROOKLYN,2018,0,0,5,5
36002,BROOKLYN,2019,2,0,6,4
36002,BROOKLYN,2020,6,0,18,12
3601,MANHATTAN,2009,2,1,32,29
3601,MANHATTAN,2010,3,0,45,42
3601,MANHATTAN,2011,10,0,29,19
3601,MANHATTAN,2012,4,1,36,31
3601,MANHATTAN,2013,3,5,39,31
3601,MANHATTAN,2014,0,2,30,28
3601,MANHATTAN,2015,4,0,37,33
3601,MANHATTAN,2016,2,0,55,53
3601,MANHATTAN,2017,2,6,44,36
3601,MANHATTAN,2018,10,1,42,31
3601,MANHATTAN,2019,3,0,29,26
3601,MANHATTAN,2020,0,0,24,24
3601,MANHATTAN,2021,0,0,6,6
3601,MANHATTAN,2022,0,0,3,3
3602,MANHATTAN,2009,7,0,35,28
3602,MANHATTAN,2010,0,0,39,39
3602,MANHATTAN,2011,7,3,42,32
3602,MANHATTAN,2012,6,0,52,46
3602,MANHATTAN,2013,5,0,49,44
3602,MANHATTAN,2014,10,1,48,37
3602,MANHATTAN,2015,0,5,33,28
3602,MANHATTAN,2016,0,0,31,31
3602,MANHATTAN,2017,0,0,44,44
3602,MANHATTAN,2018,8,0,27,19
3602,MANHATTAN,2019,4,4,31,23
3602,MANHATTAN,2020,0,3,16,13
3602,MANHATTAN,2021,0,0,1,1
3602,MANHATTAN,2022,0,0,1,1
361,BRONX,2009,0,3,4,1
361,BRONX,2010,0,0,12,12
361,BRONX,2011,0,0,6,6
361,BRONX,2012,1,2,5,2
361,BRONX,2013,1,0,14,13
361,BRONX,2014,2,0,13,11
361,BRONX,2015,0,0,6,6
361,BRONX,2016,0,2,6,4
361,BRONX,2017,0,0,4,4
361,BRONX,2018,0,0,6,6
361,BRONX,2019,3,0,4,1
361,BRONX,2020,0,9,19,10
361,BRONX,2021,0,0,1,1
361,BRONX,2023,0,0,6,6
361,BROOKLYN,2009,0,2,8,6
361,BROOKLYN,2010,0,2,25,23
361,BROOKLYN,2011,0,1,12,11
361,BROOKLYN,2012,0,0,10,10
361,BROOKLYN,2013,3,0,8,5
361,BROOKLYN,2014,0,0,10,10
361,BROOKLYN,2015,0,0,18,18
361,BROOKLYN,2016,2,0,16,14
361,BROOKLYN,2017,0,1,20,19
361,BROOKLYN,2018,2,0,8,6
361,BROOKLYN,2019,0,1,10,9
361,BROOKLYN,2020,0,0,3,3
361,BROOKLYN,2021,0,1,3,2
361,BROOKLYN,2022,0,0,2,2
361,BROOKLYN,2023,0,0,1,1
361,QUEENS,2009,0,0,4,4
361,QUEENS,2010,0,0,10,10
361,QUEENS,2011,1,4,12,7
361,QUEENS,2012,0,3,12,9
361,QUEENS,2013,0,0,2,2
361,QUEENS,2014,0,0,3,3
361,QUEENS,2015,0,0,3,3
361,QUEENS,2016,0,1,4,3
361,QUEENS,2017,0,1,12,11
361,QUEENS,2018,0,2,12,10
361,QUEENS,2019,0,0,5,5
361,QUEENS,2020,0,0,5,5
361,QUEENS,2021,0,0,7,7
361,QUEENS,2022,0,0,5,5
361,QUEENS,2023,0,0,1,1
362,BROOKLYN,2009,2,0,25,23
362,BROOKLYN,2010,2,1,20,17
362,BROOKLYN,2011,0,7,27,20
362,BROOKLYN,2012,0,0,15,15
362,BROOKLYN,2013,1,0,36,35
362,BROOKLYN,2014,4,4,34,26
362,BROOKLYN,2015,0,4,26,22
362,BROOKLYN,2016,0,7,46,39
362,BROOKLYN,2017,0,0,22,22
362,BROOKLYN,2018,1,0,13,12
362,BROOKLYN,2019,0,1,16,15
362,BROOKLYN,2020,3,0,11,8
362,BROOKLYN,2021,0,0,4,4
362,BROOKLYN,2023,0,0,1,1
363,BRONX,2009,0,0,7,7
363,BRONX,2010,0,0,8,8
363,BRONX,2011,0,0,5,5
363,BRONX,2012,0,0,16,16
363,BRONX,2013,0,1,20,19
363,BRONX,2014,0,2,23,21
363,BRONX,2015,0,1,16,15
363,BRONX,2016,0,0,12,12
363,BRONX,2017,2,1,24,21
363,BRONX,2018,2,0,12,10
363,BRONX,2019,3,7,32,22
363,BRONX,2020,4,2,23,17
363,BRONX,2021,0,1,5,4
363,BRONX,2022,0,0,4,4
363,BRONX,2023,0,0,1,1
363,BROOKLYN,2009,1,0,2,1
363,BROOKLYN,2010,1,0,10,9
363,BROOKLYN,2011,0,0,3,3
363,BROOKLYN,2012,0,0,5,5
363,BROOKLYN,2013,0,5,15,10
363,BROOKLYN,2014,0,5,22,17
363,BROOKLYN,2015,0,7,23,16
363,BROOKLYN,2016,0,15,24,9
363,BROOKLYN,2017,0,4,16,12
363,BROOKLYN,2018,6,0,28,22
363,BROOKLYN,2019,3,3,13,7
363,BROOKLYN,2020,3,1,12,8
363,BROOKLYN,2021,0,1,11,10
363,BROOKLYN,2022,0,0,8,8
363,BROOKLYN,2023,0,0,1,1
363,QUEENS,2009,0,0,3,3
363,QUEENS,2010,0,0,4,4
363,QUEENS,2011,0,3,7,4
363,QUEENS,2012,2,0,3,1
363,QUEENS,2013,0,2,7,5
363,QUEENS,2014,0,0,1,1
363,QUEENS,2015,3,0,9,6
363,QUEENS,2016,1,3,12,8
363,QUEENS,2017,1,0,14,13
363,QUEENS,2018,0,0,5,5
363,QUEENS,2019,0,0,1,1
363,QUEENS,2020,0,0,8,8
363,QUEENS,2021,0,0,6,6
364,BRONX,2009,0,0,3,3
364,BRONX,2010,5,0,9,4
364,BRONX,2011,0,0,3,3
364,BRONX,2012,0,0,9,9
364,BRONX,2013,0,0,1,1
364,BRONX,2014,0,0,10,10
364,BRONX,2015,0,0,3,3
364,BRONX,2016,0,0,6,6
364,BRONX,2017,0,0,8,8
364,BRONX,2018,0,2,13,11
364,BRONX,2019,0,2,12,10
364,BRONX,2020,0,0,8,8
364,BRONX,2021,0,0,18,18
364,BRONX,2022,0,0,14,14
364,BRONX,2023,0,0,6,6
364,BROOKLYN,2009,0,0,14,14
364,BROOKLYN,2010,0,0,10,10
364,BROOKLYN,2011,1,4,15,10
364,BROOKLYN,2012,0,1,8,7
364,BROOKLYN,2013,2,1,18,15
364,BROOKLYN,2014,4,3,27,20
364,BROOKLYN,2015,0,9,26,17
364,BROOKLYN,2016,0,8,28,20
364,BROOKLYN,2017,0,1,12,11
364,BROOKLYN,2018,1,0,23,22
364,BROOKLYN,2019,0,0,4,4
364,BROOKLYN,2020,0,3,11,8
364,BROOKLYN,2021,0,1,7,6
364,BROOKLYN,2022,0,0,4,4
364,BROOKLYN,2023,0,0,1,1
365,QUEENS,2009,0,1,4,3
365,QUEENS,2010,0,0,9,9
365,QUEENS,2011,0,0,4,4
365,QUEENS,2012,0,1,10,9
365,QUEENS,2013,0,3,19,16
365,QUEENS,2014,0,0,4,4
365,QUEENS,2015,0,7,14,7
365,QUEENS,2016,3,1,20,16
365,QUEENS,2017,1,4,20,15
365,QUEENS,2018,1,1,5,3
365,QUEENS,2020,0,0,5,5
365,QUEENS,2021,1,0,9,8
365,QUEENS,2022,0,0,3,3
365,QUEENS,2023,0,0,1,1
36501,BRONX,2009,0,0,10,10
36501,BRONX,2010,0,0,3,3
36501,BRONX,2011,0,0,4,4
36501,BRONX,2012,0,1,16,15
36501,BRONX,2013,0,0,7,7
36501,BRONX,2014,0,0,9,9
36501,BRONX,2015,1,0,12,11
36501,BRONX,2016,0,1,12,11
36501,BRONX,2017,0,0,4,4
36501,BRONX,2018,2,1,8,5
36501,BRONX,2019,0,0,6,6
36501,BRONX,2020,5,0,9,4
36501,BRONX,2021,1,0,1,0
36501,BROOKLYN,2009,0,0,1,1
36501,BROOKLYN,2010,0,0,15,15
36501,BROOKLYN,2011,0,0,7,7
36501,BROOKLYN,2012,0,0,6,6
36501,BROOKLYN,2013,2,0,3,1
36501,BROOKLYN,2014,1,2,11,8
36501,BROOKLYN,2015,1,10,23,12
36501,BROOKLYN,2016,0,0,5,5
36501,BROOKLYN,2017,0,0,13,13
36501,BROOKLYN,2018,0,0,20,20
36501,BROOKLYN,2019,0,0,3,3
36501,BROOKLYN,2020,0,4,6,2
36501,BROOKLYN,2021,0,1,4,3
36501,BROOKLYN,2022,0,0,2,2
36501,BROOKLYN,2023,0,0,1,1
36502,BRONX,2009,0,1,8,7
36502,BRONX,2010,0,0,15,15
36502,BRONX,2011,0,0,3,3
36502,BRONX,2012,0,0,2,2
36502,BRONX,2013,1,2,9,6
36502,BRONX,2014,0,2,3,1
36502,BRONX,2015,2,0,6,4
36502,BRONX,2016,2,0,6,4
36502,BRONX,2017,0,0,15,15
36502,BRONX,2018,0,1,4,3
36502,BRONX,2019,0,3,7,4
36502,BRONX,2020,1,7,10,2
36502,BRONX,2022,0,0,1,1
36502,BROOKLYN,2010,1,4,14,9
36502,BROOKLYN,2011,0,0,15,15
36502,BROOKLYN,2012,0,0,8,8
36502,BROOKLYN,2013,0,5,7,2
36502,BROOKLYN,2014,2,2,10,6
36502,BROOKLYN,2015,2,0,14,12
36502,BROOKLYN,2016,0,7,17,10
36502,BROOKLYN,2017,0,2,19,17
36502,BROOKLYN,2018,1,3,16,12
36502,BROOKLYN,2019,0,1,11,10
36502,BROOKLYN,2020,3,0,9,6
36502,BROOKLYN,2021,1,2,6,3
36502,BROOKLYN,2022,0,1,2,1
36502,BROOKLYN,2023,0,0,1,1
366,BROOKLYN,2009,0,0,11,11
366,BROOKLYN,2010,1,2,19,16
366,BROOKLYN,2011,4,0,10,6
366,BROOKLYN,2012,1,0,8,7
366,BROOKLYN,2013,3,0,23,20
366,BROOKLYN,2014,2,0,27,25
366,BROOKLYN,2015,0,2,26,24
366,BROOKLYN,2016,0,3,9,6
366,BROOKLYN,2017,3,0,16,13
366,BROOKLYN,2018,0,0,6,6
366,BROOKLYN,2019,0,0,8,8
366,BROOKLYN,2020,0,0,3,3
366,BROOKLYN,2021,0,0,2,2
366,BROOKLYN,2022,0,0,4,4
366,BROOKLYN,2023,0,0,2,2
366,QUEENS,2009,1,0,3,2
366,QUEENS,2010,8,0,24,16
366,QUEENS,2011,1,0,13,12
366,QUEENS,2012,0,3,7,4
366,QUEENS,2013,2,0,10,8
366,QUEENS,2014,4,0,7,3
366,QUEENS,2015,0,0,11,11
366,QUEENS,2016,0,0,22,22
366,QUEENS,2017,0,0,11,11
366,QUEENS,2018,0,1,15,14
366,QUEENS,2019,2,7,23,14
366,QUEENS,2020,0,0,15,15
366,QUEENS,2021,0,0,18,18
366,QUEENS,2022,0,0,8,8
366,QUEENS,2023,0,0,10,10
367,BRONX,2009,0,0,4,4
367,BRONX,2010,0,0,5,5
367,BRONX,2011,0,0,3,3
367,BRONX,2012,0,0,3,3
367,BRONX,2013,0,0,9,9
367,BRONX,2014,0,0,2,2
367,BRONX,2015,0,0,1,1
367,BRONX,2016,0,4,11,7
367,BRONX,2017,1,1,3,1
367,BRONX,2018,0,6,12,6
367,BRONX,2019,0,0,5,5
367,BRONX,2020,0,0,4,4
367,BRONX,2021,0,0,2,2
367,BRONX,2022,0,0,4,4
367,BRONX,2023,0,0,1,1
367,BROOKLYN,2009,0,0,8,8
367,BROOKLYN,2010,0,0,1,1
367,BROOKLYN,2011,1,0,6,5
367,BROOKLYN,2012,0,0,9,9
367,BROOKLYN,2013,0,0,2,2
367,BROOKLYN,2014,2,0,7,5
367,BROOKLYN,2015,5,0,8,3
367,BROOKLYN,2016,5,0,12,7
367,BROOKLYN,2017,4,1,18,13
367,BROOKLYN,2018,0,1,17,16
367,BROOKLYN,2019,0,5,11,6
367,BROOKLYN,2020,0,6,18,12
367,BROOKLYN,2021,0,0,9,9
367,BROOKLYN,2022,0,0,2,2
367,QUEENS,2009,0,0,5,5
367,QUEENS,2010,0,0,4,4
367,QUEENS,2011,1,2,4,1
367,QUEENS,2012,0,0,1,1
367,QUEENS,2013,0,5,11,6
367,QUEENS,2014,0,0,2,2
367,QUEENS,2015,3,0,5,2
367,QUEENS,2016,4,0,8,4
367,QUEENS,2017,3,0,11,8
367,QUEENS,2018,0,0,4,4
367,QUEENS,2019,0,0,4,4
367,QUEENS,2020,4,0,12,8
367,QUEENS,2021,0,0,6,6
367,QUEENS,2022,0,0,7,7
367,QUEENS,2023,0,0,1,1
368,BRONX,2009,0,2,7,5
368,BRONX,2010,0,0,1,1
368,BRONX,2011,1,0,7,6
368,BRONX,2012,1,0,4,3
368,BRONX,2013,0,0,3,3
368,BRONX,2015,0,0,2,2
368,BRONX,2016,0,0,10,10
368,BRONX,2017,1,2,11,8
368,BRONX,2018,3,0,6,3
368,BRONX,2019,0,4,10,6
368,BRONX,2020,1,0,2,1
368,BRONX,2021,0,0,7,7
368,BRONX,2022,2,0,6,4
368,BRONX,2023,0,0,3,3
368,QUEENS,2011,0,2,5,3
368,QUEENS,2012,0,0,4,4
368,QUEENS,2015,0,0,5,5
368,QUEENS,2016,0,0,8,8
368,QUEENS,2017,1,0,6,5
368,QUEENS,2018,0,0,2,2
368,QUEENS,2019,0,0,6,6
368,QUEENS,2020,0,0,12,12
368,QUEENS,2021,0,0,12,12
368,QUEENS,2022,0,0,7,7
368,QUEENS,2023,0,0,5,5
369,BROOKLYN,2009,3,0,15,12
369,BROOKLYN,2010,1,0,8,7
369,BROOKLYN,2011,0,0,10,10
369,BROOKLYN,2012,2,1,9,6
369,BROOKLYN,2013,1,0,19,18
369,BROOKLYN,2014,1,5,29,23
369,BROOKLYN,2015,3,2,50,45
369,BROOKLYN,2016,0,4,43,39
369,BROOKLYN,2017,1,0,18,17
369,BROOKLYN,2018,0,3,18,15
369,BROOKLYN,2019,0,0,18,18
369,BROOKLYN,2020,0,1,7,6
369,BROOKLYN,2021,0,0,4,4
369,BROOKLYN,2022,0,0,1,1
369,BROOKLYN,2023,0,0,1,1
36901,BRONX,2009,0,0,7,7
36901,BRONX,2010,0,0,7,7
36901,BRONX,2011,0,0,7,7
36901,BRONX,2012,1,0,8,7
36901,BRONX,2013,0,0,2,2
36901,BRONX,2014,0,0,13,13
36901,BRONX,2015,3,0,11,8
36901,BRONX,2016,1,0,9,8
36901,BRONX,2017,0,0,14,14
36901,BRONX,2018,0,6,29,23
36901,BRONX,2019,3,8,24,13
36901,BRONX,2020,1,0,8,7
36901,BRONX,2021,0,0,4,4
36901,BRONX,2022,0,0,2,2
36902,BRONX,2009,0,0,4,4
36902,BRONX,2010,0,1,3,2
36902,BRONX,2011,0,0,5,5
36902,BRONX,2012,0,0,2,2
36902,BRONX,2013,1,1,8,6
36902,BRONX,2014,1,0,4,3
36902,BRONX,2015,0,0,7,7
36902,BRONX,2016,0,2,8,6
36902,BRONX,2017,0,0,16,16
36902,BRONX,2018,0,0,1,1
36902,BRONX,2019,3,0,5,2
36902,BRONX,2020,2,0,6,4
36902,BRONX,2021,0,2,20,18
36902,BRONX,2022,0,0,3,3
37,BRONX,2009,0,0,3,3
37,BRONX,2010,0,0,1,1
37,BRONX,2012,0,0,1,1
37,BRONX,2013,0,0,1,1
37,BRONX,2014,0,0,4,4
37,BRONX,2016,0,0,3,3
37,BRONX,2017,0,0,2,2
37,BRONX,2018,0,0,5,5
37,BROOKLYN,2009,10,0,57,47
37,BROOKLYN,2010,7,0,47,40
37,BROOKLYN,2011,7,0,63,56
37,BROOKLYN,2012,2,1,35,32
37,BROOKLYN,2013,4,6,70,60
37,BROOKLYN,2014,5,26,95,64
37,BROOKLYN,2015,10,2,93,81
37,BROOKLYN,2016,15,15,161,131
37,BROOKLYN,2017,6,6,63,51
37,BROOKLYN,2018,3,16,84,65
37,BROOKLYN,2019,1,2,63,60
37,BROOKLYN,2020,1,0,24,23
37,BROOKLYN,2021,0,0,1,1
37,BROOKLYN,2022,1,0,2,1
37,BROOKLYN,2023,1,0,1,0
37,MANHATTAN,2009,4,3,140,133
37,MANHATTAN,2010,3,4,118,111
37,MANHATTAN,2011,5,1,173,167
37,MANHATTAN,2012,11,4,180,165
37,MANHATTAN,2013,20,9,217,188
37,MANHATTAN,2014,9,4,176,163
37,MANHATTAN,2015,14,19,212,179
37,MANHATTAN,2016,8,3,168,157
37,MANHATTAN,2017,19,17,183,147
37,MANHATTAN,2018,19,3,163,141
37,MANHATTAN,2019,3,12,119,104
37,MANHATTAN,2020,2,0,83,81
37,MANHATTAN,2021,3,0,6,3
37,MANHATTAN,2022,0,0,1,1
37,QUEENS,2009,0,0,9,9
37,QUEENS,2010,0,0,5,5
37,QUEENS,2011,0,0,3,3
37,QUEENS,2012,0,1,12,11
37,QUEENS,2013,0,0,6,6
37,QUEENS,2014,0,0,3,3
37,QUEENS,2015,0,0,9,9
37,QUEENS,2016,0,0,4,4
37,QUEENS,2017,0,7,11,4
37,QUEENS,2018,0,0,6,6
37,QUEENS,2019,0,0,4,4
37,QUEENS,2020,0,0,2,2
370,BRONX,2009,0,0,3,3
370,BRONX,2010,0,0,5,5
370,BRONX,2011,0,0,4,4
370,BRONX,2013,0,0,1,1
370,BRONX,2014,0,2,2,0
370,BRONX,2015,0,0,4,4
370,BRONX,2016,1,0,4,3
370,BRONX,2017,1,0,13,12
370,BRONX,2018,1,0,4,3
370,BRONX,2019,1,0,1,0
370,BRONX,2020,0,0,5,5
370,BRONX,2021,0,0,7,7
370,BRONX,2022,0,0,10,10
370,BRONX,2023,0,0,8,8
370,BROOKLYN,2009,0,0,3,3
370,BROOKLYN,2010,7,0,16,9
370,BROOKLYN,2011,2,0,25,23
370,BROOKLYN,2012,0,0,11,11
370,BROOKLYN,2013,0,1,11,10
370,BROOKLYN,2014,0,0,14,14
370,BROOKLYN,2015,1,0,24,23
370,BROOKLYN,2016,2,0,11,9
370,BROOKLYN,2017,3,0,10,7
370,BROOKLYN,2018,2,9,29,18
370,BROOKLYN,2019,0,0,14,14
370,BROOKLYN,2020,1,0,17,16
370,BROOKLYN,2021,0,0,4,4
370,BROOKLYN,2023,0,0,2,2
371,BRONX,2009,0,0,6,6
371,BRONX,2010,1,0,9,8
371,BRONX,2011,0,1,11,10
371,BRONX,2012,0,2,10,8
371,BRONX,2013,0,3,8,5
371,BRONX,2014,0,2,20,18
371,BRONX,2015,0,2,12,10
371,BRONX,2016,0,0,9,9
371,BRONX,2017,0,0,14,14
371,BRONX,2018,0,0,7,7
371,BRONX,2019,1,0,4,3
371,BRONX,2020,2,0,7,5
371,BRONX,2021,0,0,8,8
371,BRONX,2022,0,0,3,3
371,BRONX,2023,0,0,2,2
371,BROOKLYN,2009,0,0,6,6
371,BROOKLYN,2010,0,0,8,8
371,BROOKLYN,2011,0,7,9,2
371,BROOKLYN,2012,2,0,5,3
371,BROOKLYN,2013,1,0,9,8
371,BROOKLYN,2014,3,4,16,9
371,BROOKLYN,2015,6,0,21,15
371,BROOKLYN,2016,1,1,27,25
371,BROOKLYN,2017,1,3,24,20
371,BROOKLYN,2018,3,0,19,16
371,BROOKLYN,2019,1,0,14,13
371,BROOKLYN,2020,1,2,10,7
371,BROOKLYN,2021,0,0,8,8
371,BROOKLYN,2022,0,0,1,1
371,BROOKLYN,2023,0,0,3,3
371,QUEENS,2009,0,2,2,0
371,QUEENS,2010,1,0,1,0
371,QUEENS,2011,0,0,3,3
371,QUEENS,2012,0,1,8,7
371,QUEENS,2013,0,0,5,5
371,QUEENS,2014,1,0,1,0
371,QUEENS,2015,0,0,1,1
371,QUEENS,2016,3,0,3,0
371,QUEENS,2017,0,4,10,6
371,QUEENS,2018,2,0,6,4
371,QUEENS,2019,0,0,4,4
371,QUEENS,2021,0,0,5,5
371,QUEENS,2022,0,0,4,4
371,QUEENS,2023,0,0,1,1
372,BRONX,2009,0,0,6,6
372,BRONX,2010,0,0,2,2
372,BRONX,2012,0,0,7,7
372,BRONX,2013,0,2,14,12
372,BRONX,2014,2,1,9,6
372,BRONX,2015,0,0,6,6
372,BRONX,2016,0,0,7,7
372,BRONX,2017,0,0,1,1
372,BRONX,2018,1,0,6,5
372,BRONX,2019,0,0,3,3
372,BRONX,2020,0,8,16,8
372,BRONX,2021,0,0,16,16
372,BRONX,2022,0,0,1,1
372,BRONX,2023,0,0,4,4
373,BRONX,2009,2,4,20,14
373,BRONX,2010,0,1,13,12
373,BRONX,2011,1,2,22,19
373,BRONX,2012,2,0,15,13
373,BRONX,2013,0,1,18,17
373,BRONX,2014,0,1,23,22
373,BRONX,2015,1,4,36,31
373,BRONX,2016,5,1,28,22
373,BRONX,2017,1,1,24,22
373,BRONX,2018,0,2,31,29
373,BRONX,2019,0,0,8,8
373,BRONX,2020,0,3,4,1
373,BRONX,2021,2,0,3,1
373,BRONX,2022,0,0,1,1
373,BRONX,2023,0,0,2,2
373,BROOKLYN,2009,0,0,8,8
373,BROOKLYN,2010,1,0,7,6
373,BROOKLYN,2011,0,0,9,9
373,BROOKLYN,2012,1,0,12,11
373,BROOKLYN,2013,0,2,16,14
373,BROOKLYN,2014,3,4,33,26
373,BROOKLYN,2015,0,0,28,28
373,BROOKLYN,2016,0,0,6,6
373,BROOKLYN,2017,1,0,10,9
373,BROOKLYN,2018,0,0,16,16
373,BROOKLYN,2019,0,7,17,10
373,BROOKLYN,2020,2,1,21,18
373,BROOKLYN,2021,0,0,9,9
373,BROOKLYN,2022,0,0,1,1
373,BROOKLYN,2023,0,0,2,2
373,QUEENS,2009,1,0,6,5
373,QUEENS,2010,5,2,12,5
373,QUEENS,2011,0,4,8,4
373,QUEENS,2012,2,0,8,6
373,QUEENS,2013,0,2,8,6
373,QUEENS,2014,0,3,13,10
373,QUEENS,2015,2,5,18,11
373,QUEENS,2016,0,9,22,13
373,QUEENS,2017,1,21,33,11
373,QUEENS,2018,0,15,28,13
373,QUEENS,2019,0,0,9,9
373,QUEENS,2020,2,6,11,3
373,QUEENS,2021,0,0,4,4
373,QUEENS,2022,1,0,1,0
373,QUEENS,2023,0,0,2,2
374,BRONX,2009,3,3,8,2
374,BRONX,2010,0,0,13,13
374,BRONX,2011,0,0,4,4
374,BRONX,2012,0,3,14,11
374,BRONX,2013,0,0,5,5
374,BRONX,2014,1,2,15,12
374,BRONX,2015,0,0,9,9
374,BRONX,2016,0,1,5,4
374,BRONX,2017,0,2,9,7
374,BRONX,2018,0,0,3,3
374,BRONX,2019,0,0,7,7
374,BRONX,2020,0,0,5,5
374,BRONX,2022,3,0,4,1
374,BRONX,2023,0,0,1,1
37401,BROOKLYN,2009,1,0,8,7
37401,BROOKLYN,2010,0,0,12,12
37401,BROOKLYN,2011,0,1,4,3
37401,BROOKLYN,2012,0,0,9,9
37401,BROOKLYN,2013,2,0,5,3
37401,BROOKLYN,2014,0,0,1,1
37401,BROOKLYN,2015,2,0,11,9
37401,BROOKLYN,2016,0,0,11,11
37401,BROOKLYN,2017,0,0,11,11
37401,BROOKLYN,2018,0,0,4,4
37401,BROOKLYN,2019,0,0,1,1
37401,BROOKLYN,2020,1,0,3,2
37401,BROOKLYN,2021,0,0,5,5
37401,BROOKLYN,2022,0,0,1,1
37401,BROOKLYN,2023,0,0,1,1
37402,BROOKLYN,2009,0,0,4,4
37402,BROOKLYN,2010,0,0,4,4
37402,BROOKLYN,2011,0,1,9,8
37402,BROOKLYN,2012,0,0,2,2
37402,BROOKLYN,2013,0,0,6,6
37402,BROOKLYN,2014,0,5,10,5
37402,BROOKLYN,2015,0,0,6,6
37402,BROOKLYN,2016,1,0,7,6
37402,BROOKLYN,2017,0,4,14,10
37402,BROOKLYN,2018,0,0,2,2
37402,BROOKLYN,2019,0,0,3,3
37402,BROOKLYN,2020,3,0,3,0
37402,BROOKLYN,2021,0,0,1,1
37402,BROOKLYN,2022,0,0,1,1
375,BROOKLYN,2009,1,0,13,12
375,BROOKLYN,2010,0,0,26,26
375,BROOKLYN,2011,0,0,8,8
375,BROOKLYN,2012,4,0,15,11
375,BROOKLYN,2013,3,0,17,14
375,BROOKLYN,2014,17,5,43,21
375,BROOKLYN,2015,4,4,38,30
375,BROOKLYN,2016,2,6,35,27
375,BROOKLYN,2017,3,0,14,11
375,BROOKLYN,2018,1,1,17,15
375,BROOKLYN,2019,1,0,17,16
375,BROOKLYN,2020,0,0,3,3
375,BROOKLYN,2021,0,0,8,8
375,BROOKLYN,2022,0,0,3,3
375,QUEENS,2009,0,1,14,13
375,QUEENS,2010,0,0,10,10
375,QUEENS,2011,1,6,17,10
375,QUEENS,2012,1,2,14,11
375,QUEENS,2013,4,10,38,24
375,QUEENS,2014,1,3,20,16
375,QUEENS,2015,0,1,25,24
375,QUEENS,2016,0,0,28,28
375,QUEENS,2017,0,0,8,8
375,QUEENS,2018,1,0,11,10
375,QUEENS,2019,0,0,3,3
375,QUEENS,2020,0,0,7,7
375,QUEENS,2021,0,0,1,1
375,QUEENS,2022,0,0,1,1
375,QUEENS,2023,0,0,1,1
37504,BRONX,2009,1,0,8,7
37504,BRONX,2010,2,0,21,19
37504,BRONX,2011,0,0,23,23
37504,BRONX,2012,1,1,16,14
37504,BRONX,2013,0,1,12,11
37504,BRONX,2014,1,0,22,21
37504,BRONX,2015,2,0,21,19
37504,BRONX,2016,1,0,25,24
37504,BRONX,2017,0,7,37,30
37504,BRONX,2018,1,1,20,18
37504,BRONX,2019,0,1,22,21
37504,BRONX,2020,2,7,27,18
37504,BRONX,2022,0,0,2,2
376,BRONX,2009,0,0,9,9
376,BRONX,2010,0,0,2,2
376,BRONX,2011,2,0,6,4
