geoid,borough,year,major_alterations,new_buildings,total_permits,minor_alterations
1463,QUEENS,2017,3,1,10,6
1463,QUEENS,2018,2,0,20,18
1463,QUEENS,2019,0,0,2,2
1463,QUEENS,2020,0,0,6,6
1463,QUEENS,2021,0,0,7,7
1463,QUEENS,2022,0,0,4,4
1467,QUEENS,2009,0,1,18,17
1467,QUEENS,2010,6,1,29,22
1467,QUEENS,2011,0,0,14,14
1467,QUEENS,2012,4,6,32,22
1467,QUEENS,2013,0,0,16,16
1467,QUEENS,2014,0,1,14,13
1467,QUEENS,2015,0,0,22,22
1467,QUEENS,2016,3,9,22,10
1467,QUEENS,2017,0,2,21,19
1467,QUEENS,2018,3,0,15,12
1467,QUEENS,2019,1,0,13,12
1467,QUEENS,2020,4,0,9,5
1467,QUEENS,2021,0,0,3,3
147,BROOKLYN,2009,3,0,8,5
147,BROOKLYN,2010,0,5,12,7
147,BROOKLYN,2011,0,0,15,15
147,BROOKLYN,2012,1,0,6,5
147,BROOKLYN,2013,0,3,16,13
147,BROOKLYN,2014,0,1,12,11
147,BROOKLYN,2015,0,3,22,19
147,BROOKLYN,2016,0,7,20,13
147,BROOKLYN,2017,0,2,17,15
147,BROOKLYN,2018,0,2,16,14
147,BROOKLYN,2019,4,1,10,5
147,BROOKLYN,2020,4,1,13,8
147,BROOKLYN,2022,0,0,2,2
147,MANHATTAN,2009,5,1,32,26
147,MANHATTAN,2010,0,2,18,16
147,MANHATTAN,2011,0,0,22,22
147,MANHATTAN,2012,0,0,7,7
147,MANHATTAN,2013,1,0,20,19
147,MANHATTAN,2014,2,0,13,11
147,MANHATTAN,2015,0,0,15,15
147,MANHATTAN,2016,0,0,13,13
147,MANHATTAN,2017,0,0,4,4
147,MANHATTAN,2018,0,0,10,10
147,MANHATTAN,2019,0,0,2,2
147,MANHATTAN,2020,3,0,8,5
147,MANHATTAN,2021,0,0,1,1
147,QUEENS,2009,0,1,7,6
147,QUEENS,2010,3,0,14,11
147,QUEENS,2011,1,0,5,4
147,QUEENS,2012,0,0,7,7
147,QUEENS,2013,6,0,20,14
147,QUEENS,2014,0,0,6,6
147,QUEENS,2015,2,0,8,6
147,QUEENS,2016,2,0,19,17
147,QUEENS,2017,0,0,10,10
147,QUEENS,2018,0,0,10,10
147,QUEENS,2019,0,0,5,5
147,QUEENS,2020,0,0,3,3
147,QUEENS,2021,2,0,5,3
147,QUEENS,2022,0,0,1,1
147,STATEN ISLAND,2009,6,0,19,13
147,STATEN ISLAND,2010,7,0,19,12
147,STATEN ISLAND,2011,5,0,16,11
147,STATEN ISLAND,2012,11,1,18,6
147,STATEN ISLAND,2013,2,0,21,19
147,STATEN ISLAND,2014,5,0,29,24
147,STATEN ISLAND,2015,2,0,15,13
147,STATEN ISLAND,2016,3,0,14,11
147,STATEN ISLAND,2017,1,1,12,10
147,STATEN ISLAND,2018,0,0,4,4
147,STATEN ISLAND,2019,1,0,5,4
147,STATEN ISLAND,2020,3,0,13,10
147,STATEN ISLAND,2021,0,0,4,4
147,STATEN ISLAND,2022,0,0,9,9
147,STATEN ISLAND,2023,1,0,4,3
14701,BRONX,2009,0,0,7,7
14701,BRONX,2010,0,0,8,8
14701,BRONX,2011,0,0,5,5
14701,BRONX,2012,0,0,7,7
14701,BRONX,2013,0,0,4,4
14701,BRONX,2014,0,0,5,5
14701,BRONX,2015,0,0,2,2
14701,BRONX,2016,0,0,15,15
14701,BRONX,2017,0,0,14,14
14701,BRONX,2018,0,0,50,50
14701,BRONX,2021,0,0,3,3
14702,BRONX,2009,0,0,1,1
14702,BRONX,2010,0,0,5,5
14702,BRONX,2011,0,0,2,2
14702,BRONX,2012,0,0,9,9
14702,BRONX,2013,0,0,7,7
14702,BRONX,2014,0,0,12,12
14702,BRONX,2015,2,0,7,5
14702,BRONX,2016,0,0,14,14
14702,BRONX,2017,0,0,3,3
14702,BRONX,2018,0,0,27,27
14702,BRONX,2019,0,0,4,4
1471,QUEENS,2009,1,0,11,10
1471,QUEENS,2010,3,1,18,14
1471,QUEENS,2011,1,0,10,9
1471,QUEENS,2012,2,1,16,13
1471,QUEENS,2013,0,0,13,13
1471,QUEENS,2014,0,2,14,12
1471,QUEENS,2015,0,3,12,9
1471,QUEENS,2016,1,1,11,9
1471,QUEENS,2017,3,1,10,6
1471,QUEENS,2018,4,0,12,8
1471,QUEENS,2019,4,4,18,10
1471,QUEENS,2020,0,2,3,1
1471,QUEENS,2021,3,0,8,5
1471,QUEENS,2023,1,0,3,2
1479,QUEENS,2009,0,2,15,13
1479,QUEENS,2010,0,0,16,16
1479,QUEENS,2011,0,1,11,10
1479,QUEENS,2012,1,1,17,15
1479,QUEENS,2013,1,4,20,15
1479,QUEENS,2014,3,1,37,33
1479,QUEENS,2015,2,0,21,19
1479,QUEENS,2016,1,3,22,18
1479,QUEENS,2017,1,2,18,15
1479,QUEENS,2018,0,1,16,15
1479,QUEENS,2019,3,0,21,18
1479,QUEENS,2020,0,6,11,5
1479,QUEENS,2021,0,1,14,13
1479,QUEENS,2022,0,0,1,1
1479,QUEENS,2023,0,0,2,2
148,BROOKLYN,2009,2,0,5,3
148,BROOKLYN,2010,0,0,3,3
148,BROOKLYN,2011,0,0,2,2
148,BROOKLYN,2012,0,0,7,7
148,BROOKLYN,2013,2,0,5,3
148,BROOKLYN,2014,0,3,4,1
148,BROOKLYN,2015,2,0,10,8
148,BROOKLYN,2016,0,1,6,5
148,BROOKLYN,2017,1,0,4,3
148,BROOKLYN,2018,0,0,2,2
148,BROOKLYN,2019,0,0,1,1
148,BROOKLYN,2020,1,0,5,4
148,BROOKLYN,2022,0,0,2,2
148,QUEENS,2009,3,1,6,2
148,QUEENS,2010,0,0,2,2
148,QUEENS,2011,0,0,3,3
148,QUEENS,2012,0,0,2,2
148,QUEENS,2013,2,0,5,3
148,QUEENS,2014,0,0,6,6
148,QUEENS,2015,0,0,2,2
148,QUEENS,2016,0,0,5,5
148,QUEENS,2017,0,0,6,6
148,QUEENS,2018,2,0,14,12
148,QUEENS,2019,1,0,10,9
148,QUEENS,2020,0,0,4,4
148,QUEENS,2021,0,0,4,4
148,QUEENS,2023,0,0,4,4
14801,MANHATTAN,2009,0,0,30,30
14801,MANHATTAN,2010,1,0,28,27
14801,MANHATTAN,2011,3,0,50,47
14801,MANHATTAN,2012,0,0,21,21
14801,MANHATTAN,2013,0,0,28,28
14801,MANHATTAN,2014,1,0,51,50
14801,MANHATTAN,2015,0,0,37,37
14801,MANHATTAN,2016,1,0,38,37
14801,MANHATTAN,2017,0,0,29,29
14801,MANHATTAN,2018,0,0,31,31
14801,MANHATTAN,2019,3,0,22,19
14801,MANHATTAN,2020,8,0,23,15
14801,MANHATTAN,2021,1,0,1,0
14802,MANHATTAN,2009,3,0,66,63
14802,MANHATTAN,2010,0,0,45,45
14802,MANHATTAN,2011,4,0,79,75
14802,MANHATTAN,2012,3,0,91,88
14802,MANHATTAN,2013,7,0,91,84
14802,MANHATTAN,2014,3,5,88,80
14802,MANHATTAN,2015,5,0,80,75
14802,MANHATTAN,2016,6,2,135,127
14802,MANHATTAN,2017,3,0,79,76
14802,MANHATTAN,2018,6,0,84,78
14802,MANHATTAN,2019,2,0,45,43
14802,MANHATTAN,2020,9,0,60,51
14802,MANHATTAN,2021,1,0,6,5
14802,MANHATTAN,2023,0,0,1,1
1483,QUEENS,2009,2,1,9,6
1483,QUEENS,2010,2,0,9,7
1483,QUEENS,2011,1,1,12,10
1483,QUEENS,2012,1,0,8,7
1483,QUEENS,2013,2,0,14,12
1483,QUEENS,2014,0,1,18,17
1483,QUEENS,2015,3,0,26,23
1483,QUEENS,2016,3,4,14,7
1483,QUEENS,2017,1,1,16,14
1483,QUEENS,2018,4,5,26,17
1483,QUEENS,2019,3,2,16,11
1483,QUEENS,2020,5,1,15,9
1483,QUEENS,2021,0,0,6,6
1483,QUEENS,2022,1,0,2,1
1483,QUEENS,2023,0,0,4,4
149,BRONX,2009,0,2,8,6
149,BRONX,2010,0,0,21,21
149,BRONX,2011,0,2,42,40
149,BRONX,2012,2,0,14,12
149,BRONX,2013,0,0,13,13
149,BRONX,2014,0,2,9,7
149,BRONX,2015,3,0,6,3
149,BRONX,2016,0,0,9,9
149,BRONX,2017,1,0,18,17
149,BRONX,2018,3,7,47,37
149,BRONX,2019,0,0,6,6
149,BRONX,2020,0,0,11,11
149,BRONX,2021,0,0,5,5
149,BRONX,2022,0,0,3,3
149,BRONX,2023,1,0,4,3
149,BROOKLYN,2009,2,0,18,16
149,BROOKLYN,2010,0,0,29,29
149,BROOKLYN,2011,3,0,32,29
149,BROOKLYN,2012,3,0,37,34
149,BROOKLYN,2013,4,0,31,27
149,BROOKLYN,2014,7,8,40,25
149,BROOKLYN,2015,9,1,61,51
149,BROOKLYN,2016,6,0,46,40
149,BROOKLYN,2017,3,0,26,23
149,BROOKLYN,2018,2,0,24,22
149,BROOKLYN,2019,2,0,23,21
149,BROOKLYN,2020,2,2,33,29
149,BROOKLYN,2021,1,0,9,8
149,BROOKLYN,2022,0,0,3,3
149,BROOKLYN,2023,0,0,1,1
149,MANHATTAN,2009,5,0,117,112
149,MANHATTAN,2010,0,0,74,74
149,MANHATTAN,2011,1,0,73,72
149,MANHATTAN,2012,5,0,49,44
149,MANHATTAN,2013,3,0,75,72
149,MANHATTAN,2014,7,0,63,56
149,MANHATTAN,2015,2,7,77,68
149,MANHATTAN,2016,0,0,65,65
149,MANHATTAN,2017,2,0,58,56
149,MANHATTAN,2018,3,0,58,55
149,MANHATTAN,2019,0,0,43,43
149,MANHATTAN,2020,6,0,51,45
149,MANHATTAN,2021,0,0,4,4
149,MANHATTAN,2022,0,0,2,2
149,MANHATTAN,2023,0,0,2,2
149,QUEENS,2009,4,0,16,12
149,QUEENS,2010,0,0,16,16
149,QUEENS,2011,1,0,11,10
149,QUEENS,2012,2,0,45,43
149,QUEENS,2013,2,0,20,18
149,QUEENS,2014,0,0,14,14
149,QUEENS,2015,0,0,20,20
149,QUEENS,2016,3,0,9,6
149,QUEENS,2017,0,0,10,10
149,QUEENS,2018,1,0,12,11
149,QUEENS,2019,1,0,5,4
149,QUEENS,2020,0,0,3,3
149,QUEENS,2022,0,0,2,2
149,QUEENS,2023,0,0,1,1
15,BROOKLYN,2009,1,2,65,62
15,BROOKLYN,2010,2,1,76,73
15,BROOKLYN,2011,6,4,70,60
15,BROOKLYN,2012,0,2,44,42
15,BROOKLYN,2013,4,3,87,80
15,BROOKLYN,2014,5,15,116,96
15,BROOKLYN,2015,0,7,109,102
15,BROOKLYN,2016,6,7,132,119
15,BROOKLYN,2017,5,9,113,99
15,BROOKLYN,2018,0,1,56,55
15,BROOKLYN,2019,3,7,51,41
15,BROOKLYN,2020,2,3,63,58
15,BROOKLYN,2021,0,0,10,10
15,BROOKLYN,2022,0,0,4,4
150,BROOKLYN,2009,1,0,8,7
150,BROOKLYN,2010,1,0,3,2
150,BROOKLYN,2011,0,2,8,6
150,BROOKLYN,2012,0,0,5,5
150,BROOKLYN,2013,0,0,1,1
150,BROOKLYN,2014,6,2,12,4
150,BROOKLYN,2015,0,0,13,13
150,BROOKLYN,2016,0,0,2,2
150,BROOKLYN,2017,0,0,2,2
150,BROOKLYN,2018,2,0,6,4
150,BROOKLYN,2019,0,1,5,4
150,BROOKLYN,2020,0,0,1,1
150,QUEENS,2009,2,0,4,2
150,QUEENS,2010,1,0,5,4
150,QUEENS,2011,2,0,10,8
150,QUEENS,2012,1,0,3,2
150,QUEENS,2013,3,0,6,3
150,QUEENS,2014,0,0,5,5
150,QUEENS,2015,2,0,3,1
150,QUEENS,2016,0,0,2,2
150,QUEENS,2017,0,0,7,7
150,QUEENS,2018,0,0,13,13
150,QUEENS,2019,2,0,2,0
150,QUEENS,2020,0,0,1,1
150,QUEENS,2021,0,0,11,11
150,QUEENS,2022,0,0,6,6
150,QUEENS,2023,0,0,1,1
15001,MANHATTAN,2009,0,0,25,25
15001,MANHATTAN,2010,0,0,29,29
15001,MANHATTAN,2011,0,0,36,36
15001,MANHATTAN,2012,2,0,38,36
15001,MANHATTAN,2013,3,5,64,56
15001,MANHATTAN,2014,0,0,29,29
15001,MANHATTAN,2015,1,0,53,52
15001,MANHATTAN,2016,3,0,48,45
15001,MANHATTAN,2017,1,0,27,26
15001,MANHATTAN,2018,3,0,33,30
15001,MANHATTAN,2019,0,0,20,20
15001,MANHATTAN,2020,0,6,33,27
15001,MANHATTAN,2021,0,0,3,3
15001,MANHATTAN,2022,0,0,1,1
15002,MANHATTAN,2009,0,0,67,67
15002,MANHATTAN,2010,3,0,85,82
15002,MANHATTAN,2011,9,0,75,66
15002,MANHATTAN,2012,3,2,79,74
15002,MANHATTAN,2013,5,0,88,83
15002,MANHATTAN,2014,7,0,91,84
15002,MANHATTAN,2015,5,0,93,88
15002,MANHATTAN,2016,2,0,89,87
15002,MANHATTAN,2017,3,0,53,50
15002,MANHATTAN,2018,1,1,63,61
15002,MANHATTAN,2019,0,0,29,29
15002,MANHATTAN,2020,0,0,48,48
1501,MANHATTAN,2009,10,3,71,58
1501,MANHATTAN,2010,1,0,97,96
1501,MANHATTAN,2011,2,1,75,72
1501,MANHATTAN,2012,4,5,92,83
1501,MANHATTAN,2013,23,2,154,129
1501,MANHATTAN,2014,12,5,180,163
1501,MANHATTAN,2015,7,11,151,133
1501,MANHATTAN,2016,20,9,138,109
1501,MANHATTAN,2017,5,5,115,105
1501,MANHATTAN,2018,4,2,86,80
1501,MANHATTAN,2019,4,0,77,73
1501,MANHATTAN,2020,3,1,37,33
1501,MANHATTAN,2021,0,0,2,2
1501,MANHATTAN,2022,2,0,5,3
1501,MANHATTAN,2023,0,0,1,1
1502,BROOKLYN,2009,2,0,11,9
1502,BROOKLYN,2010,2,0,6,4
1502,BROOKLYN,2011,1,0,6,5
1502,BROOKLYN,2012,3,0,7,4
1502,BROOKLYN,2013,0,0,10,10
1502,BROOKLYN,2014,1,1,13,11
1502,BROOKLYN,2015,3,6,29,20
1502,BROOKLYN,2016,8,8,29,13
1502,BROOKLYN,2017,5,2,28,21
1502,BROOKLYN,2018,0,1,7,6
1502,BROOKLYN,2019,4,1,14,9
1502,BROOKLYN,2020,7,1,22,14
1502,BROOKLYN,2021,0,0,4,4
1502,BROOKLYN,2022,0,0,2,2
1502,MANHATTAN,2009,10,1,112,101
1502,MANHATTAN,2010,6,0,142,136
1502,MANHATTAN,2011,7,3,135,125
1502,MANHATTAN,2012,16,7,145,122
1502,MANHATTAN,2013,8,10,239,221
1502,MANHATTAN,2014,23,18,235,194
1502,MANHATTAN,2015,25,2,216,189
1502,MANHATTAN,2016,3,3,156,150
1502,MANHATTAN,2017,2,0,159,157
1502,MANHATTAN,2018,0,5,122,117
1502,MANHATTAN,2019,3,0,105,102
1502,MANHATTAN,2020,8,0,70,62
1502,MANHATTAN,2021,0,0,2,2
150701,QUEENS,2009,0,1,18,17
150701,QUEENS,2010,7,2,27,18
150701,QUEENS,2011,3,2,10,5
150701,QUEENS,2012,8,2,24,14
150701,QUEENS,2013,9,0,19,10
150701,QUEENS,2014,2,2,11,7
150701,QUEENS,2015,2,4,31,25
150701,QUEENS,2016,7,2,25,16
150701,QUEENS,2017,4,0,19,15
150701,QUEENS,2018,4,0,11,7
150701,QUEENS,2019,3,2,10,5
150701,QUEENS,2020,11,2,19,6
150701,QUEENS,2021,1,0,7,6
150701,QUEENS,2022,1,0,6,5
150701,QUEENS,2023,0,0,2,2
150702,QUEENS,2009,5,4,28,19
150702,QUEENS,2010,3,7,31,21
150702,QUEENS,2011,1,2,13,10
150702,QUEENS,2012,2,2,22,18
150702,QUEENS,2013,4,5,24,15
150702,QUEENS,2014,7,1,29,21
150702,QUEENS,2015,4,3,41,34
150702,QUEENS,2016,3,2,15,10
150702,QUEENS,2017,7,0,25,18
150702,QUEENS,2018,2,3,18,13
150702,QUEENS,2019,5,2,20,13
150702,QUEENS,2020,10,2,30,18
150702,QUEENS,2021,0,0,26,26
150702,QUEENS,2022,0,0,2,2
150702,QUEENS,2023,0,0,5,5
151,BRONX,2009,1,0,11,10
151,BRONX,2010,0,0,12,12
151,BRONX,2011,3,0,28,25
151,BRONX,2012,0,3,18,15
151,BRONX,2013,2,2,17,13
151,BRONX,2014,0,0,17,17
151,BRONX,2015,0,1,14,13
151,BRONX,2016,0,4,31,27
151,BRONX,2017,1,0,18,17
151,BRONX,2018,1,0,14,13
151,BRONX,2019,0,4,26,22
151,BRONX,2020,1,4,13,8
151,BRONX,2021,0,0,6,6
151,BRONX,2022,0,0,6,6
151,BRONX,2023,0,0,4,4
151,BROOKLYN,2009,5,0,32,27
151,BROOKLYN,2010,0,0,10,10
151,BROOKLYN,2011,4,0,13,9
151,BROOKLYN,2012,0,0,19,19
151,BROOKLYN,2013,2,2,12,8
151,BROOKLYN,2014,4,0,27,23
151,BROOKLYN,2015,10,0,30,20
151,BROOKLYN,2016,4,0,18,14
151,BROOKLYN,2017,7,0,21,14
151,BROOKLYN,2018,5,0,25,20
151,BROOKLYN,2019,3,0,13,10
151,BROOKLYN,2020,1,0,20,19
151,BROOKLYN,2021,0,0,3,3
151,BROOKLYN,2022,0,0,6,6
151,BROOKLYN,2023,0,0,2,2
151,MANHATTAN,2009,2,0,34,32
151,MANHATTAN,2010,6,0,35,29
151,MANHATTAN,2011,2,0,26,24
151,MANHATTAN,2012,2,9,48,37
151,MANHATTAN,2013,0,1,86,85
151,MANHATTAN,2014,6,7,82,69
151,MANHATTAN,2015,4,19,129,106
151,MANHATTAN,2016,8,0,77,69
151,MANHATTAN,2017,0,0,42,42
151,MANHATTAN,2018,2,0,56,54
151,MANHATTAN,2019,4,0,34,30
151,MANHATTAN,2020,0,0,13,13
151,MANHATTAN,2021,0,0,12,12
151,QUEENS,2009,0,0,9,9
151,QUEENS,2011,2,0,4,2
151,QUEENS,2012,1,0,1,0
151,QUEENS,2013,3,0,10,7
151,QUEENS,2014,4,0,13,9
151,QUEENS,2015,2,0,8,6
151,QUEENS,2016,1,0,8,7
151,QUEENS,2018,1,0,6,5
151,QUEENS,2019,0,0,3,3
151,QUEENS,2020,0,0,3,3
151,QUEENS,2021,0,0,5,5
151,STATEN ISLAND,2009,2,0,13,11
151,STATEN ISLAND,2010,5,1,15,9
151,STATEN ISLAND,2011,2,6,16,8
151,STATEN ISLAND,2012,3,3,11,5
151,STATEN ISLAND,2013,3,0,26,23
151,STATEN ISLAND,2014,6,1,33,26
151,STATEN ISLAND,2015,4,1,31,26
151,STATEN ISLAND,2016,1,0,13,12
151,STATEN ISLAND,2017,3,2,21,16
151,STATEN ISLAND,2018,2,0,27,25
151,STATEN ISLAND,2019,1,0,15,14
151,STATEN ISLAND,2020,2,3,14,9
151,STATEN ISLAND,2021,2,0,18,16
151,STATEN ISLAND,2022,0,0,14,14
151,STATEN ISLAND,2023,0,0,1,1
152,BRONX,2009,0,0,5,5
152,BRONX,2010,0,0,7,7
152,BRONX,2011,2,0,2,0
152,BRONX,2012,0,0,6,6
152,BRONX,2013,0,0,3,3
152,BRONX,2014,1,0,8,7
152,BRONX,2015,0,0,11,11
152,BRONX,2016,0,0,5,5
152,BRONX,2017,0,6,24,18
152,BRONX,2018,0,0,7,7
152,BRONX,2019,0,0,9,9
152,BRONX,2020,0,0,4,4
152,BRONX,2021,0,0,2,2
152,BRONX,2022,0,0,4,4
152,BRONX,2023,0,0,3,3
152,BROOKLYN,2009,0,0,9,9
152,BROOKLYN,2010,2,0,11,9
152,BROOKLYN,2011,3,0,9,6
152,BROOKLYN,2012,0,0,4,4
152,BROOKLYN,2013,6,6,20,8
152,BROOKLYN,2014,0,1,8,7
152,BROOKLYN,2015,0,3,6,3
152,BROOKLYN,2016,1,3,18,14
152,BROOKLYN,2017,1,0,6,5
152,BROOKLYN,2018,0,1,6,5
152,BROOKLYN,2019,0,0,1,1
152,BROOKLYN,2020,0,1,8,7
152,BROOKLYN,2021,0,8,15,7
152,BROOKLYN,2022,0,0,2,2
152,MANHATTAN,2009,2,0,30,28
152,MANHATTAN,2010,0,0,19,19
152,MANHATTAN,2011,8,0,29,21
152,MANHATTAN,2012,0,0,17,17
152,MANHATTAN,2013,1,0,25,24
152,MANHATTAN,2014,1,0,28,27
152,MANHATTAN,2015,0,0,34,34
152,MANHATTAN,2016,6,5,44,33
152,MANHATTAN,2017,0,11,38,27
152,MANHATTAN,2018,0,5,49,44
152,MANHATTAN,2019,0,2,22,20
152,MANHATTAN,2020,3,0,15,12
152,MANHATTAN,2021,0,0,3,3
152,MANHATTAN,2022,0,0,1,1
152,QUEENS,2009,0,1,3,2
152,QUEENS,2010,1,0,6,5
152,QUEENS,2011,1,0,8,7
152,QUEENS,2012,1,0,7,6
152,QUEENS,2013,1,0,4,3
152,QUEENS,2014,4,0,7,3
152,QUEENS,2015,0,0,10,10
152,QUEENS,2016,0,1,6,5
152,QUEENS,2017,0,0,11,11
152,QUEENS,2018,2,1,10,7
152,QUEENS,2019,0,0,7,7
152,QUEENS,2020,3,0,10,7
152,QUEENS,2021,0,0,7,7
152,QUEENS,2022,0,0,4,4
152,QUEENS,2023,0,0,1,1
1522,BROOKLYN,2009,2,1,9,6
1522,BROOKLYN,2010,2,0,9,7
1522,BROOKLYN,2011,0,1,9,8
1522,BROOKLYN,2012,3,0,18,15
1522,BROOKLYN,2013,2,0,8,6
1522,BROOKLYN,2014,1,0,10,9
1522,BROOKLYN,2015,6,0,17,11
1522,BROOKLYN,2016,0,0,20,20
1522,BROOKLYN,2017,0,0,21,21
1522,BROOKLYN,2018,0,0,27,27
1522,BROOKLYN,2019,2,2,8,4
1522,BROOKLYN,2020,6,0,29,23
1522,BROOKLYN,2021,0,0,13,13
1522,BROOKLYN,2022,0,0,3,3
1522,BROOKLYN,2023,0,0,5,5
152901,QUEENS,2009,0,0,1,1
152901,QUEENS,2010,1,0,7,6
152901,QUEENS,2011,3,0,15,12
152901,QUEENS,2012,1,0,4,3
152901,QUEENS,2013,3,0,19,16
152901,QUEENS,2014,2,1,31,28
152901,QUEENS,2015,1,0,10,9
152901,QUEENS,2016,5,0,14,9
152901,QUEENS,2017,3,2,25,20
152901,QUEENS,2018,1,7,10,2
152901,QUEENS,2019,2,0,7,5
152901,QUEENS,2020,4,0,7,3
152901,QUEENS,2021,0,2,6,4
152901,QUEENS,2022,0,0,7,7
152901,QUEENS,2023,0,0,5,5
152902,QUEENS,2009,0,0,5,5
152902,QUEENS,2010,2,7,18,9
152902,QUEENS,2011,1,2,13,10
152902,QUEENS,2012,1,2,8,5
152902,QUEENS,2013,0,3,11,8
152902,QUEENS,2014,2,4,17,11
152902,QUEENS,2015,1,5,21,15
152902,QUEENS,2016,4,10,31,17
152902,QUEENS,2017,5,1,29,23
152902,QUEENS,2018,3,0,8,5
152902,QUEENS,2019,3,2,15,10
152902,QUEENS,2020,0,1,8,7
152902,QUEENS,2021,0,0,9,9
152902,QUEENS,2022,0,0,9,9
152902,QUEENS,2023,0,0,2,2
153,BRONX,2009,0,0,15,15
153,BRONX,2010,0,0,18,18
153,BRONX,2011,0,0,2,2
153,BRONX,2012,0,0,1,1
153,BRONX,2013,0,0,13,13
153,BRONX,2014,0,3,7,4
153,BRONX,2015,1,0,15,14
153,BRONX,2016,1,0,16,15
153,BRONX,2017,0,1,6,5
153,BRONX,2018,9,0,15,6
153,BRONX,2019,0,3,17,14
153,BRONX,2020,0,2,12,10
153,BRONX,2021,0,0,8,8
153,BRONX,2022,0,0,2,2
153,BRONX,2023,0,0,4,4
153,BROOKLYN,2009,0,0,23,23
153,BROOKLYN,2010,3,0,17,14
153,BROOKLYN,2011,0,0,11,11
153,BROOKLYN,2012,3,0,38,35
153,BROOKLYN,2013,2,1,28,25
153,BROOKLYN,2014,4,0,40,36
153,BROOKLYN,2015,8,4,36,24
153,BROOKLYN,2016,2,2,47,43
153,BROOKLYN,2017,4,0,32,28
153,BROOKLYN,2018,3,0,38,35
153,BROOKLYN,2019,5,4,31,22
153,BROOKLYN,2020,0,0,13,13
153,BROOKLYN,2021,1,0,2,1
153,BROOKLYN,2022,0,0,3,3
153,BROOKLYN,2023,0,0,1,1
153,MANHATTAN,2009,2,0,82,80
153,MANHATTAN,2010,2,0,107,105
153,MANHATTAN,2011,3,0,115,112
153,MANHATTAN,2012,4,0,82,78
153,MANHATTAN,2013,18,0,133,115
153,MANHATTAN,2014,2,1,127,124
153,MANHATTAN,2015,1,1,135,133
153,MANHATTAN,2016,2,0,132,130
153,MANHATTAN,2017,5,0,127,122
153,MANHATTAN,2018,0,0,72,72
153,MANHATTAN,2019,2,0,46,44
153,MANHATTAN,2020,2,0,52,50
153,MANHATTAN,2021,1,0,8,7
153,MANHATTAN,2022,1,0,4,3
153,MANHATTAN,2023,0,0,3,3
153,QUEENS,2009,4,2,17,11
153,QUEENS,2010,0,0,3,3
153,QUEENS,2011,0,0,4,4
153,QUEENS,2012,1,0,17,16
153,QUEENS,2013,0,1,6,5
153,QUEENS,2014,0,0,4,4
153,QUEENS,2015,1,0,5,4
153,QUEENS,2016,2,0,9,7
153,QUEENS,2017,0,0,4,4
153,QUEENS,2018,0,3,4,1
153,QUEENS,2019,2,0,6,4
153,QUEENS,2020,0,2,4,2
153,QUEENS,2021,0,0,1,1
153,QUEENS,2022,0,0,1,1
154,MANHATTAN,2009,2,0,71,69
154,MANHATTAN,2010,2,0,40,38
154,MANHATTAN,2011,3,1,62,58
154,MANHATTAN,2012,4,0,55,51
154,MANHATTAN,2013,1,2,57,54
154,MANHATTAN,2014,3,3,54,48
154,MANHATTAN,2015,3,0,78,75
154,MANHATTAN,2016,6,3,67,58
154,MANHATTAN,2017,5,0,61,56
154,MANHATTAN,2018,0,2,43,41
154,MANHATTAN,2019,4,0,25,21
154,MANHATTAN,2020,1,0,31,30
154,MANHATTAN,2022,0,0,1,1
154,QUEENS,2009,3,0,9,6
154,QUEENS,2010,0,3,6,3
154,QUEENS,2011,1,0,8,7
154,QUEENS,2012,0,3,17,14
154,QUEENS,2013,0,0,4,4
154,QUEENS,2014,0,0,11,11
154,QUEENS,2015,1,3,15,11
154,QUEENS,2016,0,0,6,6
154,QUEENS,2017,3,0,14,11
154,QUEENS,2018,1,0,26,25
154,QUEENS,2019,0,0,20,20
154,QUEENS,2020,2,0,19,17
154,QUEENS,2021,0,0,2,2
154,QUEENS,2022,0,0,8,8
154,QUEENS,2023,0,0,2,2
155,BRONX,2009,0,0,7,7
155,BRONX,2010,0,1,6,5
155,BRONX,2011,4,0,15,11
155,BRONX,2012,0,0,10,10
155,BRONX,2013,0,0,9,9
155,BRONX,2014,0,0,9,9
155,BRONX,2015,0,0,19,19
155,BRONX,2016,2,0,18,16
155,BRONX,2017,0,1,8,7
155,BRONX,2018,1,0,9,8
155,BRONX,2019,0,0,8,8
155,BRONX,2020,0,0,5,5
155,BRONX,2021,0,0,3,3
155,BRONX,2023,0,0,2,2
155,BROOKLYN,2009,0,0,19,19
155,BROOKLYN,2010,4,0,18,14
155,BROOKLYN,2011,5,0,31,26
155,BROOKLYN,2012,3,0,31,28
155,BROOKLYN,2013,2,0,24,22
155,BROOKLYN,2014,2,0,48,46
155,BROOKLYN,2015,0,0,46,46
155,BROOKLYN,2016,2,0,41,39
155,BROOKLYN,2017,3,0,28,25
155,BROOKLYN,2018,1,0,18,17
155,BROOKLYN,2019,6,0,19,13
155,BROOKLYN,2020,0,0,9,9
155,BROOKLYN,2021,1,0,3,2
155,BROOKLYN,2022,0,0,3,3
155,BROOKLYN,2023,0,0,1,1
155,MANHATTAN,2009,0,0,45,45
155,MANHATTAN,2010,0,0,33,33
155,MANHATTAN,2011,0,0,32,32
155,MANHATTAN,2012,0,1,24,23
155,MANHATTAN,2013,0,0,43,43
155,MANHATTAN,2014,1,0,30,29
